entityRef,entityRefName,entityID,entityRefType
http://www.reactome.org/biopax/96/9909396#ProteinReference43,KIAA1737,Q9C0C6,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference43,UniProt:Q9C0C6 CIPC,Q9C0C6,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference43,CIPC,Q9C0C6,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference30,KIAA0181,Q14686,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference30,RAP250,Q14686,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference30,AIB3,Q14686,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference30,TRBP,Q14686,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference30,UniProt:Q14686 NCOA6,Q14686,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference30,NCOA6,Q14686,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference93,UniProt:P62333 PSMC6,P62333,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference93,SUG2,P62333,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference93,PSMC6,P62333,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference29,TIF2,Q15596,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference29,NCOA2,Q15596,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference29,UniProt:Q15596 NCOA2,Q15596,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference29,BHLHE75,Q15596,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference29,SRC2,Q15596,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference71,UniProt:P62979 RPS27A,P62979,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference71,UBCEP1,P62979,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference71,RPS27A,P62979,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference71,UBA80,P62979,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference25,CREBBP,Q92793,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference25,UniProt:Q92793 CREBBP,Q92793,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference25,CBP,Q92793,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference22,TBLR1,Q9BZK7,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference22,IRA1,Q9BZK7,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference22,UniProt:Q9BZK7 TBL1XR1,Q9BZK7,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference22,TBL1XR1,Q9BZK7,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference65,CSNK2A2,P19784,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference65,UniProt:P19784 CSNK2A2,P19784,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference65,CK2A2,P19784,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference101,PSMD7,P51665,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference101,MOV34L,P51665,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference101,UniProt:P51665 PSMD7,P51665,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference61,CSNK1E,P49674,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference61,UniProt:P49674 CSNK1E,P49674,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference13,UniProt:Q92753 RORB,Q92753,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/9909396#ProteinReference13,RORB,Q92753,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
