entityRef,entityRefName,entityID,entityRefType
http://www.reactome.org/biopax/96/1640170#ProteinReference291,UniProt:P11388 TOP2A,P11388,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference291,TOP2A,P11388,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference291,TOP2,P11388,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference413,UniProt:O75935 DCTN3,O75935,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference413,DCTN3,O75935,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference413,DCTN22,O75935,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference485,CAPE,O95347,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference485,PRO0324,O95347,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference485,SMC2,O95347,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference485,UniProt:O95347 SMC2,O95347,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference485,SMC2L1,O95347,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference574,UniProt:Q9NY65 TUBA8,Q9NY65,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference574,TUBA8,Q9NY65,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference574,TUBAL2,Q9NY65,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference457,RAB1B,Q9H0U4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference457,UniProt:Q9H0U4 RAB1B,Q9H0U4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference164,KIF2A,O00139,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference164,KIF2,O00139,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference164,KNS2,O00139,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference164,UniProt:O00139 KIF2A,O00139,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference440,KIAA1899,Q96RT8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference440,UniProt:Q96RT8 TUBGCP5,Q96RT8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference440,TUBGCP5,Q96RT8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference440,GCP5,Q96RT8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference471,UniProt:Q16777 H2AC20,Q16777,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference471,H2AC20,Q16777,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference471,HIST2H2AC,Q16777,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference471,H2AFQ,Q16777,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference92,UniProt:P23527 H2BC17,P23527,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference92,HIST1H2BO,P23527,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference92,H2BFH,P23527,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference92,H2BC17,P23527,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference92,H2BFN,P23527,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference246,AIRK2,Q96GD4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference246,UniProt:Q96GD4 AURKB,Q96GD4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference246,ARK2,Q96GD4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference246,STK12,Q96GD4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference246,AIM1,Q96GD4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference246,STK1,Q96GD4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference246,AURKB,Q96GD4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference246,STK5,Q96GD4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference246,AIK2,Q96GD4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference314,PPP2R3L,Q9Y5P8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference314,PPP2R3B,Q9Y5P8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference314,UniProt:Q9Y5P8 PPP2R3B,Q9Y5P8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference151,CDC6,Q99741,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference151,CDC18L,Q99741,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference151,UniProt:Q99741 CDC6,Q99741,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference396,UniProt:Q7Z7A1 CNTRL,Q7Z7A1,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference396,CEP1,Q7Z7A1,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference396,CNTRL,Q7Z7A1,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference396,CEP110,Q7Z7A1,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference479,KDM7B,Q9UPP1-3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference479,UniProt:Q9UPP1-3 PHF8,Q9UPP1-3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference479,KIAA1111,Q9UPP1-3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference479,ZNF422,Q9UPP1-3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference479,PHF8,Q9UPP1-3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference560,CHMP2,O43633,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference560,UniProt:O43633 CHMP2A,O43633,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference560,CHMP2A,O43633,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference560,BC2,O43633,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference307,JAK2,O60674,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference307,UniProt:O60674 JAK2,O60674,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference15,UniProt:P60900 PSMA6,P60900,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference15,PSMA6,P60900,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference15,PROS27,P60900,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference600,UniProt:O14746 TERT,O14746,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference600,TRT,O14746,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference600,TCS1,O14746,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference600,EST2,O14746,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference600,TERT,O14746,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference435,EP300,Q09472,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference435,UniProt:Q09472 EP300,Q09472,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference435,P300,Q09472,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference339,PRIM2A,P49643,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference339,UniProt:P49643 PRIM2,P49643,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference339,PRIM2,P49643,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference575,UniProt:A6NHL2 TUBAL3,A6NHL2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference575,TUBAL3,A6NHL2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference491,KIAA1541,Q66LE6,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference491,UniProt:Q66LE6 PPP2R2D,Q66LE6,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference491,PPP2R2D,Q66LE6,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference205,UniProt:Q8NFH4 NUP37,Q8NFH4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference205,NUP37,Q8NFH4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference201,D3S1231E,P55735,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference201,SEC13A,P55735,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference201,SEC13L1,P55735,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference201,SEC13R,P55735,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference201,UniProt:P55735 SEC13,P55735,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference201,SEC13,P55735,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference448,NG7,Q9UIM3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference448,UniProt:Q9UIM3 FKBPL,Q9UIM3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference448,FKBPL,Q9UIM3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference448,DIR1,Q9UIM3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference8,UBB,P0CG47,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/1640170#ProteinReference8,UniProt:P0CG47 UBB,P0CG47,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
