entityRef,entityRefName,entityID,entityRefType
http://www.reactome.org/biopax/96/392499#ProteinReference1399,UniProt:Q5VVJ2 MYSM1,Q5VVJ2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1399,KIAA1915,Q5VVJ2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1399,MYSM1,Q5VVJ2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference958,GALNT13,Q8IUC8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference958,UniProt:Q8IUC8 GALNT13,Q8IUC8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference958,KIAA1918,Q8IUC8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference914,UniProt:Q6ZMM2 ADAMTSL5,Q6ZMM2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference914,THSD6,Q6ZMM2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference914,ADAMTSL5,Q6ZMM2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference733,PREB,Q9HCU5,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference733,UniProt:Q9HCU5 PREB,Q9HCU5,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference733,SEC12,Q9HCU5,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1110,NUP98,P52948-4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1110,ADAR2,P52948-4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1110,UniProt:P52948-4 NUP98,P52948-4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference312,UniProt:Q9P0P8 MTRES1,Q9P0P8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference312,MTRES1,Q9P0P8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference312,C6orf203,Q9P0P8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference312,HSPC230,Q9P0P8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1178,THRB,P10828,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1178,THR1,P10828,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1178,UniProt:P10828 THRB,P10828,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1178,NR1A2,P10828,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1178,ERBA2,P10828,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference213,ERAL1,O75616,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference213,UniProt:O75616 ERAL1,O75616,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference213,HERA,O75616,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference225,MRPS7,Q9Y2R9,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference225,UniProt:Q9Y2R9 MRPS7,Q9Y2R9,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1383,RNF87,Q9C037,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1383,TRIM4,Q9C037,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1383,UniProt:Q9C037 TRIM4,Q9C037,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference103,UniProt:P61353 RPL27,P61353,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference103,RPL27,P61353,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference836,KIAA0325,Q14204,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference836,DYHC,Q14204,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference836,DNCH1,Q14204,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference836,DNCL,Q14204,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference836,UniProt:Q14204 DYNC1H1,Q14204,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference836,DNECL,Q14204,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference836,DHC1,Q14204,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference836,DYNC1H1,Q14204,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1026,PIAS4,Q8N2W9,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1026,PIASG,Q8N2W9,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1026,UniProt:Q8N2W9 PIAS4,Q8N2W9,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1935,INHA,P05111,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1935,UniProt:P05111 INHA,P05111,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference255,RPML27,Q8IXM3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference255,MRPL41,Q8IXM3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference255,PIG3,Q8IXM3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference255,MRPL27,Q8IXM3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference255,BMRP,Q8IXM3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference255,UniProt:Q8IXM3 MRPL41,Q8IXM3,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference2060,PCCB,P05166,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference2060,UniProt:P05166 PCCB,P05166,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference633,UniProt:P19367 HK1,P19367,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference633,HK1,P19367,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference52,RPS26,P62854,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference52,UniProt:P62854 RPS26,P62854,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference780,CDABP0066,O43617,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference780,UniProt:O43617 TRAPPC3,O43617,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference780,TRAPPC3,O43617,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference780,BET3,O43617,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference2032,UniProt:P45954 ACADSB,P45954,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference2032,ACADSB,P45954,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference966,UniProt:Q9NY28 GALNT8,Q9NY28,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference966,GALNT8,Q9NY28,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1043,UniProt:Q14781 CBX2,Q14781,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference1043,CBX2,Q14781,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference681,UniProt:Q96F25 ALG14,Q96F25,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/392499#ProteinReference681,ALG14,Q96F25,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
