entityRef,entityRefName,entityID,entityRefType
http://www.reactome.org/biopax/96/112316#ProteinReference94,GLUA1,P42261,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference94,UniProt:P42261 GRIA1,P42261,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference94,GLUR1,P42261,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference94,GRIA1,P42261,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference94,GLUH1,P42261,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference227,GNAI2B,P04899,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference227,UniProt:P04899 GNAI2,P04899,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference227,GNAI2,P04899,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference336,NRXN2,P58401,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference336,UniProt:P58401 NRXN2,P58401,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference12,UniProt:O00555 CACNA1A,O00555,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference12,CACNL1A4,O00555,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference12,CACNA1A,O00555,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference12,CACH4,O00555,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference12,CACN3,O00555,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference368,MGLUR1,Q13255,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference368,UniProt:Q13255 GRM1,Q13255,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference368,GPRC1A,Q13255,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference368,GRM1,Q13255,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference143,RASGRF1,Q13972,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference143,GNRP,Q13972,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference143,CDC25,Q13972,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference143,GRF1,Q13972,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference143,UniProt:Q13972 RASGRF1,Q13972,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference273,UniProt:P48048 KCNJ1,P48048,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference273,KCNJ1,P48048,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference273,ROMK1,P48048,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference378,IL1RAPL2,Q9NP60,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference378,UniProt:Q9NP60 IL1RAPL2,Q9NP60,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference378,IL1R9,Q9NP60,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference125,NMDAR2D,O15399,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference125,GRIN2D,O15399,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference125,GluN2D,O15399,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference125,UniProt:O15399 GRIN2D,O15399,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference249,UniProt:A8MPY1 GABRR3,A8MPY1,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference249,GABRR3,A8MPY1,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference188,GRIK,Q16099,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference188,GRIK4,Q16099,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference188,UniProt:Q16099 GRIK4,Q16099,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference194,UniProt:O14775 GNB5,O14775,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference194,GNB5,O14775,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference400,UniProt:O75955 FLOT1,O75955,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference400,FLOT1,O75955,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference260,KCNMA1,Q12791,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference260,UniProt:Q12791 KCNMA1,Q12791,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference260,KCNMA,Q12791,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference260,SLO,Q12791,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference367,UniProt:Q9NSC5 HOMER3,Q9NSC5,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference367,HOMER3,Q9NSC5,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference180,UniProt:O43741 PRKAB2,O43741,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference180,PRKAB2,O43741,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference231,ADCY4,Q8NFM4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference231,UniProt:Q8NFM4 ADCY4,Q8NFM4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference118,PKCG,P05129,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference118,PRKCG,P05129,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference118,UniProt:P05129 PRKCG,P05129,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference22,PPFIA2,O75334,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference22,UniProt:O75334 PPFIA2,O75334,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference55,UniProt:P28329 CHAT,P28329,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference55,CHAT,P28329,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference152,UniProt:P27361 MAPK3,P27361,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference152,PRKM3,P27361,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference152,ERK1,P27361,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference152,MAPK3,P27361,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference352,X11L,Q99767,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference352,UniProt:Q99767 APBA2,Q99767,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference352,MINT2,Q99767,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference352,APBA2,Q99767,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference128,KIAA1405,Q9P2E2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference128,KIF3X,Q9P2E2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference128,KIF17,Q9P2E2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference128,UniProt:Q9P2E2 KIF17,Q9P2E2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference301,UniProt:Q9NSA2 KCND1,Q9NSA2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference301,KCND1,Q9NSA2,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference197,GNGT4,P50150,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference197,UniProt:P50150 GNG4,P50150,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference197,GNG4,P50150,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference327,TRAAK,Q9NYG8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference327,KCNK4,Q9NYG8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference327,UniProt:Q9NYG8 KCNK4,Q9NYG8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference304,KCNG1,Q9UIX4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference304,UniProt:Q9UIX4 KCNG1,Q9UIX4,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference251,GLRA1,P23415,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference251,UniProt:P23415 GLRA1,P23415,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference81,NACHRA3,P32297,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference81,UniProt:P32297 CHRNA3,P32297,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference81,CHRNA3,P32297,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference25,UNC13B,O14795,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference25,UNC13,O14795,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference25,UniProt:O14795 UNC13B,O14795,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference232,KIAA0422,O43306,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference232,ADCY6,O43306,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference232,UniProt:O43306 ADCY6,O43306,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference8,UniProt:Q9UIU0 CACNA2D1,Q9UIU0,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference8,CACNA2D1,Q9UIU0,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference345,UniProt:Q6XYQ8 SYT10,Q6XYQ8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference345,SYT10,Q6XYQ8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference289,KCNH2,Q12809,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference289,HERG,Q12809,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference289,ERG,Q12809,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference289,UniProt:Q12809 KCNH2,Q12809,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference289,ERG1,Q12809,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference204,GNG12,Q9UBI6,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference204,UniProt:Q9UBI6 GNG12,Q9UBI6,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference242,KCNJ3,P48549,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference242,UniProt:P48549 KCNJ3,P48549,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference242,GIRK1,P48549,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference44,UniProt:P43004 SLC1A2,P43004,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference44,SLC1A2,P43004,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference44,GLT1,P43004,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference44,EAAT2,P43004,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference286,KCNA7,Q96RP8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference286,UniProt:Q96RP8 KCNA7,Q96RP8,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference237,UniProt:P63252 KCNJ2,P63252,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference237,IRK1,P63252,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference237,KCNJ2,P63252,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference208,UniProt:Q00722 PLCB2,Q00722,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference208,PLCB2,Q00722,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference148,RSK1,Q15418,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference148,UniProt:Q15418 RPS6KA1,Q15418,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference148,MAPKAPK1A,Q15418,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference148,RPS6KA1,Q15418,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference116,UniProt:P17252 PRKCA,P17252,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference116,PRKCA,P17252,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference116,PRKACA,P17252,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference116,PKCA,P17252,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference359,DLGAP3,O95886,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference359,UniProt:O95886 DLGAP3,O95886,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference359,DAP3,O95886,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference103,UniProt:Q13555 CAMK2G,Q13555,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference103,CAMK-II,Q13555,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference103,CAMKG,Q13555,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference103,CAMK,Q13555,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference103,CAMK2G,Q13555,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference57,GAD67,Q99259,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference57,GAD,Q99259,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference57,UniProt:Q99259 GAD1,Q99259,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference57,GAD1,Q99259,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference331,UniProt:Q96T54 KCNK17,Q96T54,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference331,UNQ5816/PRO19634,Q96T54,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference331,TASK4,Q96T54,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference331,TALK2,Q96T54,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/112316#ProteinReference331,KCNK17,Q96T54,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
