entityRef,entityRefName,entityID,entityRefType
http://www.reactome.org/biopax/96/168256#ProteinReference1197,IFNA21,P01568,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference1197,UniProt:P01568 IFNA21,P01568,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference1450,CHGA,P10645,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference1450,UniProt:P10645 CHGA,P10645,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference315,UniProt:A0M8Q6 IGLC7,A0M8Q6,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference315,IGLC7,A0M8Q6,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference367,XPVKONA,O43865,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference367,AHCYL1,O43865,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference367,DCAL,O43865,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference367,UniProt:O43865 AHCYL1,O43865,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference367,IRBIT,O43865,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference2031,TARBP2,Q15633,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference2031,TRBP,Q15633,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference2031,UniProt:Q15633 TARBP2,Q15633,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference1079,FCNH,O75636,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference1079,HAKA1,O75636,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference1079,UniProt:O75636 FCN3,O75636,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference1079,FCN3,O75636,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference845,UniProt:P26715 KLRC1,P26715,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference845,NKG2A,P26715,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference845,KLRC1,P26715,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference133,PIK3R6,Q5UE93,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference133,UniProt:Q5UE93 PIK3R6,Q5UE93,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference133,C17orf38,Q5UE93,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference1814,RAB18,Q9NP72,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference1814,UniProt:Q9NP72 RAB18,Q9NP72,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
http://www.reactome.org/biopax/96/168256#ProteinReference688,CD14,P08571,http://www.biopax.org/release/biopax-level3.owl#ProteinReference
