pathwayID,interaction,nextPathwayID
R-HSA-2682334,abstraction:NextStepPathway,R-HSA-3928662
R-HSA-9830674,abstraction:NextStepPathway,R-HSA-373752
R-HSA-9830674,abstraction:NextStepPathway,R-HSA-428542
R-HSA-399955,abstraction:NextStepPathway,R-HSA-416550
R-HSA-8985801,abstraction:NextStepPathway,R-HSA-373752
R-HSA-8985801,abstraction:NextStepPathway,R-HSA-428542
R-HSA-8985801,abstraction:NextStepPathway,R-HSA-376176
R-HSA-9819196,abstraction:NextStepPathway,R-HSA-9820865
R-HSA-9854907,abstraction:NextStepPathway,R-HSA-9856649
R-HSA-9754189,abstraction:NextStepPathway,R-HSA-9758919
R-HSA-9754189,abstraction:NextStepPathway,R-HSA-9823730
R-HSA-9754189,abstraction:NextStepPathway,R-HSA-9796292
R-HSA-9754189,abstraction:NextStepPathway,R-HSA-9733709
R-HSA-9754189,abstraction:NextStepPathway,R-HSA-9793380
R-HSA-210744,abstraction:NextStepPathway,R-HSA-210746
R-HSA-9927418,abstraction:NextStepPathway,R-HSA-9927426
R-HSA-9823739,abstraction:NextStepPathway,R-HSA-9832991
R-HSA-5617472,abstraction:NextStepPathway,R-HSA-9830364
R-HSA-5617472,abstraction:NextStepPathway,R-HSA-9010553
R-HSA-9830364,abstraction:NextStepPathway,R-HSA-9830674
R-HSA-9830364,abstraction:NextStepPathway,R-HSA-9761174
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-1433617
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-9754189
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-9823730
R-HSA-1181150,abstraction:NextStepPathway,R-HSA-9796292
R-HSA-9010553,abstraction:NextStepPathway,R-HSA-9830674
R-HSA-9010553,abstraction:NextStepPathway,R-HSA-8985801
R-HSA-9010553,abstraction:NextStepPathway,R-HSA-428542
R-HSA-9010553,abstraction:NextStepPathway,R-HSA-376176
R-HSA-9010553,abstraction:NextStepPathway,R-HSA-9010642
R-HSA-9937080,abstraction:NextStepPathway,R-HSA-9925561
R-HSA-9937080,abstraction:NextStepPathway,R-HSA-9925563
R-HSA-418885,abstraction:NextStepPathway,R-HSA-373752
R-HSA-418885,abstraction:NextStepPathway,R-HSA-418890
R-HSA-418885,abstraction:NextStepPathway,R-HSA-428542
R-HSA-428540,abstraction:NextStepPathway,R-HSA-428543
R-HSA-210747,abstraction:NextStepPathway,R-HSA-210744
R-HSA-9796292,abstraction:NextStepPathway,R-HSA-9823730
R-HSA-9758920,abstraction:NextStepPathway,R-HSA-9793380
R-HSA-376176,abstraction:NextStepPathway,R-HSA-8985586
R-HSA-376176,abstraction:NextStepPathway,R-HSA-373752
R-HSA-376176,abstraction:NextStepPathway,R-HSA-428890
R-HSA-376176,abstraction:NextStepPathway,R-HSA-428540
R-HSA-376176,abstraction:NextStepPathway,R-HSA-428542
R-HSA-376176,abstraction:NextStepPathway,R-HSA-428543
R-HSA-9832991,abstraction:NextStepPathway,R-HSA-9823739
R-HSA-452723,abstraction:NextStepPathway,R-HSA-2892245
R-HSA-452723,abstraction:NextStepPathway,R-HSA-2892247
R-HSA-9793380,abstraction:NextStepPathway,R-HSA-9824272
R-HSA-9761174,abstraction:NextStepPathway,R-HSA-9830364
R-HSA-2892247,abstraction:NextStepPathway,R-HSA-2682334
R-HSA-2892247,abstraction:NextStepPathway,R-HSA-1181150
R-HSA-9938206,abstraction:NextStepPathway,R-HSA-9927432
R-HSA-9938206,abstraction:NextStepPathway,R-HSA-9927418
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-9854907
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-9824594
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-9857377
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-9824585
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-9825892
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-9825895
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-9854909
R-HSA-9856649,abstraction:NextStepPathway,R-HSA-9926550
