pathwayID,interaction,nextPathwayID
R-HSA-8868766,abstraction:NextStepPathway,R-HSA-9937008
R-HSA-8868766,abstraction:NextStepPathway,R-HSA-6793080
R-HSA-75094,abstraction:NextStepPathway,R-HSA-72200
R-HSA-77595,abstraction:NextStepPathway,R-HSA-159231
R-HSA-72187,abstraction:NextStepPathway,R-HSA-159236
R-HSA-6784531,abstraction:NextStepPathway,R-HSA-6782315
R-HSA-72163,abstraction:NextStepPathway,R-HSA-75094
R-HSA-72163,abstraction:NextStepPathway,R-HSA-72187
R-HSA-72163,abstraction:NextStepPathway,R-HSA-9770562
R-HSA-72172,abstraction:NextStepPathway,R-HSA-72203
R-HSA-75064,abstraction:NextStepPathway,R-HSA-77042
R-HSA-159236,abstraction:NextStepPathway,R-HSA-450385
R-HSA-159236,abstraction:NextStepPathway,R-HSA-450408
R-HSA-159236,abstraction:NextStepPathway,R-HSA-428359
R-HSA-159236,abstraction:NextStepPathway,R-HSA-450513
R-HSA-159236,abstraction:NextStepPathway,R-HSA-450604
R-HSA-159236,abstraction:NextStepPathway,R-HSA-429947
R-HSA-72086,abstraction:NextStepPathway,R-HSA-77595
R-HSA-72086,abstraction:NextStepPathway,R-HSA-77588
R-HSA-72086,abstraction:NextStepPathway,R-HSA-72203
R-HSA-72086,abstraction:NextStepPathway,R-HSA-111367
R-HSA-77588,abstraction:NextStepPathway,R-HSA-159230
R-HSA-77042,abstraction:NextStepPathway,R-HSA-75102
R-HSA-72203,abstraction:NextStepPathway,R-HSA-72165
R-HSA-72203,abstraction:NextStepPathway,R-HSA-72163
R-HSA-6791226,abstraction:NextStepPathway,R-HSA-9930044
R-HSA-6785470,abstraction:NextStepPathway,R-HSA-9937008
R-HSA-6785470,abstraction:NextStepPathway,R-HSA-6787450
R-HSA-6785470,abstraction:NextStepPathway,R-HSA-6793080
R-HSA-429947,abstraction:NextStepPathway,R-HSA-429958
R-HSA-429947,abstraction:NextStepPathway,R-HSA-430039
R-HSA-111367,abstraction:NextStepPathway,R-HSA-159227
