pathwayID,interaction,nextPathwayID
R-HSA-9833110,abstraction:NextStepPathway,R-HSA-9820960
R-HSA-9725370,abstraction:NextStepPathway,R-HSA-9725371
R-HSA-9683612,abstraction:NextStepPathway,R-HSA-9679509
R-HSA-165054,abstraction:NextStepPathway,R-HSA-180746
R-HSA-1222387,abstraction:NextStepPathway,R-HSA-1222541
R-HSA-9684325,abstraction:NextStepPathway,R-HSA-9692916
R-HSA-9684325,abstraction:NextStepPathway,R-HSA-9679504
R-HSA-9684325,abstraction:NextStepPathway,R-HSA-9735869
R-HSA-2644606,abstraction:NextStepPathway,R-HSA-2894862
R-HSA-192823,abstraction:NextStepPathway,R-HSA-168276
R-HSA-192823,abstraction:NextStepPathway,R-HSA-9686347
R-HSA-9694635,abstraction:NextStepPathway,R-HSA-9694548
R-HSA-9694635,abstraction:NextStepPathway,R-HSA-9694719
R-HSA-9694635,abstraction:NextStepPathway,R-HSA-9694493
R-HSA-9694635,abstraction:NextStepPathway,R-HSA-9694594
R-HSA-9694635,abstraction:NextStepPathway,R-HSA-9694631
R-HSA-9683686,abstraction:NextStepPathway,R-HSA-9679509
R-HSA-9669933,abstraction:NextStepPathway,R-HSA-9670439
R-HSA-167590,abstraction:NextStepPathway,R-HSA-182218
R-HSA-1236382,abstraction:NextStepPathway,R-HSA-5637810
R-HSA-9679504,abstraction:NextStepPathway,R-HSA-9683439
R-HSA-9679504,abstraction:NextStepPathway,R-HSA-9684325
R-HSA-9703648,abstraction:NextStepPathway,R-HSA-9702518
R-HSA-168255,abstraction:NextStepPathway,R-HSA-168275
R-HSA-168255,abstraction:NextStepPathway,R-HSA-168270
R-HSA-9694614,abstraction:NextStepPathway,R-HSA-9694786
R-HSA-9694614,abstraction:NextStepPathway,R-HSA-9694676
R-HSA-9694614,abstraction:NextStepPathway,R-HSA-9694686
R-HSA-164516,abstraction:NextStepPathway,R-HSA-164525
R-HSA-9760173,abstraction:NextStepPathway,R-HSA-9927020
R-HSA-9694686,abstraction:NextStepPathway,R-HSA-9694786
R-HSA-9694686,abstraction:NextStepPathway,R-HSA-9694676
R-HSA-9694686,abstraction:NextStepPathway,R-HSA-9694322
R-HSA-9692913,abstraction:NextStepPathway,R-HSA-9686347
R-HSA-167161,abstraction:NextStepPathway,R-HSA-167162
R-HSA-9727281,abstraction:NextStepPathway,R-HSA-9694676
R-HSA-9727281,abstraction:NextStepPathway,R-HSA-9694322
R-HSA-9727281,abstraction:NextStepPathway,R-HSA-9754560
R-HSA-9727281,abstraction:NextStepPathway,R-HSA-9705671
R-HSA-192905,abstraction:NextStepPathway,R-HSA-168325
R-HSA-9683610,abstraction:NextStepPathway,R-HSA-9692914
R-HSA-9683610,abstraction:NextStepPathway,R-HSA-9735871
R-HSA-9683610,abstraction:NextStepPathway,R-HSA-9735869
R-HSA-9683610,abstraction:NextStepPathway,R-HSA-9679509
R-HSA-180910,abstraction:NextStepPathway,R-HSA-162592
R-HSA-9918487,abstraction:NextStepPathway,R-HSA-9918432
R-HSA-9918487,abstraction:NextStepPathway,R-HSA-9918476
R-HSA-9918487,abstraction:NextStepPathway,R-HSA-9920588
R-HSA-9918487,abstraction:NextStepPathway,R-HSA-9918485
R-HSA-9679191,abstraction:NextStepPathway,R-HSA-9678110
R-HSA-167162,abstraction:NextStepPathway,R-HSA-167160
R-HSA-167246,abstraction:NextStepPathway,R-HSA-167243
R-HSA-167246,abstraction:NextStepPathway,R-HSA-167238
R-HSA-167152,abstraction:NextStepPathway,R-HSA-167200
R-HSA-9918481,abstraction:NextStepPathway,R-HSA-9920588
R-HSA-9679509,abstraction:NextStepPathway,R-HSA-9678110
R-HSA-9700645,abstraction:NextStepPathway,R-HSA-9725371
R-HSA-9609690,abstraction:NextStepPathway,R-HSA-9610379
R-HSA-9686347,abstraction:NextStepPathway,R-HSA-9692913
