pathwayID,interaction,nextPathwayID
R-HSA-202424,abstraction:NextStepPathway,R-HSA-389357
R-HSA-202424,abstraction:NextStepPathway,R-HSA-9020702
R-HSA-202424,abstraction:NextStepPathway,R-HSA-5607764
R-HSA-202424,abstraction:NextStepPathway,R-HSA-9909649
R-HSA-202424,abstraction:NextStepPathway,R-HSA-2871837
R-HSA-202424,abstraction:NextStepPathway,R-HSA-2730905
R-HSA-450341,abstraction:NextStepPathway,R-HSA-9909649
R-HSA-450341,abstraction:NextStepPathway,R-HSA-2871796
R-HSA-9020702,abstraction:NextStepPathway,R-HSA-933542
R-HSA-9020702,abstraction:NextStepPathway,R-HSA-9758274
R-HSA-9020702,abstraction:NextStepPathway,R-HSA-9909649
R-HSA-9020702,abstraction:NextStepPathway,R-HSA-168638
R-HSA-9020702,abstraction:NextStepPathway,R-HSA-445989
R-HSA-9020702,abstraction:NextStepPathway,R-HSA-9860276
R-HSA-9020702,abstraction:NextStepPathway,R-HSA-5684264
R-HSA-9020702,abstraction:NextStepPathway,R-HSA-1810476
R-HSA-166058,abstraction:NextStepPathway,R-HSA-975138
R-HSA-166058,abstraction:NextStepPathway,R-HSA-937039
R-HSA-166058,abstraction:NextStepPathway,R-HSA-937042
R-HSA-166058,abstraction:NextStepPathway,R-HSA-975144
R-HSA-166058,abstraction:NextStepPathway,R-HSA-975871
R-HSA-449836,abstraction:NextStepPathway,R-HSA-8854691
R-HSA-844456,abstraction:NextStepPathway,R-HSA-448706
R-HSA-9948011,abstraction:NextStepPathway,R-HSA-9960525
R-HSA-1169408,abstraction:NextStepPathway,R-HSA-9833482
R-HSA-2562578,abstraction:NextStepPathway,R-HSA-9758274
R-HSA-168179,abstraction:NextStepPathway,R-HSA-166058
R-HSA-450321,abstraction:NextStepPathway,R-HSA-450341
R-HSA-450321,abstraction:NextStepPathway,R-HSA-2871796
R-HSA-174577,abstraction:NextStepPathway,R-HSA-977606
R-HSA-174577,abstraction:NextStepPathway,R-HSA-166665
R-HSA-1266695,abstraction:NextStepPathway,R-HSA-6785807
R-HSA-1266695,abstraction:NextStepPathway,R-HSA-982772
R-HSA-1266695,abstraction:NextStepPathway,R-HSA-9020958
R-HSA-1266695,abstraction:NextStepPathway,R-HSA-8985947
R-HSA-1266695,abstraction:NextStepPathway,R-HSA-8983432
R-HSA-1266695,abstraction:NextStepPathway,R-HSA-9020558
R-HSA-1266695,abstraction:NextStepPathway,R-HSA-512988
R-HSA-2855086,abstraction:NextStepPathway,R-HSA-166662
R-HSA-1606322,abstraction:NextStepPathway,R-HSA-1606341
R-HSA-1606322,abstraction:NextStepPathway,R-HSA-1810476
R-HSA-975155,abstraction:NextStepPathway,R-HSA-975138
R-HSA-975155,abstraction:NextStepPathway,R-HSA-975110
R-HSA-844615,abstraction:NextStepPathway,R-HSA-448706
R-HSA-2871809,abstraction:NextStepPathway,R-HSA-5607763
R-HSA-2871809,abstraction:NextStepPathway,R-HSA-202424
R-HSA-2871809,abstraction:NextStepPathway,R-HSA-2025928
R-HSA-2871809,abstraction:NextStepPathway,R-HSA-2029485
R-HSA-2871809,abstraction:NextStepPathway,R-HSA-1169091
R-HSA-2871809,abstraction:NextStepPathway,R-HSA-2871837
R-HSA-2871809,abstraction:NextStepPathway,R-HSA-983695
R-HSA-9909620,abstraction:NextStepPathway,R-HSA-9931269
R-HSA-9909620,abstraction:NextStepPathway,R-HSA-9931295
R-HSA-9909620,abstraction:NextStepPathway,R-HSA-9929491
R-HSA-9909620,abstraction:NextStepPathway,R-HSA-9929356
R-HSA-918233,abstraction:NextStepPathway,R-HSA-936964
R-HSA-918233,abstraction:NextStepPathway,R-HSA-933541
R-HSA-918233,abstraction:NextStepPathway,R-HSA-936440
R-HSA-918233,abstraction:NextStepPathway,R-HSA-9013973
R-HSA-166662,abstraction:NextStepPathway,R-HSA-166663
R-HSA-5607764,abstraction:NextStepPathway,R-HSA-202424
R-HSA-5607764,abstraction:NextStepPathway,R-HSA-9020702
R-HSA-5607764,abstraction:NextStepPathway,R-HSA-9909649
R-HSA-5607764,abstraction:NextStepPathway,R-HSA-2871837
R-HSA-202427,abstraction:NextStepPathway,R-HSA-389948
R-HSA-202427,abstraction:NextStepPathway,R-HSA-202430
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-5607763
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-2871809
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-1169091
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-983695
R-HSA-2029485,abstraction:NextStepPathway,R-HSA-2029482
R-HSA-2454202,abstraction:NextStepPathway,R-HSA-2730905
R-HSA-9645460,abstraction:NextStepPathway,R-HSA-9020702
R-HSA-9645460,abstraction:NextStepPathway,R-HSA-168638
R-HSA-9645460,abstraction:NextStepPathway,R-HSA-445989
R-HSA-198753,abstraction:NextStepPathway,R-HSA-199920
R-HSA-975163,abstraction:NextStepPathway,R-HSA-937072
R-HSA-5668541,abstraction:NextStepPathway,R-HSA-5607761
R-HSA-5668541,abstraction:NextStepPathway,R-HSA-5676590
R-HSA-937072,abstraction:NextStepPathway,R-HSA-9020702
R-HSA-937072,abstraction:NextStepPathway,R-HSA-450321
R-HSA-937072,abstraction:NextStepPathway,R-HSA-975163
R-HSA-937072,abstraction:NextStepPathway,R-HSA-450302
R-HSA-937072,abstraction:NextStepPathway,R-HSA-168638
R-HSA-937072,abstraction:NextStepPathway,R-HSA-445989
R-HSA-9013957,abstraction:NextStepPathway,R-HSA-9758274
R-HSA-450302,abstraction:NextStepPathway,R-HSA-450341
R-HSA-168181,abstraction:NextStepPathway,R-HSA-975155
R-HSA-1236973,abstraction:NextStepPathway,R-HSA-1236974
R-HSA-9732724,abstraction:NextStepPathway,R-HSA-877300
R-HSA-168928,abstraction:NextStepPathway,R-HSA-936440
R-HSA-168928,abstraction:NextStepPathway,R-HSA-918233
R-HSA-168928,abstraction:NextStepPathway,R-HSA-933543
R-HSA-5607761,abstraction:NextStepPathway,R-HSA-202424
R-HSA-5607761,abstraction:NextStepPathway,R-HSA-5607764
R-HSA-5607761,abstraction:NextStepPathway,R-HSA-2871837
R-HSA-9012546,abstraction:NextStepPathway,R-HSA-9960519
R-HSA-9012546,abstraction:NextStepPathway,R-HSA-9960525
R-HSA-9020591,abstraction:NextStepPathway,R-HSA-8950505
R-HSA-9020591,abstraction:NextStepPathway,R-HSA-8984722
R-HSA-9020591,abstraction:NextStepPathway,R-HSA-9020933
R-HSA-166020,abstraction:NextStepPathway,R-HSA-166016
R-HSA-168927,abstraction:NextStepPathway,R-HSA-1810476
R-HSA-9909649,abstraction:NextStepPathway,R-HSA-9909620
R-HSA-2871837,abstraction:NextStepPathway,R-HSA-202424
R-HSA-2871837,abstraction:NextStepPathway,R-HSA-9020702
R-HSA-2871837,abstraction:NextStepPathway,R-HSA-5607764
R-HSA-2871837,abstraction:NextStepPathway,R-HSA-9909649
R-HSA-202430,abstraction:NextStepPathway,R-HSA-202433
R-HSA-1170546,abstraction:NextStepPathway,R-HSA-982772
R-HSA-9020956,abstraction:NextStepPathway,R-HSA-6788467
R-HSA-9020956,abstraction:NextStepPathway,R-HSA-8984722
R-HSA-9020956,abstraction:NextStepPathway,R-HSA-1059683
R-HSA-2424491,abstraction:NextStepPathway,R-HSA-2871796
R-HSA-983695,abstraction:NextStepPathway,R-HSA-389357
R-HSA-983695,abstraction:NextStepPathway,R-HSA-5607763
R-HSA-983695,abstraction:NextStepPathway,R-HSA-2025928
R-HSA-983695,abstraction:NextStepPathway,R-HSA-2871809
R-HSA-983695,abstraction:NextStepPathway,R-HSA-2029485
R-HSA-983695,abstraction:NextStepPathway,R-HSA-1169091
R-HSA-983695,abstraction:NextStepPathway,R-HSA-1169092
R-HSA-9013973,abstraction:NextStepPathway,R-HSA-9828211
R-HSA-9013973,abstraction:NextStepPathway,R-HSA-936964
R-HSA-1461973,abstraction:NextStepPathway,R-HSA-1462054
R-HSA-1679131,abstraction:NextStepPathway,R-HSA-168138
R-HSA-9960525,abstraction:NextStepPathway,R-HSA-448706
R-HSA-937042,abstraction:NextStepPathway,R-HSA-9020702
R-HSA-937042,abstraction:NextStepPathway,R-HSA-450321
R-HSA-937042,abstraction:NextStepPathway,R-HSA-450302
R-HSA-937042,abstraction:NextStepPathway,R-HSA-168638
R-HSA-937042,abstraction:NextStepPathway,R-HSA-445989
R-HSA-166665,abstraction:NextStepPathway,R-HSA-977606
R-HSA-9607240,abstraction:NextStepPathway,R-HSA-9706369
R-HSA-9607240,abstraction:NextStepPathway,R-HSA-9645135
R-HSA-9607240,abstraction:NextStepPathway,R-HSA-9706374
R-HSA-1834941,abstraction:NextStepPathway,R-HSA-3270619
R-HSA-1834941,abstraction:NextStepPathway,R-HSA-3249367
R-HSA-166663,abstraction:NextStepPathway,R-HSA-977606
R-HSA-166663,abstraction:NextStepPathway,R-HSA-174577
R-HSA-9970672,abstraction:NextStepPathway,R-HSA-9855719
R-HSA-198933,abstraction:NextStepPathway,R-HSA-5676594
R-HSA-448706,abstraction:NextStepPathway,R-HSA-9020702
R-HSA-3134975,abstraction:NextStepPathway,R-HSA-1834941
R-HSA-6783783,abstraction:NextStepPathway,R-HSA-9909649
R-HSA-6783783,abstraction:NextStepPathway,R-HSA-8854691
R-HSA-5676590,abstraction:NextStepPathway,R-HSA-202424
R-HSA-5676590,abstraction:NextStepPathway,R-HSA-5607764
R-HSA-5676590,abstraction:NextStepPathway,R-HSA-2871837
R-HSA-166016,abstraction:NextStepPathway,R-HSA-166058
R-HSA-166016,abstraction:NextStepPathway,R-HSA-166020
R-HSA-9020558,abstraction:NextStepPathway,R-HSA-6785807
R-HSA-9020558,abstraction:NextStepPathway,R-HSA-982772
R-HSA-9020558,abstraction:NextStepPathway,R-HSA-9020958
R-HSA-9020558,abstraction:NextStepPathway,R-HSA-8985947
R-HSA-9020558,abstraction:NextStepPathway,R-HSA-1266695
R-HSA-9020558,abstraction:NextStepPathway,R-HSA-8983432
R-HSA-9020558,abstraction:NextStepPathway,R-HSA-912526
R-HSA-9020558,abstraction:NextStepPathway,R-HSA-512988
R-HSA-1834949,abstraction:NextStepPathway,R-HSA-844615
R-HSA-1834949,abstraction:NextStepPathway,R-HSA-168928
R-HSA-202433,abstraction:NextStepPathway,R-HSA-5607763
R-HSA-202433,abstraction:NextStepPathway,R-HSA-202424
R-HSA-202433,abstraction:NextStepPathway,R-HSA-2871809
R-HSA-202433,abstraction:NextStepPathway,R-HSA-2029485
R-HSA-202433,abstraction:NextStepPathway,R-HSA-983695
R-HSA-202433,abstraction:NextStepPathway,R-HSA-2029482
R-HSA-975871,abstraction:NextStepPathway,R-HSA-975138
R-HSA-975871,abstraction:NextStepPathway,R-HSA-166058
R-HSA-975871,abstraction:NextStepPathway,R-HSA-937039
R-HSA-975871,abstraction:NextStepPathway,R-HSA-937042
R-HSA-9948001,abstraction:NextStepPathway,R-HSA-9960519
R-HSA-168638,abstraction:NextStepPathway,R-HSA-933542
R-HSA-168638,abstraction:NextStepPathway,R-HSA-9020702
R-HSA-168638,abstraction:NextStepPathway,R-HSA-9758274
R-HSA-168638,abstraction:NextStepPathway,R-HSA-445989
R-HSA-168638,abstraction:NextStepPathway,R-HSA-9860276
R-HSA-168638,abstraction:NextStepPathway,R-HSA-5684264
R-HSA-168638,abstraction:NextStepPathway,R-HSA-1810476
R-HSA-844623,abstraction:NextStepPathway,R-HSA-448706
R-HSA-445989,abstraction:NextStepPathway,R-HSA-933542
R-HSA-445989,abstraction:NextStepPathway,R-HSA-9020702
R-HSA-445989,abstraction:NextStepPathway,R-HSA-9758274
R-HSA-445989,abstraction:NextStepPathway,R-HSA-9909649
R-HSA-445989,abstraction:NextStepPathway,R-HSA-168638
R-HSA-445989,abstraction:NextStepPathway,R-HSA-9860276
R-HSA-445989,abstraction:NextStepPathway,R-HSA-5684264
R-HSA-445989,abstraction:NextStepPathway,R-HSA-1810476
R-HSA-168176,abstraction:NextStepPathway,R-HSA-975871
R-HSA-983168,abstraction:NextStepPathway,R-HSA-983170
R-HSA-512988,abstraction:NextStepPathway,R-HSA-982772
R-HSA-512988,abstraction:NextStepPathway,R-HSA-1266695
R-HSA-512988,abstraction:NextStepPathway,R-HSA-912526
R-HSA-512988,abstraction:NextStepPathway,R-HSA-9020558
R-HSA-8854691,abstraction:NextStepPathway,R-HSA-449836
R-HSA-8854691,abstraction:NextStepPathway,R-HSA-9909649
R-HSA-8854691,abstraction:NextStepPathway,R-HSA-6783783
R-HSA-2871796,abstraction:NextStepPathway,R-HSA-450341
R-HSA-2871796,abstraction:NextStepPathway,R-HSA-450321
R-HSA-2871796,abstraction:NextStepPathway,R-HSA-2871809
R-HSA-2871796,abstraction:NextStepPathway,R-HSA-9909649
R-HSA-2871796,abstraction:NextStepPathway,R-HSA-2424491
R-HSA-2871796,abstraction:NextStepPathway,R-HSA-2730905
R-HSA-1059683,abstraction:NextStepPathway,R-HSA-6788467
R-HSA-1059683,abstraction:NextStepPathway,R-HSA-8984722
R-HSA-1059683,abstraction:NextStepPathway,R-HSA-9931295
R-HSA-2029481,abstraction:NextStepPathway,R-HSA-2454202
R-HSA-2029481,abstraction:NextStepPathway,R-HSA-2029482
R-HSA-168142,abstraction:NextStepPathway,R-HSA-975871
R-HSA-2172127,abstraction:NextStepPathway,R-HSA-2424491
R-HSA-1810476,abstraction:NextStepPathway,R-HSA-933542
R-HSA-1810476,abstraction:NextStepPathway,R-HSA-3134963
R-HSA-1810476,abstraction:NextStepPathway,R-HSA-445989
R-HSA-937041,abstraction:NextStepPathway,R-HSA-2562578
R-HSA-937041,abstraction:NextStepPathway,R-HSA-9013957
R-HSA-937041,abstraction:NextStepPathway,R-HSA-168927
R-HSA-173736,abstraction:NextStepPathway,R-HSA-977606
R-HSA-173736,abstraction:NextStepPathway,R-HSA-174577
R-HSA-2730905,abstraction:NextStepPathway,R-HSA-202424
R-HSA-2730905,abstraction:NextStepPathway,R-HSA-2871837
R-HSA-909733,abstraction:NextStepPathway,R-HSA-9953170
R-HSA-909733,abstraction:NextStepPathway,R-HSA-912694
R-HSA-909733,abstraction:NextStepPathway,R-HSA-9909505
R-HSA-909733,abstraction:NextStepPathway,R-HSA-9833482
