pathwayID,interaction,nextPathwayID
R-HSA-139910,abstraction:NextStepPathway,R-HSA-111453
R-HSA-111452,abstraction:NextStepPathway,R-HSA-5620971
R-HSA-111452,abstraction:NextStepPathway,R-HSA-111457
R-HSA-111464,abstraction:NextStepPathway,R-HSA-111465
R-HSA-111464,abstraction:NextStepPathway,R-HSA-264870
R-HSA-111464,abstraction:NextStepPathway,R-HSA-140342
R-HSA-111464,abstraction:NextStepPathway,R-HSA-211736
R-HSA-111464,abstraction:NextStepPathway,R-HSA-351906
R-HSA-352238,abstraction:NextStepPathway,R-HSA-111465
R-HSA-75153,abstraction:NextStepPathway,R-HSA-111465
R-HSA-111459,abstraction:NextStepPathway,R-HSA-5620971
R-HSA-111459,abstraction:NextStepPathway,R-HSA-111465
R-HSA-111459,abstraction:NextStepPathway,R-HSA-264870
R-HSA-111459,abstraction:NextStepPathway,R-HSA-140342
R-HSA-111459,abstraction:NextStepPathway,R-HSA-111469
R-HSA-111459,abstraction:NextStepPathway,R-HSA-211736
R-HSA-111459,abstraction:NextStepPathway,R-HSA-351906
R-HSA-140534,abstraction:NextStepPathway,R-HSA-75153
R-HSA-140534,abstraction:NextStepPathway,R-HSA-264870
R-HSA-140534,abstraction:NextStepPathway,R-HSA-75108
R-HSA-140534,abstraction:NextStepPathway,R-HSA-5675482
R-HSA-5620971,abstraction:NextStepPathway,R-HSA-111458
R-HSA-5620971,abstraction:NextStepPathway,R-HSA-111461
R-HSA-5620971,abstraction:NextStepPathway,R-HSA-111471
R-HSA-111465,abstraction:NextStepPathway,R-HSA-75153
R-HSA-139915,abstraction:NextStepPathway,R-HSA-111453
R-HSA-111457,abstraction:NextStepPathway,R-HSA-111458
R-HSA-111457,abstraction:NextStepPathway,R-HSA-111469
R-HSA-111457,abstraction:NextStepPathway,R-HSA-111461
R-HSA-111457,abstraction:NextStepPathway,R-HSA-111471
R-HSA-111457,abstraction:NextStepPathway,R-HSA-111463
R-HSA-111458,abstraction:NextStepPathway,R-HSA-9627069
R-HSA-111458,abstraction:NextStepPathway,R-HSA-111459
R-HSA-69416,abstraction:NextStepPathway,R-HSA-140534
R-HSA-114294,abstraction:NextStepPathway,R-HSA-5620971
R-HSA-114294,abstraction:NextStepPathway,R-HSA-111457
R-HSA-75108,abstraction:NextStepPathway,R-HSA-111452
R-HSA-75108,abstraction:NextStepPathway,R-HSA-5620971
R-HSA-75108,abstraction:NextStepPathway,R-HSA-111457
R-HSA-75108,abstraction:NextStepPathway,R-HSA-114294
R-HSA-75108,abstraction:NextStepPathway,R-HSA-111453
R-HSA-5213460,abstraction:NextStepPathway,R-HSA-5675482
R-HSA-111453,abstraction:NextStepPathway,R-HSA-111447
R-HSA-211736,abstraction:NextStepPathway,R-HSA-211728
R-HSA-211736,abstraction:NextStepPathway,R-HSA-211733
R-HSA-111448,abstraction:NextStepPathway,R-HSA-111453
R-HSA-418889,abstraction:NextStepPathway,R-HSA-5620971
R-HSA-418889,abstraction:NextStepPathway,R-HSA-111465
R-HSA-418889,abstraction:NextStepPathway,R-HSA-264870
R-HSA-418889,abstraction:NextStepPathway,R-HSA-140342
R-HSA-418889,abstraction:NextStepPathway,R-HSA-211736
R-HSA-418889,abstraction:NextStepPathway,R-HSA-351906
R-HSA-111463,abstraction:NextStepPathway,R-HSA-111464
R-HSA-111463,abstraction:NextStepPathway,R-HSA-351906
R-HSA-111446,abstraction:NextStepPathway,R-HSA-111453
R-HSA-111447,abstraction:NextStepPathway,R-HSA-111453
