pathwayID,interaction,nextPathwayID
R-HSA-6804756,abstraction:NextStepPathway,R-HSA-6804758
R-HSA-6804756,abstraction:NextStepPathway,R-HSA-6804757
R-HSA-6804756,abstraction:NextStepPathway,R-HSA-6804754
R-HSA-6804756,abstraction:NextStepPathway,R-HSA-6803204
R-HSA-6804756,abstraction:NextStepPathway,R-HSA-6796648
R-HSA-6804756,abstraction:NextStepPathway,R-HSA-6804116
R-HSA-6804756,abstraction:NextStepPathway,R-HSA-6804760
R-HSA-6804756,abstraction:NextStepPathway,R-HSA-6803207
R-HSA-8931987,abstraction:NextStepPathway,R-HSA-8939256
R-HSA-427389,abstraction:NextStepPathway,R-HSA-73863
R-HSA-427389,abstraction:NextStepPathway,R-HSA-427413
R-HSA-674695,abstraction:NextStepPathway,R-HSA-75955
R-HSA-674695,abstraction:NextStepPathway,R-HSA-113418
R-HSA-674695,abstraction:NextStepPathway,R-HSA-112382
R-HSA-9772755,abstraction:NextStepPathway,R-HSA-9818564
R-HSA-9772755,abstraction:NextStepPathway,R-HSA-9841922
R-HSA-8941858,abstraction:NextStepPathway,R-HSA-8951911
R-HSA-8941858,abstraction:NextStepPathway,R-HSA-8949275
R-HSA-8941858,abstraction:NextStepPathway,R-HSA-8951936
R-HSA-8941858,abstraction:NextStepPathway,R-HSA-8951671
R-HSA-8941858,abstraction:NextStepPathway,R-HSA-8941855
R-HSA-8941858,abstraction:NextStepPathway,R-HSA-8941856
R-HSA-8941858,abstraction:NextStepPathway,R-HSA-8951430
R-HSA-426486,abstraction:NextStepPathway,R-HSA-426496
R-HSA-8878166,abstraction:NextStepPathway,R-HSA-8941332
R-HSA-8878166,abstraction:NextStepPathway,R-HSA-8941326
R-HSA-8878166,abstraction:NextStepPathway,R-HSA-8941333
R-HSA-8878166,abstraction:NextStepPathway,R-HSA-8940973
R-HSA-8878166,abstraction:NextStepPathway,R-HSA-8941284
R-HSA-8878166,abstraction:NextStepPathway,R-HSA-8939902
R-HSA-8940973,abstraction:NextStepPathway,R-HSA-8878166
R-HSA-9022707,abstraction:NextStepPathway,R-HSA-9022692
R-HSA-6804757,abstraction:NextStepPathway,R-HSA-6804756
R-HSA-6804757,abstraction:NextStepPathway,R-HSA-8941858
R-HSA-6804757,abstraction:NextStepPathway,R-HSA-6804760
R-HSA-2173796,abstraction:NextStepPathway,R-HSA-2173795
R-HSA-2173796,abstraction:NextStepPathway,R-HSA-8941855
R-HSA-2173796,abstraction:NextStepPathway,R-HSA-9617828
R-HSA-8941855,abstraction:NextStepPathway,R-HSA-8952158
R-HSA-9818564,abstraction:NextStepPathway,R-HSA-9772755
R-HSA-9818564,abstraction:NextStepPathway,R-HSA-9841922
R-HSA-5601884,abstraction:NextStepPathway,R-HSA-9845323
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-6804759
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-6804756
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-5628897
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-6804757
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-8941855
R-HSA-6804754,abstraction:NextStepPathway,R-HSA-6804760
R-HSA-8939902,abstraction:NextStepPathway,R-HSA-2032785
R-HSA-8939902,abstraction:NextStepPathway,R-HSA-8941326
R-HSA-8939902,abstraction:NextStepPathway,R-HSA-8878166
R-HSA-8939902,abstraction:NextStepPathway,R-HSA-8940973
R-HSA-8939902,abstraction:NextStepPathway,R-HSA-8941284
R-HSA-76061,abstraction:NextStepPathway,R-HSA-749476
R-HSA-113418,abstraction:NextStepPathway,R-HSA-674695
R-HSA-113418,abstraction:NextStepPathway,R-HSA-112382
R-HSA-76071,abstraction:NextStepPathway,R-HSA-749476
R-HSA-9617828,abstraction:NextStepPathway,R-HSA-6804116
R-HSA-6803204,abstraction:NextStepPathway,R-HSA-6804114
R-HSA-6803204,abstraction:NextStepPathway,R-HSA-6804756
R-HSA-427413,abstraction:NextStepPathway,R-HSA-73863
R-HSA-427413,abstraction:NextStepPathway,R-HSA-427389
R-HSA-112382,abstraction:NextStepPathway,R-HSA-75955
R-HSA-73779,abstraction:NextStepPathway,R-HSA-76042
R-HSA-73728,abstraction:NextStepPathway,R-HSA-73762
R-HSA-6804116,abstraction:NextStepPathway,R-HSA-9617828
R-HSA-8939247,abstraction:NextStepPathway,R-HSA-8939245
R-HSA-76042,abstraction:NextStepPathway,R-HSA-674695
R-HSA-76042,abstraction:NextStepPathway,R-HSA-75953
R-HSA-749476,abstraction:NextStepPathway,R-HSA-73980
R-HSA-749476,abstraction:NextStepPathway,R-HSA-73780
R-HSA-9768777,abstraction:NextStepPathway,R-HSA-9768778
R-HSA-73762,abstraction:NextStepPathway,R-HSA-73772
R-HSA-73762,abstraction:NextStepPathway,R-HSA-427359
R-HSA-9022692,abstraction:NextStepPathway,R-HSA-9022699
R-HSA-9022692,abstraction:NextStepPathway,R-HSA-8986944
R-HSA-9022692,abstraction:NextStepPathway,R-HSA-9022702
R-HSA-8939246,abstraction:NextStepPathway,R-HSA-8941333
R-HSA-163282,abstraction:NextStepPathway,R-HSA-163316
R-HSA-75953,abstraction:NextStepPathway,R-HSA-73776
R-HSA-75953,abstraction:NextStepPathway,R-HSA-674695
R-HSA-73780,abstraction:NextStepPathway,R-HSA-73980
R-HSA-73780,abstraction:NextStepPathway,R-HSA-749476
