pathwayID,interaction,nextPathwayID
R-HSA-110314,abstraction:NextStepPathway,R-HSA-5656121
R-HSA-110314,abstraction:NextStepPathway,R-HSA-5655862
R-HSA-110314,abstraction:NextStepPathway,R-HSA-110320
R-HSA-110314,abstraction:NextStepPathway,R-HSA-110312
R-HSA-6782135,abstraction:NextStepPathway,R-HSA-6782210
R-HSA-73933,abstraction:NextStepPathway,R-HSA-73930
R-HSA-73933,abstraction:NextStepPathway,R-HSA-110373
R-HSA-73930,abstraction:NextStepPathway,R-HSA-110381
R-HSA-110330,abstraction:NextStepPathway,R-HSA-110331
R-HSA-5693565,abstraction:NextStepPathway,R-HSA-5693571
R-HSA-5693565,abstraction:NextStepPathway,R-HSA-5685938
R-HSA-5693565,abstraction:NextStepPathway,R-HSA-5693607
R-HSA-9729902,abstraction:NextStepPathway,R-HSA-5657655
R-HSA-6782210,abstraction:NextStepPathway,R-HSA-6781827
R-HSA-5693548,abstraction:NextStepPathway,R-HSA-5693565
R-HSA-5693548,abstraction:NextStepPathway,R-HSA-5685939
R-HSA-5693548,abstraction:NextStepPathway,R-HSA-5693606
R-HSA-5693548,abstraction:NextStepPathway,R-HSA-5693538
R-HSA-73929,abstraction:NextStepPathway,R-HSA-73933
R-HSA-73929,abstraction:NextStepPathway,R-HSA-110373
R-HSA-73929,abstraction:NextStepPathway,R-HSA-110381
R-HSA-5358565,abstraction:NextStepPathway,R-HSA-5358606
R-HSA-5696400,abstraction:NextStepPathway,R-HSA-5696397
R-HSA-5656121,abstraction:NextStepPathway,R-HSA-5656169
R-HSA-5656121,abstraction:NextStepPathway,R-HSA-110313
R-HSA-5693579,abstraction:NextStepPathway,R-HSA-5685942
R-HSA-110373,abstraction:NextStepPathway,R-HSA-110362
R-HSA-110373,abstraction:NextStepPathway,R-HSA-5651801
R-HSA-5358606,abstraction:NextStepPathway,R-HSA-5358565
R-HSA-110331,abstraction:NextStepPathway,R-HSA-5649702
R-HSA-110331,abstraction:NextStepPathway,R-HSA-110357
R-HSA-5655862,abstraction:NextStepPathway,R-HSA-5656169
R-HSA-5655862,abstraction:NextStepPathway,R-HSA-110313
R-HSA-110320,abstraction:NextStepPathway,R-HSA-5656169
R-HSA-110320,abstraction:NextStepPathway,R-HSA-110313
R-HSA-9730737,abstraction:NextStepPathway,R-HSA-110330
R-HSA-5693532,abstraction:NextStepPathway,R-HSA-5693538
R-HSA-5685942,abstraction:NextStepPathway,R-HSA-5693568
R-HSA-5685942,abstraction:NextStepPathway,R-HSA-5693554
R-HSA-110329,abstraction:NextStepPathway,R-HSA-5649702
R-HSA-110329,abstraction:NextStepPathway,R-HSA-110357
R-HSA-110328,abstraction:NextStepPathway,R-HSA-110329
R-HSA-110312,abstraction:NextStepPathway,R-HSA-5656169
R-HSA-110312,abstraction:NextStepPathway,R-HSA-110313
R-HSA-6781823,abstraction:NextStepPathway,R-HSA-6782135
R-HSA-5693616,abstraction:NextStepPathway,R-HSA-5693579
R-HSA-5693616,abstraction:NextStepPathway,R-HSA-5693607
R-HSA-5693607,abstraction:NextStepPathway,R-HSA-5685938
R-HSA-5693607,abstraction:NextStepPathway,R-HSA-5685939
R-HSA-5693607,abstraction:NextStepPathway,R-HSA-5693538
R-HSA-5693607,abstraction:NextStepPathway,R-HSA-5693616
R-HSA-5696394,abstraction:NextStepPathway,R-HSA-5696395
R-HSA-5696395,abstraction:NextStepPathway,R-HSA-5696400
R-HSA-110357,abstraction:NextStepPathway,R-HSA-73933
