pathwayID,interaction,nextPathwayID
R-HSA-176417,abstraction:NextStepPathway,R-HSA-174113
R-HSA-69166,abstraction:NextStepPathway,R-HSA-69183
R-HSA-174430,abstraction:NextStepPathway,R-HSA-174411
R-HSA-69109,abstraction:NextStepPathway,R-HSA-69186
R-HSA-176408,abstraction:NextStepPathway,R-HSA-176417
R-HSA-176408,abstraction:NextStepPathway,R-HSA-176407
R-HSA-141430,abstraction:NextStepPathway,R-HSA-176409
R-HSA-141430,abstraction:NextStepPathway,R-HSA-174184
R-HSA-141430,abstraction:NextStepPathway,R-HSA-179409
R-HSA-141444,abstraction:NextStepPathway,R-HSA-141430
R-HSA-141444,abstraction:NextStepPathway,R-HSA-141405
R-HSA-2470946,abstraction:NextStepPathway,R-HSA-2468052
R-HSA-2467813,abstraction:NextStepPathway,R-HSA-174154
R-HSA-2467813,abstraction:NextStepPathway,R-HSA-176407
R-HSA-176409,abstraction:NextStepPathway,R-HSA-2467813
R-HSA-176409,abstraction:NextStepPathway,R-HSA-174154
R-HSA-176409,abstraction:NextStepPathway,R-HSA-176407
R-HSA-176409,abstraction:NextStepPathway,R-HSA-174048
R-HSA-69206,abstraction:NextStepPathway,R-HSA-69239
R-HSA-174411,abstraction:NextStepPathway,R-HSA-174414
R-HSA-69620,abstraction:NextStepPathway,R-HSA-2555396
R-HSA-174184,abstraction:NextStepPathway,R-HSA-176409
R-HSA-68962,abstraction:NextStepPathway,R-HSA-69052
R-HSA-68962,abstraction:NextStepPathway,R-HSA-68952
R-HSA-1538133,abstraction:NextStepPathway,R-HSA-1362300
R-HSA-1538133,abstraction:NextStepPathway,R-HSA-1362277
R-HSA-1362300,abstraction:NextStepPathway,R-HSA-1362277
R-HSA-1362300,abstraction:NextStepPathway,R-HSA-69205
R-HSA-176187,abstraction:NextStepPathway,R-HSA-69473
R-HSA-176187,abstraction:NextStepPathway,R-HSA-75035
R-HSA-176187,abstraction:NextStepPathway,R-HSA-69601
R-HSA-75035,abstraction:NextStepPathway,R-HSA-69273
R-HSA-75035,abstraction:NextStepPathway,R-HSA-69478
R-HSA-174417,abstraction:NextStepPathway,R-HSA-171306
R-HSA-69200,abstraction:NextStepPathway,R-HSA-113501
R-HSA-174113,abstraction:NextStepPathway,R-HSA-176408
R-HSA-174414,abstraction:NextStepPathway,R-HSA-174417
R-HSA-174414,abstraction:NextStepPathway,R-HSA-174437
R-HSA-69278,abstraction:NextStepPathway,R-HSA-453274
R-HSA-174154,abstraction:NextStepPathway,R-HSA-2467813
R-HSA-174154,abstraction:NextStepPathway,R-HSA-176407
R-HSA-69895,abstraction:NextStepPathway,R-HSA-69202
R-HSA-69895,abstraction:NextStepPathway,R-HSA-69656
R-HSA-69895,abstraction:NextStepPathway,R-HSA-69563
R-HSA-69895,abstraction:NextStepPathway,R-HSA-8852276
R-HSA-68875,abstraction:NextStepPathway,R-HSA-380320
R-HSA-171306,abstraction:NextStepPathway,R-HSA-9670095
R-HSA-69478,abstraction:NextStepPathway,R-HSA-69273
R-HSA-68952,abstraction:NextStepPathway,R-HSA-69091
R-HSA-68952,abstraction:NextStepPathway,R-HSA-113501
R-HSA-179419,abstraction:NextStepPathway,R-HSA-176409
R-HSA-1362277,abstraction:NextStepPathway,R-HSA-69202
R-HSA-1362277,abstraction:NextStepPathway,R-HSA-69656
R-HSA-1362277,abstraction:NextStepPathway,R-HSA-69273
R-HSA-1362277,abstraction:NextStepPathway,R-HSA-1538133
R-HSA-1362277,abstraction:NextStepPathway,R-HSA-1362300
R-HSA-1362277,abstraction:NextStepPathway,R-HSA-69205
R-HSA-2468052,abstraction:NextStepPathway,R-HSA-2500257
R-HSA-69481,abstraction:NextStepPathway,R-HSA-8852276
R-HSA-69183,abstraction:NextStepPathway,R-HSA-69166
R-HSA-69618,abstraction:NextStepPathway,R-HSA-176408
R-HSA-2980767,abstraction:NextStepPathway,R-HSA-9648025
R-HSA-2980767,abstraction:NextStepPathway,R-HSA-3301854
R-HSA-69239,abstraction:NextStepPathway,R-HSA-69052
R-HSA-349425,abstraction:NextStepPathway,R-HSA-69473
R-HSA-349425,abstraction:NextStepPathway,R-HSA-69541
R-HSA-69231,abstraction:NextStepPathway,R-HSA-69202
R-HSA-69231,abstraction:NextStepPathway,R-HSA-174178
R-HSA-69231,abstraction:NextStepPathway,R-HSA-69206
R-HSA-69231,abstraction:NextStepPathway,R-HSA-9754119
R-HSA-69231,abstraction:NextStepPathway,R-HSA-69205
R-HSA-69231,abstraction:NextStepPathway,R-HSA-113501
R-HSA-69205,abstraction:NextStepPathway,R-HSA-69202
R-HSA-69205,abstraction:NextStepPathway,R-HSA-69656
R-HSA-69205,abstraction:NextStepPathway,R-HSA-68962
R-HSA-69205,abstraction:NextStepPathway,R-HSA-1362300
R-HSA-69205,abstraction:NextStepPathway,R-HSA-1362277
R-HSA-187577,abstraction:NextStepPathway,R-HSA-69202
R-HSA-187577,abstraction:NextStepPathway,R-HSA-69656
R-HSA-187577,abstraction:NextStepPathway,R-HSA-69231
R-HSA-176407,abstraction:NextStepPathway,R-HSA-174178
R-HSA-174048,abstraction:NextStepPathway,R-HSA-176407
R-HSA-174437,abstraction:NextStepPathway,R-HSA-174414
R-HSA-8852276,abstraction:NextStepPathway,R-HSA-69481
R-HSA-69541,abstraction:NextStepPathway,R-HSA-69473
R-HSA-69541,abstraction:NextStepPathway,R-HSA-69895
R-HSA-69541,abstraction:NextStepPathway,R-HSA-69481
R-HSA-69541,abstraction:NextStepPathway,R-HSA-8852276
R-HSA-156711,abstraction:NextStepPathway,R-HSA-69273
R-HSA-156711,abstraction:NextStepPathway,R-HSA-380270
R-HSA-156711,abstraction:NextStepPathway,R-HSA-2565942
R-HSA-912446,abstraction:NextStepPathway,R-HSA-1221632
R-HSA-2565942,abstraction:NextStepPathway,R-HSA-9648025
R-HSA-2565942,abstraction:NextStepPathway,R-HSA-2500257
R-HSA-2565942,abstraction:NextStepPathway,R-HSA-68881
R-HSA-2565942,abstraction:NextStepPathway,R-HSA-2299718
R-HSA-2565942,abstraction:NextStepPathway,R-HSA-2980767
R-HSA-2565942,abstraction:NextStepPathway,R-HSA-162658
R-HSA-2565942,abstraction:NextStepPathway,R-HSA-156711
R-HSA-180786,abstraction:NextStepPathway,R-HSA-157579
