pathwayID,interaction,nextPathwayID
R-HSA-9758890,abstraction:NextStepPathway,R-HSA-9759218
R-HSA-211897,abstraction:NextStepPathway,R-HSA-6807062
R-HSA-211897,abstraction:NextStepPathway,R-HSA-9969901
R-HSA-70263,abstraction:NextStepPathway,R-HSA-71336
R-HSA-70263,abstraction:NextStepPathway,R-HSA-71403
R-HSA-70263,abstraction:NextStepPathway,R-HSA-70268
R-HSA-70263,abstraction:NextStepPathway,R-HSA-70171
R-HSA-70263,abstraction:NextStepPathway,R-HSA-9856872
R-HSA-70263,abstraction:NextStepPathway,R-HSA-8964539
R-HSA-192105,abstraction:NextStepPathway,R-HSA-1483248
R-HSA-6807047,abstraction:NextStepPathway,R-HSA-191273
R-HSA-6807047,abstraction:NextStepPathway,R-HSA-9969901
R-HSA-2142688,abstraction:NextStepPathway,R-HSA-2142700
R-HSA-2142688,abstraction:NextStepPathway,R-HSA-2142691
R-HSA-381676,abstraction:NextStepPathway,R-HSA-163359
R-HSA-381676,abstraction:NextStepPathway,R-HSA-422356
R-HSA-193993,abstraction:NextStepPathway,R-HSA-193048
R-HSA-193993,abstraction:NextStepPathway,R-HSA-211976
R-HSA-9026766,abstraction:NextStepPathway,R-HSA-9026395
R-HSA-9853506,abstraction:NextStepPathway,R-HSA-71403
R-HSA-9853506,abstraction:NextStepPathway,R-HSA-611105
R-HSA-9853506,abstraction:NextStepPathway,R-HSA-1475029
R-HSA-1660514,abstraction:NextStepPathway,R-HSA-1660510
R-HSA-1614635,abstraction:NextStepPathway,R-HSA-156581
R-HSA-1614635,abstraction:NextStepPathway,R-HSA-6798163
R-HSA-1614635,abstraction:NextStepPathway,R-HSA-1614603
R-HSA-1614635,abstraction:NextStepPathway,R-HSA-9759218
R-HSA-1614635,abstraction:NextStepPathway,R-HSA-351202
R-HSA-1614635,abstraction:NextStepPathway,R-HSA-1614558
R-HSA-1660517,abstraction:NextStepPathway,R-HSA-1660508
R-HSA-1660517,abstraction:NextStepPathway,R-HSA-1855183
R-HSA-389599,abstraction:NextStepPathway,R-HSA-389887
R-HSA-211981,abstraction:NextStepPathway,R-HSA-156590
R-HSA-189451,abstraction:NextStepPathway,R-HSA-189483
R-HSA-2395516,abstraction:NextStepPathway,R-HSA-1362409
R-HSA-1483166,abstraction:NextStepPathway,R-HSA-1483226
R-HSA-1483166,abstraction:NextStepPathway,R-HSA-1483148
R-HSA-1483166,abstraction:NextStepPathway,R-HSA-75109
R-HSA-1483166,abstraction:NextStepPathway,R-HSA-1483191
R-HSA-1483166,abstraction:NextStepPathway,R-HSA-1483213
R-HSA-73621,abstraction:NextStepPathway,R-HSA-70635
R-HSA-1483148,abstraction:NextStepPathway,R-HSA-1483076
R-HSA-1483148,abstraction:NextStepPathway,R-HSA-1483171
R-HSA-1483148,abstraction:NextStepPathway,R-HSA-1482925
R-HSA-9033807,abstraction:NextStepPathway,R-HSA-9037629
R-HSA-163359,abstraction:NextStepPathway,R-HSA-381676
R-HSA-163359,abstraction:NextStepPathway,R-HSA-164378
R-HSA-9025094,abstraction:NextStepPathway,R-HSA-9026403
R-HSA-9025094,abstraction:NextStepPathway,R-HSA-9027604
R-HSA-196108,abstraction:NextStepPathway,R-HSA-194002
R-HSA-196108,abstraction:NextStepPathway,R-HSA-193048
R-HSA-196108,abstraction:NextStepPathway,R-HSA-193993
R-HSA-196108,abstraction:NextStepPathway,R-HSA-211976
R-HSA-5661270,abstraction:NextStepPathway,R-HSA-71336
R-HSA-8963684,abstraction:NextStepPathway,R-HSA-2142789
R-HSA-211976,abstraction:NextStepPathway,R-HSA-194002
R-HSA-211976,abstraction:NextStepPathway,R-HSA-193775
R-HSA-211976,abstraction:NextStepPathway,R-HSA-6807047
R-HSA-211976,abstraction:NextStepPathway,R-HSA-193993
R-HSA-211976,abstraction:NextStepPathway,R-HSA-196108
R-HSA-211976,abstraction:NextStepPathway,R-HSA-193144
R-HSA-211976,abstraction:NextStepPathway,R-HSA-193807
R-HSA-211976,abstraction:NextStepPathway,R-HSA-193368
R-HSA-74217,abstraction:NextStepPathway,R-HSA-74259
R-HSA-74217,abstraction:NextStepPathway,R-HSA-499943
R-HSA-74217,abstraction:NextStepPathway,R-HSA-71737
R-HSA-2408499,abstraction:NextStepPathway,R-HSA-2408508
R-HSA-2408499,abstraction:NextStepPathway,R-HSA-5263617
R-HSA-2408499,abstraction:NextStepPathway,R-HSA-2408552
R-HSA-2408499,abstraction:NextStepPathway,R-HSA-2408550
R-HSA-1855156,abstraction:NextStepPathway,R-HSA-1855170
R-HSA-1855156,abstraction:NextStepPathway,R-HSA-1855191
R-HSA-75876,abstraction:NextStepPathway,R-HSA-75105
R-HSA-9856872,abstraction:NextStepPathway,R-HSA-71403
R-HSA-9856872,abstraction:NextStepPathway,R-HSA-70268
R-HSA-9856872,abstraction:NextStepPathway,R-HSA-71064
R-HSA-9856872,abstraction:NextStepPathway,R-HSA-8963693
R-HSA-9856872,abstraction:NextStepPathway,R-HSA-70263
R-HSA-9856872,abstraction:NextStepPathway,R-HSA-9853506
R-HSA-9856872,abstraction:NextStepPathway,R-HSA-8964539
R-HSA-9856872,abstraction:NextStepPathway,R-HSA-611105
R-HSA-211994,abstraction:NextStepPathway,R-HSA-193775
R-HSA-211994,abstraction:NextStepPathway,R-HSA-193807
R-HSA-211994,abstraction:NextStepPathway,R-HSA-193368
R-HSA-8964539,abstraction:NextStepPathway,R-HSA-71064
R-HSA-8964539,abstraction:NextStepPathway,R-HSA-70635
R-HSA-8964539,abstraction:NextStepPathway,R-HSA-8963693
R-HSA-8964539,abstraction:NextStepPathway,R-HSA-9856872
R-HSA-70895,abstraction:NextStepPathway,R-HSA-71403
R-HSA-70895,abstraction:NextStepPathway,R-HSA-9859138
R-HSA-70895,abstraction:NextStepPathway,R-HSA-71032
R-HSA-9861559,abstraction:NextStepPathway,R-HSA-204174
R-HSA-9861559,abstraction:NextStepPathway,R-HSA-70268
R-HSA-9861559,abstraction:NextStepPathway,R-HSA-70263
R-HSA-390247,abstraction:NextStepPathway,R-HSA-389887
R-HSA-390247,abstraction:NextStepPathway,R-HSA-9856872
R-HSA-2142700,abstraction:NextStepPathway,R-HSA-2142691
R-HSA-9861718,abstraction:NextStepPathway,R-HSA-70268
R-HSA-6798163,abstraction:NextStepPathway,R-HSA-196757
R-HSA-6798163,abstraction:NextStepPathway,R-HSA-156581
R-HSA-6798163,abstraction:NextStepPathway,R-HSA-1614635
R-HSA-1614603,abstraction:NextStepPathway,R-HSA-1614558
R-HSA-75109,abstraction:NextStepPathway,R-HSA-1483166
R-HSA-77310,abstraction:NextStepPathway,R-HSA-77346
R-HSA-77310,abstraction:NextStepPathway,R-HSA-611105
R-HSA-1482839,abstraction:NextStepPathway,R-HSA-1483152
R-HSA-1482839,abstraction:NextStepPathway,R-HSA-1483191
R-HSA-1482839,abstraction:NextStepPathway,R-HSA-1483101
R-HSA-77350,abstraction:NextStepPathway,R-HSA-77352
R-HSA-77350,abstraction:NextStepPathway,R-HSA-611105
R-HSA-1660502,abstraction:NextStepPathway,R-HSA-1660508
R-HSA-1660502,abstraction:NextStepPathway,R-HSA-1660517
R-HSA-9759218,abstraction:NextStepPathway,R-HSA-156581
R-HSA-9759218,abstraction:NextStepPathway,R-HSA-1614635
R-HSA-9759218,abstraction:NextStepPathway,R-HSA-71032
R-HSA-9969901,abstraction:NextStepPathway,R-HSA-191273
R-HSA-9969901,abstraction:NextStepPathway,R-HSA-211897
R-HSA-9969901,abstraction:NextStepPathway,R-HSA-196791
R-HSA-2142691,abstraction:NextStepPathway,R-HSA-2142688
R-HSA-2142691,abstraction:NextStepPathway,R-HSA-2142700
R-HSA-2142691,abstraction:NextStepPathway,R-HSA-211979
R-HSA-1237112,abstraction:NextStepPathway,R-HSA-156581
R-HSA-1237112,abstraction:NextStepPathway,R-HSA-1614635
R-HSA-193807,abstraction:NextStepPathway,R-HSA-211994
R-HSA-193807,abstraction:NextStepPathway,R-HSA-193368
R-HSA-1660510,abstraction:NextStepPathway,R-HSA-1660499
R-HSA-434316,abstraction:NextStepPathway,R-HSA-422356
R-HSA-434316,abstraction:NextStepPathway,R-HSA-399997
R-HSA-1855215,abstraction:NextStepPathway,R-HSA-1855184
R-HSA-1855215,abstraction:NextStepPathway,R-HSA-1855183
R-HSA-1855215,abstraction:NextStepPathway,R-HSA-422356
R-HSA-1855215,abstraction:NextStepPathway,R-HSA-1855196
R-HSA-1855215,abstraction:NextStepPathway,R-HSA-1855167
R-HSA-1855215,abstraction:NextStepPathway,R-HSA-1855204
R-HSA-2022854,abstraction:NextStepPathway,R-HSA-2022928
R-HSA-2022854,abstraction:NextStepPathway,R-HSA-2022857
R-HSA-173599,abstraction:NextStepPathway,R-HSA-1971475
R-HSA-173599,abstraction:NextStepPathway,R-HSA-2142845
R-HSA-173599,abstraction:NextStepPathway,R-HSA-3322077
R-HSA-173599,abstraction:NextStepPathway,R-HSA-156588
R-HSA-173599,abstraction:NextStepPathway,R-HSA-189483
R-HSA-173599,abstraction:NextStepPathway,R-HSA-71737
R-HSA-611105,abstraction:NextStepPathway,R-HSA-167826
R-HSA-611105,abstraction:NextStepPathway,R-HSA-166187
R-HSA-611105,abstraction:NextStepPathway,R-HSA-163210
R-HSA-73843,abstraction:NextStepPathway,R-HSA-500753
R-HSA-73843,abstraction:NextStepPathway,R-HSA-73817
R-HSA-2022928,abstraction:NextStepPathway,R-HSA-2024096
R-HSA-2022928,abstraction:NextStepPathway,R-HSA-2022854
R-HSA-1482925,abstraction:NextStepPathway,R-HSA-1483171
R-HSA-77305,abstraction:NextStepPathway,R-HSA-77285
R-HSA-77305,abstraction:NextStepPathway,R-HSA-611105
R-HSA-193368,abstraction:NextStepPathway,R-HSA-211994
R-HSA-193368,abstraction:NextStepPathway,R-HSA-159418
R-HSA-70350,abstraction:NextStepPathway,R-HSA-70171
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1482788
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1483166
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1483148
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-6798163
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1482839
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1483101
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1483213
R-HSA-1483191,abstraction:NextStepPathway,R-HSA-1483196
R-HSA-211979,abstraction:NextStepPathway,R-HSA-2142691
R-HSA-211979,abstraction:NextStepPathway,R-HSA-2162123
R-HSA-211957,abstraction:NextStepPathway,R-HSA-156588
R-HSA-351202,abstraction:NextStepPathway,R-HSA-351200
R-HSA-351202,abstraction:NextStepPathway,R-HSA-1237112
R-HSA-9854311,abstraction:NextStepPathway,R-HSA-71403
R-HSA-9854311,abstraction:NextStepPathway,R-HSA-611105
R-HSA-9840310,abstraction:NextStepPathway,R-HSA-1660661
R-HSA-9840310,abstraction:NextStepPathway,R-HSA-9845614
R-HSA-9840310,abstraction:NextStepPathway,R-HSA-9840309
R-HSA-399997,abstraction:NextStepPathway,R-HSA-434316
R-HSA-399997,abstraction:NextStepPathway,R-HSA-422356
R-HSA-9018679,abstraction:NextStepPathway,R-HSA-9018896
R-HSA-9018679,abstraction:NextStepPathway,R-HSA-9023661
R-HSA-73817,abstraction:NextStepPathway,R-HSA-74259
R-HSA-73817,abstraction:NextStepPathway,R-HSA-499943
R-HSA-73817,abstraction:NextStepPathway,R-HSA-71737
R-HSA-73817,abstraction:NextStepPathway,R-HSA-74217
R-HSA-1855192,abstraction:NextStepPathway,R-HSA-1855231
R-HSA-164378,abstraction:NextStepPathway,R-HSA-163560
R-HSA-164378,abstraction:NextStepPathway,R-HSA-9634600
R-HSA-164378,abstraction:NextStepPathway,R-HSA-163358
R-HSA-70370,abstraction:NextStepPathway,R-HSA-70221
R-HSA-70370,abstraction:NextStepPathway,R-HSA-70263
R-HSA-1855229,abstraction:NextStepPathway,R-HSA-1855191
R-HSA-1855229,abstraction:NextStepPathway,R-HSA-1855192
R-HSA-71240,abstraction:NextStepPathway,R-HSA-196807
R-HSA-8982491,abstraction:NextStepPathway,R-HSA-71387
R-HSA-1855196,abstraction:NextStepPathway,R-HSA-1855191
R-HSA-1614558,abstraction:NextStepPathway,R-HSA-1614517
R-HSA-1482798,abstraction:NextStepPathway,R-HSA-1483213
R-HSA-77348,abstraction:NextStepPathway,R-HSA-77350
R-HSA-77348,abstraction:NextStepPathway,R-HSA-611105
R-HSA-8964540,abstraction:NextStepPathway,R-HSA-70268
R-HSA-75105,abstraction:NextStepPathway,R-HSA-200425
R-HSA-75105,abstraction:NextStepPathway,R-HSA-9969896
R-HSA-1483115,abstraction:NextStepPathway,R-HSA-1483166
R-HSA-1483115,abstraction:NextStepPathway,R-HSA-1483191
R-HSA-209968,abstraction:NextStepPathway,R-HSA-350864
R-HSA-73614,abstraction:NextStepPathway,R-HSA-499943
R-HSA-73614,abstraction:NextStepPathway,R-HSA-73621
R-HSA-70688,abstraction:NextStepPathway,R-HSA-8964539
R-HSA-1483101,abstraction:NextStepPathway,R-HSA-1482801
R-HSA-1483101,abstraction:NextStepPathway,R-HSA-1483213
R-HSA-9859138,abstraction:NextStepPathway,R-HSA-70895
R-HSA-196791,abstraction:NextStepPathway,R-HSA-211916
R-HSA-1474151,abstraction:NextStepPathway,R-HSA-203615
R-HSA-174403,abstraction:NextStepPathway,R-HSA-156590
R-HSA-1483213,abstraction:NextStepPathway,R-HSA-1482839
R-HSA-1483213,abstraction:NextStepPathway,R-HSA-1483191
R-HSA-1483213,abstraction:NextStepPathway,R-HSA-1482798
R-HSA-1483213,abstraction:NextStepPathway,R-HSA-1483101
R-HSA-2426168,abstraction:NextStepPathway,R-HSA-1989781
R-HSA-2022923,abstraction:NextStepPathway,R-HSA-2024101
R-HSA-351143,abstraction:NextStepPathway,R-HSA-351202
R-HSA-1614517,abstraction:NextStepPathway,R-HSA-1614558
R-HSA-163358,abstraction:NextStepPathway,R-HSA-9634600
R-HSA-159418,abstraction:NextStepPathway,R-HSA-192105
R-HSA-159418,abstraction:NextStepPathway,R-HSA-211976
R-HSA-159418,abstraction:NextStepPathway,R-HSA-193807
R-HSA-159418,abstraction:NextStepPathway,R-HSA-193368
R-HSA-159418,abstraction:NextStepPathway,R-HSA-1989781
R-HSA-196836,abstraction:NextStepPathway,R-HSA-499943
R-HSA-1660499,abstraction:NextStepPathway,R-HSA-1660524
R-HSA-1660499,abstraction:NextStepPathway,R-HSA-1660516
R-HSA-1660499,abstraction:NextStepPathway,R-HSA-1855204
R-HSA-1660499,abstraction:NextStepPathway,R-HSA-1482922
R-HSA-211999,abstraction:NextStepPathway,R-HSA-156590
R-HSA-1655829,abstraction:NextStepPathway,R-HSA-2426168
R-HSA-1660537,abstraction:NextStepPathway,R-HSA-1660514
R-HSA-1660537,abstraction:NextStepPathway,R-HSA-1660502
R-HSA-1483196,abstraction:NextStepPathway,R-HSA-1482788
R-HSA-1483196,abstraction:NextStepPathway,R-HSA-1660514
R-HSA-1483196,abstraction:NextStepPathway,R-HSA-1483166
R-HSA-1483196,abstraction:NextStepPathway,R-HSA-1483148
R-HSA-1483196,abstraction:NextStepPathway,R-HSA-1483101
R-HSA-1989781,abstraction:NextStepPathway,R-HSA-400206
R-HSA-1989781,abstraction:NextStepPathway,R-HSA-9861718
R-HSA-8850843,abstraction:NextStepPathway,R-HSA-196807
R-HSA-1855167,abstraction:NextStepPathway,R-HSA-1855184
R-HSA-1855167,abstraction:NextStepPathway,R-HSA-1855229
R-HSA-2162123,abstraction:NextStepPathway,R-HSA-2142770
R-HSA-2162123,abstraction:NextStepPathway,R-HSA-9018677
R-HSA-2162123,abstraction:NextStepPathway,R-HSA-9027604
R-HSA-2162123,abstraction:NextStepPathway,R-HSA-211979
R-HSA-2162123,abstraction:NextStepPathway,R-HSA-9018679
R-HSA-2162123,abstraction:NextStepPathway,R-HSA-140180
R-HSA-140180,abstraction:NextStepPathway,R-HSA-211979
