pathwayID,interaction,nextPathwayID
R-HSA-174362,abstraction:NextStepPathway,R-HSA-2022870
R-HSA-174362,abstraction:NextStepPathway,R-HSA-71737
R-HSA-174362,abstraction:NextStepPathway,R-HSA-156584
R-HSA-174362,abstraction:NextStepPathway,R-HSA-2022854
R-HSA-174362,abstraction:NextStepPathway,R-HSA-2022928
R-HSA-174362,abstraction:NextStepPathway,R-HSA-2022923
R-HSA-1971475,abstraction:NextStepPathway,R-HSA-2022870
R-HSA-1971475,abstraction:NextStepPathway,R-HSA-2022928
R-HSA-389542,abstraction:NextStepPathway,R-HSA-389599
R-HSA-2408508,abstraction:NextStepPathway,R-HSA-2408557
R-HSA-2408508,abstraction:NextStepPathway,R-HSA-2408552
R-HSA-2142845,abstraction:NextStepPathway,R-HSA-2160916
R-HSA-1483152,abstraction:NextStepPathway,R-HSA-1483166
R-HSA-1483152,abstraction:NextStepPathway,R-HSA-1483213
R-HSA-77285,abstraction:NextStepPathway,R-HSA-77310
R-HSA-77285,abstraction:NextStepPathway,R-HSA-611105
R-HSA-77346,abstraction:NextStepPathway,R-HSA-611105
R-HSA-77346,abstraction:NextStepPathway,R-HSA-77348
R-HSA-203615,abstraction:NextStepPathway,R-HSA-203641
R-HSA-203615,abstraction:NextStepPathway,R-HSA-1474151
R-HSA-71336,abstraction:NextStepPathway,R-HSA-163754
R-HSA-71336,abstraction:NextStepPathway,R-HSA-499943
R-HSA-71336,abstraction:NextStepPathway,R-HSA-73843
R-HSA-2142696,abstraction:NextStepPathway,R-HSA-211979
R-HSA-1660661,abstraction:NextStepPathway,R-HSA-9845614
R-HSA-1660661,abstraction:NextStepPathway,R-HSA-9840310
R-HSA-163754,abstraction:NextStepPathway,R-HSA-71336
R-HSA-351200,abstraction:NextStepPathway,R-HSA-141334
R-HSA-2024096,abstraction:NextStepPathway,R-HSA-2024101
R-HSA-204174,abstraction:NextStepPathway,R-HSA-389661
R-HSA-204174,abstraction:NextStepPathway,R-HSA-9861559
R-HSA-77288,abstraction:NextStepPathway,R-HSA-77346
R-HSA-77288,abstraction:NextStepPathway,R-HSA-611105
R-HSA-1855231,abstraction:NextStepPathway,R-HSA-1855156
R-HSA-1855231,abstraction:NextStepPathway,R-HSA-1855215
R-HSA-71262,abstraction:NextStepPathway,R-HSA-200425
R-HSA-1855170,abstraction:NextStepPathway,R-HSA-1855184
R-HSA-1855170,abstraction:NextStepPathway,R-HSA-1855167
R-HSA-3322077,abstraction:NextStepPathway,R-HSA-71737
R-HSA-3322077,abstraction:NextStepPathway,R-HSA-173599
R-HSA-2142770,abstraction:NextStepPathway,R-HSA-2142700
R-HSA-9026762,abstraction:NextStepPathway,R-HSA-9026395
R-HSA-77352,abstraction:NextStepPathway,R-HSA-611105
R-HSA-1482801,abstraction:NextStepPathway,R-HSA-1483248
R-HSA-1482801,abstraction:NextStepPathway,R-HSA-1483213
R-HSA-9758881,abstraction:NextStepPathway,R-HSA-9758890
R-HSA-211916,abstraction:NextStepPathway,R-HSA-196791
R-HSA-71403,abstraction:NextStepPathway,R-HSA-70268
R-HSA-71403,abstraction:NextStepPathway,R-HSA-9853506
R-HSA-71403,abstraction:NextStepPathway,R-HSA-9856872
R-HSA-71403,abstraction:NextStepPathway,R-HSA-8964539
R-HSA-71403,abstraction:NextStepPathway,R-HSA-611105
R-HSA-71403,abstraction:NextStepPathway,R-HSA-1475029
R-HSA-70268,abstraction:NextStepPathway,R-HSA-204174
R-HSA-70268,abstraction:NextStepPathway,R-HSA-71403
R-HSA-70268,abstraction:NextStepPathway,R-HSA-70263
R-HSA-70268,abstraction:NextStepPathway,R-HSA-9856872
R-HSA-70268,abstraction:NextStepPathway,R-HSA-8964539
R-HSA-70268,abstraction:NextStepPathway,R-HSA-9861559
R-HSA-194002,abstraction:NextStepPathway,R-HSA-193048
R-HSA-194002,abstraction:NextStepPathway,R-HSA-211976
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142696
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142770
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142712
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142688
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142691
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142816
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2142670
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-2162123
R-HSA-2142753,abstraction:NextStepPathway,R-HSA-140180
R-HSA-1362409,abstraction:NextStepPathway,R-HSA-9854311
R-HSA-163767,abstraction:NextStepPathway,R-HSA-163765
R-HSA-163767,abstraction:NextStepPathway,R-HSA-9634600
R-HSA-163767,abstraction:NextStepPathway,R-HSA-163358
R-HSA-1482788,abstraction:NextStepPathway,R-HSA-1483166
R-HSA-1482788,abstraction:NextStepPathway,R-HSA-1483148
R-HSA-1482788,abstraction:NextStepPathway,R-HSA-1483191
R-HSA-1482788,abstraction:NextStepPathway,R-HSA-1483115
R-HSA-1482788,abstraction:NextStepPathway,R-HSA-1483101
R-HSA-71064,abstraction:NextStepPathway,R-HSA-77352
R-HSA-71064,abstraction:NextStepPathway,R-HSA-9858328
R-HSA-71064,abstraction:NextStepPathway,R-HSA-8963693
R-HSA-71064,abstraction:NextStepPathway,R-HSA-9856872
R-HSA-6807062,abstraction:NextStepPathway,R-HSA-211897
R-HSA-6807062,abstraction:NextStepPathway,R-HSA-9969901
R-HSA-196757,abstraction:NextStepPathway,R-HSA-156581
R-HSA-196757,abstraction:NextStepPathway,R-HSA-1614635
R-HSA-196757,abstraction:NextStepPathway,R-HSA-9759218
R-HSA-977347,abstraction:NextStepPathway,R-HSA-9856872
R-HSA-70171,abstraction:NextStepPathway,R-HSA-71336
R-HSA-70171,abstraction:NextStepPathway,R-HSA-163754
R-HSA-70171,abstraction:NextStepPathway,R-HSA-3322077
R-HSA-70171,abstraction:NextStepPathway,R-HSA-70268
R-HSA-70171,abstraction:NextStepPathway,R-HSA-70221
R-HSA-70171,abstraction:NextStepPathway,R-HSA-9856872
R-HSA-70171,abstraction:NextStepPathway,R-HSA-9634600
R-HSA-70171,abstraction:NextStepPathway,R-HSA-70370
R-HSA-1483248,abstraction:NextStepPathway,R-HSA-1483196
R-HSA-1483248,abstraction:NextStepPathway,R-HSA-1482922
R-HSA-389661,abstraction:NextStepPathway,R-HSA-6783984
R-HSA-1482883,abstraction:NextStepPathway,R-HSA-1483191
R-HSA-1482883,abstraction:NextStepPathway,R-HSA-1483213
R-HSA-199220,abstraction:NextStepPathway,R-HSA-196783
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9027307
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9026762
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9018676
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9026766
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9020265
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9018682
R-HSA-9018677,abstraction:NextStepPathway,R-HSA-9018681
R-HSA-1660508,abstraction:NextStepPathway,R-HSA-1660514
R-HSA-1660524,abstraction:NextStepPathway,R-HSA-1660516
R-HSA-389887,abstraction:NextStepPathway,R-HSA-390918
R-HSA-1660516,abstraction:NextStepPathway,R-HSA-1660537
R-HSA-400206,abstraction:NextStepPathway,R-HSA-2426168
R-HSA-400206,abstraction:NextStepPathway,R-HSA-1989781
R-HSA-75896,abstraction:NextStepPathway,R-HSA-1483166
R-HSA-2022870,abstraction:NextStepPathway,R-HSA-2024101
R-HSA-2022870,abstraction:NextStepPathway,R-HSA-2022923
R-HSA-177162,abstraction:NextStepPathway,R-HSA-159424
R-HSA-196783,abstraction:NextStepPathway,R-HSA-199220
R-HSA-1483226,abstraction:NextStepPathway,R-HSA-1483248
R-HSA-1483226,abstraction:NextStepPathway,R-HSA-1483196
R-HSA-1483226,abstraction:NextStepPathway,R-HSA-1482922
R-HSA-193048,abstraction:NextStepPathway,R-HSA-194002
R-HSA-193048,abstraction:NextStepPathway,R-HSA-211976
R-HSA-193048,abstraction:NextStepPathway,R-HSA-193144
R-HSA-5263617,abstraction:NextStepPathway,R-HSA-2408508
R-HSA-5263617,abstraction:NextStepPathway,R-HSA-2408552
R-HSA-5652227,abstraction:NextStepPathway,R-HSA-70350
R-HSA-9845614,abstraction:NextStepPathway,R-HSA-1660661
R-HSA-193775,abstraction:NextStepPathway,R-HSA-211976
R-HSA-193775,abstraction:NextStepPathway,R-HSA-211994
R-HSA-193775,abstraction:NextStepPathway,R-HSA-193368
R-HSA-434313,abstraction:NextStepPathway,R-HSA-200425
R-HSA-70635,abstraction:NextStepPathway,R-HSA-71737
R-HSA-70635,abstraction:NextStepPathway,R-HSA-8964539
R-HSA-71384,abstraction:NextStepPathway,R-HSA-71737
R-HSA-1855191,abstraction:NextStepPathway,R-HSA-1855170
R-HSA-1855191,abstraction:NextStepPathway,R-HSA-1855192
R-HSA-5423646,abstraction:NextStepPathway,R-HSA-156590
R-HSA-1855184,abstraction:NextStepPathway,R-HSA-1855231
R-HSA-1855184,abstraction:NextStepPathway,R-HSA-1855156
R-HSA-1855184,abstraction:NextStepPathway,R-HSA-1855215
R-HSA-2160916,abstraction:NextStepPathway,R-HSA-2142845
R-HSA-156588,abstraction:NextStepPathway,R-HSA-189483
R-HSA-500753,abstraction:NextStepPathway,R-HSA-499943
R-HSA-500753,abstraction:NextStepPathway,R-HSA-71737
R-HSA-2408550,abstraction:NextStepPathway,R-HSA-2408508
R-HSA-2408550,abstraction:NextStepPathway,R-HSA-2408557
R-HSA-2408550,abstraction:NextStepPathway,R-HSA-2408499
R-HSA-156581,abstraction:NextStepPathway,R-HSA-1614635
R-HSA-156581,abstraction:NextStepPathway,R-HSA-6798163
R-HSA-156581,abstraction:NextStepPathway,R-HSA-1614603
R-HSA-156581,abstraction:NextStepPathway,R-HSA-9759218
R-HSA-156581,abstraction:NextStepPathway,R-HSA-351202
R-HSA-156581,abstraction:NextStepPathway,R-HSA-1614558
R-HSA-189483,abstraction:NextStepPathway,R-HSA-156588
R-HSA-9858328,abstraction:NextStepPathway,R-HSA-71064
R-HSA-2393930,abstraction:NextStepPathway,R-HSA-71737
R-HSA-2393930,abstraction:NextStepPathway,R-HSA-74217
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-70268
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-70635
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-71737
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-70263
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-9856872
R-HSA-8963693,abstraction:NextStepPathway,R-HSA-8964539
R-HSA-1483076,abstraction:NextStepPathway,R-HSA-1482798
R-HSA-163765,abstraction:NextStepPathway,R-HSA-70268
R-HSA-163765,abstraction:NextStepPathway,R-HSA-70171
R-HSA-163765,abstraction:NextStepPathway,R-HSA-199220
R-HSA-163765,abstraction:NextStepPathway,R-HSA-200425
R-HSA-163765,abstraction:NextStepPathway,R-HSA-1483166
R-HSA-163765,abstraction:NextStepPathway,R-HSA-75105
R-HSA-163765,abstraction:NextStepPathway,R-HSA-196780
R-HSA-70221,abstraction:NextStepPathway,R-HSA-3322077
R-HSA-70221,abstraction:NextStepPathway,R-HSA-70263
R-HSA-70221,abstraction:NextStepPathway,R-HSA-173599
R-HSA-70221,abstraction:NextStepPathway,R-HSA-70370
R-HSA-8964208,abstraction:NextStepPathway,R-HSA-8963684
R-HSA-200425,abstraction:NextStepPathway,R-HSA-77286
R-HSA-9969896,abstraction:NextStepPathway,R-HSA-6807062
R-HSA-9969896,abstraction:NextStepPathway,R-HSA-6807047
R-HSA-9969896,abstraction:NextStepPathway,R-HSA-211976
