pathwayID,interaction,nextPathwayID
R-HSA-190373,abstraction:NextStepPathway,R-HSA-5654693
R-HSA-190373,abstraction:NextStepPathway,R-HSA-5654688
R-HSA-190373,abstraction:NextStepPathway,R-HSA-5654219
R-HSA-190373,abstraction:NextStepPathway,R-HSA-5654687
R-HSA-8943724,abstraction:NextStepPathway,R-HSA-8943723
R-HSA-9025046,abstraction:NextStepPathway,R-HSA-9026527
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-9009391
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-180024
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-111931
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-418594
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-418597
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-163615
R-HSA-9634597,abstraction:NextStepPathway,R-HSA-418555
R-HSA-416482,abstraction:NextStepPathway,R-HSA-8964616
R-HSA-416482,abstraction:NextStepPathway,R-HSA-8964315
R-HSA-416482,abstraction:NextStepPathway,R-HSA-5627117
R-HSA-416482,abstraction:NextStepPathway,R-HSA-392451
R-HSA-416482,abstraction:NextStepPathway,R-HSA-418217
R-HSA-416482,abstraction:NextStepPathway,R-HSA-4086398
R-HSA-390696,abstraction:NextStepPathway,R-HSA-416482
R-HSA-390696,abstraction:NextStepPathway,R-HSA-416476
R-HSA-390696,abstraction:NextStepPathway,R-HSA-418597
R-HSA-390696,abstraction:NextStepPathway,R-HSA-418555
R-HSA-5218921,abstraction:NextStepPathway,R-HSA-111933
R-HSA-5218921,abstraction:NextStepPathway,R-HSA-111932
R-HSA-5218921,abstraction:NextStepPathway,R-HSA-180024
R-HSA-5218921,abstraction:NextStepPathway,R-HSA-112043
R-HSA-5218921,abstraction:NextStepPathway,R-HSA-111957
R-HSA-5218921,abstraction:NextStepPathway,R-HSA-114508
R-HSA-5218921,abstraction:NextStepPathway,R-HSA-5218920
R-HSA-5218921,abstraction:NextStepPathway,R-HSA-111997
R-HSA-5218921,abstraction:NextStepPathway,R-HSA-5627123
R-HSA-5218921,abstraction:NextStepPathway,R-HSA-1489509
R-HSA-5218921,abstraction:NextStepPathway,R-HSA-4086398
R-HSA-1502540,abstraction:NextStepPathway,R-HSA-2173789
R-HSA-1502540,abstraction:NextStepPathway,R-HSA-2173796
R-HSA-1502540,abstraction:NextStepPathway,R-HSA-2173795
R-HSA-380972,abstraction:NextStepPathway,R-HSA-165159
R-HSA-4641262,abstraction:NextStepPathway,R-HSA-201681
R-HSA-171007,abstraction:NextStepPathway,R-HSA-4420097
R-HSA-9911233,abstraction:NextStepPathway,R-HSA-2979096
R-HSA-179812,abstraction:NextStepPathway,R-HSA-180336
R-HSA-179812,abstraction:NextStepPathway,R-HSA-112412
R-HSA-179812,abstraction:NextStepPathway,R-HSA-2428933
R-HSA-179812,abstraction:NextStepPathway,R-HSA-5673001
R-HSA-179812,abstraction:NextStepPathway,R-HSA-74751
R-HSA-179812,abstraction:NextStepPathway,R-HSA-167044
R-HSA-9013406,abstraction:NextStepPathway,R-HSA-5627083
R-HSA-186763,abstraction:NextStepPathway,R-HSA-1257604
R-HSA-186763,abstraction:NextStepPathway,R-HSA-5673001
R-HSA-186763,abstraction:NextStepPathway,R-HSA-6811558
R-HSA-111932,abstraction:NextStepPathway,R-HSA-9031628
R-HSA-111932,abstraction:NextStepPathway,R-HSA-111931
R-HSA-111932,abstraction:NextStepPathway,R-HSA-9634638
R-HSA-1251985,abstraction:NextStepPathway,R-HSA-9018519
R-HSA-5610785,abstraction:NextStepPathway,R-HSA-5610787
R-HSA-2122947,abstraction:NextStepPathway,R-HSA-9013508
R-HSA-2122947,abstraction:NextStepPathway,R-HSA-1912408
R-HSA-5654228,abstraction:NextStepPathway,R-HSA-5218921
R-HSA-5654228,abstraction:NextStepPathway,R-HSA-1489509
R-HSA-205043,abstraction:NextStepPathway,R-HSA-193648
R-HSA-1963642,abstraction:NextStepPathway,R-HSA-1257604
R-HSA-1963642,abstraction:NextStepPathway,R-HSA-6811558
R-HSA-5654706,abstraction:NextStepPathway,R-HSA-5654732
R-HSA-5654706,abstraction:NextStepPathway,R-HSA-5654710
R-HSA-5654706,abstraction:NextStepPathway,R-HSA-5673001
R-HSA-180024,abstraction:NextStepPathway,R-HSA-9634597
R-HSA-180024,abstraction:NextStepPathway,R-HSA-111931
R-HSA-180024,abstraction:NextStepPathway,R-HSA-163615
R-HSA-6806942,abstraction:NextStepPathway,R-HSA-8875513
R-HSA-6806942,abstraction:NextStepPathway,R-HSA-8851907
R-HSA-6806942,abstraction:NextStepPathway,R-HSA-8874081
R-HSA-6806942,abstraction:NextStepPathway,R-HSA-6807004
R-HSA-6806942,abstraction:NextStepPathway,R-HSA-8875791
R-HSA-6806942,abstraction:NextStepPathway,R-HSA-8851805
R-HSA-112043,abstraction:NextStepPathway,R-HSA-5218921
R-HSA-112043,abstraction:NextStepPathway,R-HSA-111997
R-HSA-112043,abstraction:NextStepPathway,R-HSA-1489509
R-HSA-112043,abstraction:NextStepPathway,R-HSA-4086398
R-HSA-9013700,abstraction:NextStepPathway,R-HSA-9604323
R-HSA-9013700,abstraction:NextStepPathway,R-HSA-9013695
R-HSA-180336,abstraction:NextStepPathway,R-HSA-5673001
R-HSA-109704,abstraction:NextStepPathway,R-HSA-165158
R-HSA-201722,abstraction:NextStepPathway,R-HSA-3769402
R-HSA-201722,abstraction:NextStepPathway,R-HSA-4086398
R-HSA-9036866,abstraction:NextStepPathway,R-HSA-187037
R-HSA-190372,abstraction:NextStepPathway,R-HSA-5654706
R-HSA-190372,abstraction:NextStepPathway,R-HSA-5654227
R-HSA-190372,abstraction:NextStepPathway,R-HSA-5654704
R-HSA-5654221,abstraction:NextStepPathway,R-HSA-5218921
R-HSA-5654221,abstraction:NextStepPathway,R-HSA-1489509
R-HSA-1307965,abstraction:NextStepPathway,R-HSA-5654228
R-HSA-1307965,abstraction:NextStepPathway,R-HSA-5654719
R-HSA-1307965,abstraction:NextStepPathway,R-HSA-5654712
R-HSA-110056,abstraction:NextStepPathway,R-HSA-5673001
R-HSA-110056,abstraction:NextStepPathway,R-HSA-170968
R-HSA-110056,abstraction:NextStepPathway,R-HSA-112409
R-HSA-9031628,abstraction:NextStepPathway,R-HSA-111932
R-HSA-9031628,abstraction:NextStepPathway,R-HSA-111931
R-HSA-9031628,abstraction:NextStepPathway,R-HSA-9634638
R-HSA-5358346,abstraction:NextStepPathway,R-HSA-5362798
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-1502540
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-2173788
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-2173791
R-HSA-2173789,abstraction:NextStepPathway,R-HSA-2173796
R-HSA-416476,abstraction:NextStepPathway,R-HSA-8964616
R-HSA-416476,abstraction:NextStepPathway,R-HSA-8964315
R-HSA-416476,abstraction:NextStepPathway,R-HSA-114508
R-HSA-416476,abstraction:NextStepPathway,R-HSA-392451
R-HSA-416476,abstraction:NextStepPathway,R-HSA-426048
R-HSA-416476,abstraction:NextStepPathway,R-HSA-418217
R-HSA-416476,abstraction:NextStepPathway,R-HSA-4086398
R-HSA-198203,abstraction:NextStepPathway,R-HSA-9006925
R-HSA-198203,abstraction:NextStepPathway,R-HSA-1257604
R-HSA-198203,abstraction:NextStepPathway,R-HSA-392451
R-HSA-198203,abstraction:NextStepPathway,R-HSA-5218920
R-HSA-198203,abstraction:NextStepPathway,R-HSA-199418
R-HSA-198203,abstraction:NextStepPathway,R-HSA-6811558
R-HSA-5654693,abstraction:NextStepPathway,R-HSA-5673001
R-HSA-5654693,abstraction:NextStepPathway,R-HSA-5654726
R-HSA-5654693,abstraction:NextStepPathway,R-HSA-5654689
R-HSA-5632684,abstraction:NextStepPathway,R-HSA-5635851
R-HSA-5632684,abstraction:NextStepPathway,R-HSA-5610780
R-HSA-190374,abstraction:NextStepPathway,R-HSA-5654693
R-HSA-190374,abstraction:NextStepPathway,R-HSA-5654688
R-HSA-190374,abstraction:NextStepPathway,R-HSA-5654219
R-HSA-190374,abstraction:NextStepPathway,R-HSA-5654687
R-HSA-8849471,abstraction:NextStepPathway,R-HSA-5625970
R-HSA-8849471,abstraction:NextStepPathway,R-HSA-5663213
R-HSA-8849471,abstraction:NextStepPathway,R-HSA-5625900
R-HSA-8849471,abstraction:NextStepPathway,R-HSA-5663220
R-HSA-8849471,abstraction:NextStepPathway,R-HSA-4420097
R-HSA-8849471,abstraction:NextStepPathway,R-HSA-5687128
R-HSA-8849471,abstraction:NextStepPathway,R-HSA-5625740
R-HSA-8849471,abstraction:NextStepPathway,R-HSA-5627123
R-HSA-8849471,abstraction:NextStepPathway,R-HSA-5626467
R-HSA-9027283,abstraction:NextStepPathway,R-HSA-2586552
R-HSA-205017,abstraction:NextStepPathway,R-HSA-205043
R-HSA-205017,abstraction:NextStepPathway,R-HSA-193681
R-HSA-205017,abstraction:NextStepPathway,R-HSA-193648
R-HSA-205017,abstraction:NextStepPathway,R-HSA-209543
R-HSA-9034013,abstraction:NextStepPathway,R-HSA-9034793
R-HSA-9034013,abstraction:NextStepPathway,R-HSA-9034864
R-HSA-9034013,abstraction:NextStepPathway,R-HSA-9034015
R-HSA-9034013,abstraction:NextStepPathway,R-HSA-9603381
R-HSA-9032500,abstraction:NextStepPathway,R-HSA-9032759
R-HSA-74752,abstraction:NextStepPathway,R-HSA-77387
R-HSA-74752,abstraction:NextStepPathway,R-HSA-74713
R-HSA-74752,abstraction:NextStepPathway,R-HSA-74749
R-HSA-74752,abstraction:NextStepPathway,R-HSA-74751
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-1257604
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654710
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654720
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-6811558
R-HSA-5654695,abstraction:NextStepPathway,R-HSA-5654689
R-HSA-2979096,abstraction:NextStepPathway,R-HSA-2197563
R-HSA-212718,abstraction:NextStepPathway,R-HSA-5218921
R-HSA-212718,abstraction:NextStepPathway,R-HSA-1489509
R-HSA-112412,abstraction:NextStepPathway,R-HSA-5673001
R-HSA-112412,abstraction:NextStepPathway,R-HSA-74749
R-HSA-380108,abstraction:NextStepPathway,R-HSA-418594
R-HSA-419771,abstraction:NextStepPathway,R-HSA-416476
R-HSA-419771,abstraction:NextStepPathway,R-HSA-418594
R-HSA-198753,abstraction:NextStepPathway,R-HSA-199920
R-HSA-198753,abstraction:NextStepPathway,R-HSA-9634638
R-HSA-198753,abstraction:NextStepPathway,R-HSA-881907
R-HSA-1250347,abstraction:NextStepPathway,R-HSA-5673001
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-9604323
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-9634635
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-198693
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-165181
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-9634638
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-8948751
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-165159
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-5218920
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-199418
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-6811558
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-1358803
R-HSA-1257604,abstraction:NextStepPathway,R-HSA-198323
R-HSA-190371,abstraction:NextStepPathway,R-HSA-5654706
R-HSA-190371,abstraction:NextStepPathway,R-HSA-5654227
R-HSA-190371,abstraction:NextStepPathway,R-HSA-5654704
R-HSA-5625900,abstraction:NextStepPathway,R-HSA-5627117
R-HSA-5625900,abstraction:NextStepPathway,R-HSA-5625740
R-HSA-5625900,abstraction:NextStepPathway,R-HSA-5627123
R-HSA-201681,abstraction:NextStepPathway,R-HSA-4641262
R-HSA-201681,abstraction:NextStepPathway,R-HSA-201722
R-HSA-201681,abstraction:NextStepPathway,R-HSA-3769402
R-HSA-199920,abstraction:NextStepPathway,R-HSA-111932
R-HSA-199920,abstraction:NextStepPathway,R-HSA-9031628
R-HSA-199920,abstraction:NextStepPathway,R-HSA-111931
R-HSA-199920,abstraction:NextStepPathway,R-HSA-9634638
R-HSA-5663220,abstraction:NextStepPathway,R-HSA-6785631
R-HSA-5663220,abstraction:NextStepPathway,R-HSA-4086400
R-HSA-177929,abstraction:NextStepPathway,R-HSA-9009391
R-HSA-177929,abstraction:NextStepPathway,R-HSA-179812
R-HSA-177929,abstraction:NextStepPathway,R-HSA-180336
R-HSA-177929,abstraction:NextStepPathway,R-HSA-212718
R-HSA-177929,abstraction:NextStepPathway,R-HSA-1236394
R-HSA-177929,abstraction:NextStepPathway,R-HSA-180292
R-HSA-177929,abstraction:NextStepPathway,R-HSA-9013507
R-HSA-177929,abstraction:NextStepPathway,R-HSA-182971
R-HSA-177929,abstraction:NextStepPathway,R-HSA-1227986
R-HSA-9028335,abstraction:NextStepPathway,R-HSA-1257604
R-HSA-9028335,abstraction:NextStepPathway,R-HSA-6811558
R-HSA-444209,abstraction:NextStepPathway,R-HSA-416476
R-HSA-444209,abstraction:NextStepPathway,R-HSA-418594
R-HSA-444821,abstraction:NextStepPathway,R-HSA-418594
R-HSA-444821,abstraction:NextStepPathway,R-HSA-418555
R-HSA-9013508,abstraction:NextStepPathway,R-HSA-1912408
R-HSA-195253,abstraction:NextStepPathway,R-HSA-196299
R-HSA-209543,abstraction:NextStepPathway,R-HSA-209560
R-HSA-2179392,abstraction:NextStepPathway,R-HSA-5673001
R-HSA-1236394,abstraction:NextStepPathway,R-HSA-1251985
R-HSA-1236394,abstraction:NextStepPathway,R-HSA-1250347
R-HSA-1236394,abstraction:NextStepPathway,R-HSA-1250342
