pathwayID,interaction,nextPathwayID
R-HSA-2559586,abstraction:NextStepPathway,R-HSA-2559582
R-HSA-9818749,abstraction:NextStepPathway,R-HSA-9755511
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-9860927
R-HSA-9856530,abstraction:NextStepPathway,R-HSA-9856532
R-HSA-3299685,abstraction:NextStepPathway,R-HSA-9818027
R-HSA-9759194,abstraction:NextStepPathway,R-HSA-9818749
R-HSA-9759194,abstraction:NextStepPathway,R-HSA-9818030
R-HSA-9759194,abstraction:NextStepPathway,R-HSA-9818032
R-HSA-9759194,abstraction:NextStepPathway,R-HSA-9818035
R-HSA-9759194,abstraction:NextStepPathway,R-HSA-9818028
R-HSA-9759194,abstraction:NextStepPathway,R-HSA-9818027
R-HSA-9759194,abstraction:NextStepPathway,R-HSA-9755511
R-HSA-9759194,abstraction:NextStepPathway,R-HSA-9818026
R-HSA-381042,abstraction:NextStepPathway,R-HSA-9648895
R-HSA-381042,abstraction:NextStepPathway,R-HSA-381183
R-HSA-381042,abstraction:NextStepPathway,R-HSA-9633012
R-HSA-381042,abstraction:NextStepPathway,R-HSA-380994
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-9856530
R-HSA-9860927,abstraction:NextStepPathway,R-HSA-9856532
R-HSA-9648895,abstraction:NextStepPathway,R-HSA-381042
R-HSA-9648895,abstraction:NextStepPathway,R-HSA-381183
R-HSA-9648895,abstraction:NextStepPathway,R-HSA-9633012
R-HSA-9648895,abstraction:NextStepPathway,R-HSA-380994
R-HSA-2559580,abstraction:NextStepPathway,R-HSA-2559582
R-HSA-2559580,abstraction:NextStepPathway,R-HSA-2559585
R-HSA-9707616,abstraction:NextStepPathway,R-HSA-9708530
R-HSA-9707616,abstraction:NextStepPathway,R-HSA-9707587
R-HSA-9707616,abstraction:NextStepPathway,R-HSA-9707564
R-HSA-9856532,abstraction:NextStepPathway,R-HSA-9856530
R-HSA-9856532,abstraction:NextStepPathway,R-HSA-9860927
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-2559580
R-HSA-2559582,abstraction:NextStepPathway,R-HSA-2559585
R-HSA-381033,abstraction:NextStepPathway,R-HSA-381183
R-HSA-381033,abstraction:NextStepPathway,R-HSA-380994
R-HSA-9708530,abstraction:NextStepPathway,R-HSA-9707616
R-HSA-9708530,abstraction:NextStepPathway,R-HSA-9707587
R-HSA-9708530,abstraction:NextStepPathway,R-HSA-9818027
R-HSA-3371511,abstraction:NextStepPathway,R-HSA-3371453
R-HSA-3371511,abstraction:NextStepPathway,R-HSA-3371571
R-HSA-9707587,abstraction:NextStepPathway,R-HSA-9707564
R-HSA-381070,abstraction:NextStepPathway,R-HSA-381038
R-HSA-2559585,abstraction:NextStepPathway,R-HSA-2559580
R-HSA-2559585,abstraction:NextStepPathway,R-HSA-2559582
R-HSA-9707564,abstraction:NextStepPathway,R-HSA-9707616
R-HSA-9755511,abstraction:NextStepPathway,R-HSA-9759194
R-HSA-9755511,abstraction:NextStepPathway,R-HSA-9818025
R-HSA-9755511,abstraction:NextStepPathway,R-HSA-9818028
R-HSA-9755511,abstraction:NextStepPathway,R-HSA-9818027
R-HSA-9755511,abstraction:NextStepPathway,R-HSA-9762114
R-HSA-9633012,abstraction:NextStepPathway,R-HSA-381042
R-HSA-9633012,abstraction:NextStepPathway,R-HSA-9648895
R-HSA-9633012,abstraction:NextStepPathway,R-HSA-381183
R-HSA-9633012,abstraction:NextStepPathway,R-HSA-380994
