pathwayID,interaction,nextPathwayID
R-HSA-389957,abstraction:NextStepPathway,R-HSA-390450
R-HSA-389957,abstraction:NextStepPathway,R-HSA-389960
R-HSA-901032,abstraction:NextStepPathway,R-HSA-901042
R-HSA-901032,abstraction:NextStepPathway,R-HSA-948021
R-HSA-901032,abstraction:NextStepPathway,R-HSA-532668
R-HSA-156842,abstraction:NextStepPathway,R-HSA-156902
R-HSA-1799339,abstraction:NextStepPathway,R-HSA-264876
R-HSA-72662,abstraction:NextStepPathway,R-HSA-72649
R-HSA-8932506,abstraction:NextStepPathway,R-HSA-8932504
R-HSA-8932506,abstraction:NextStepPathway,R-HSA-9939291
R-HSA-8932506,abstraction:NextStepPathway,R-HSA-8932505
R-HSA-389958,abstraction:NextStepPathway,R-HSA-391251
R-HSA-379716,abstraction:NextStepPathway,R-HSA-72695
R-HSA-8932504,abstraction:NextStepPathway,R-HSA-9939291
R-HSA-8932504,abstraction:NextStepPathway,R-HSA-8932505
R-HSA-446210,abstraction:NextStepPathway,R-HSA-446193
R-HSA-72706,abstraction:NextStepPathway,R-HSA-72731
R-HSA-72706,abstraction:NextStepPathway,R-HSA-156902
R-HSA-72731,abstraction:NextStepPathway,R-HSA-72695
R-HSA-6787639,abstraction:NextStepPathway,R-HSA-975578
R-HSA-5689603,abstraction:NextStepPathway,R-HSA-5689880
R-HSA-5689603,abstraction:NextStepPathway,R-HSA-8951664
R-HSA-9954716,abstraction:NextStepPathway,R-HSA-9954709
R-HSA-5389840,abstraction:NextStepPathway,R-HSA-5419276
R-HSA-5389840,abstraction:NextStepPathway,R-HSA-9937383
R-HSA-4085001,abstraction:NextStepPathway,R-HSA-446210
R-HSA-5368286,abstraction:NextStepPathway,R-HSA-5389840
R-HSA-159763,abstraction:NextStepPathway,R-HSA-159782
R-HSA-156902,abstraction:NextStepPathway,R-HSA-156842
R-HSA-156902,abstraction:NextStepPathway,R-HSA-72764
R-HSA-162710,abstraction:NextStepPathway,R-HSA-162791
R-HSA-913709,abstraction:NextStepPathway,R-HSA-977068
R-HSA-72702,abstraction:NextStepPathway,R-HSA-72706
R-HSA-446199,abstraction:NextStepPathway,R-HSA-446193
R-HSA-159740,abstraction:NextStepPathway,R-HSA-159763
R-HSA-901042,abstraction:NextStepPathway,R-HSA-901032
R-HSA-901042,abstraction:NextStepPathway,R-HSA-948021
R-HSA-389960,abstraction:NextStepPathway,R-HSA-389977
R-HSA-964827,abstraction:NextStepPathway,R-HSA-964739
R-HSA-3065676,abstraction:NextStepPathway,R-HSA-3065678
R-HSA-5694530,abstraction:NextStepPathway,R-HSA-204005
R-HSA-9939291,abstraction:NextStepPathway,R-HSA-8932506
R-HSA-9939291,abstraction:NextStepPathway,R-HSA-8932504
R-HSA-3065679,abstraction:NextStepPathway,R-HSA-3065676
R-HSA-532668,abstraction:NextStepPathway,R-HSA-901042
R-HSA-72649,abstraction:NextStepPathway,R-HSA-72702
R-HSA-72649,abstraction:NextStepPathway,R-HSA-156827
R-HSA-209822,abstraction:NextStepPathway,R-HSA-975578
R-HSA-3065678,abstraction:NextStepPathway,R-HSA-4085377
R-HSA-3065678,abstraction:NextStepPathway,R-HSA-3232118
R-HSA-3065678,abstraction:NextStepPathway,R-HSA-4655427
R-HSA-3065678,abstraction:NextStepPathway,R-HSA-3899300
R-HSA-3065678,abstraction:NextStepPathway,R-HSA-4570464
R-HSA-3065678,abstraction:NextStepPathway,R-HSA-4755510
R-HSA-3065678,abstraction:NextStepPathway,R-HSA-9793242
R-HSA-3065678,abstraction:NextStepPathway,R-HSA-3232142
R-HSA-3065678,abstraction:NextStepPathway,R-HSA-3108214
R-HSA-3065678,abstraction:NextStepPathway,R-HSA-4090294
R-HSA-3065678,abstraction:NextStepPathway,R-HSA-4551638
R-HSA-3065678,abstraction:NextStepPathway,R-HSA-4615885
R-HSA-8932505,abstraction:NextStepPathway,R-HSA-9939291
R-HSA-204005,abstraction:NextStepPathway,R-HSA-5694530
R-HSA-72689,abstraction:NextStepPathway,R-HSA-72706
R-HSA-72689,abstraction:NextStepPathway,R-HSA-72737
R-HSA-162699,abstraction:NextStepPathway,R-HSA-8932506
R-HSA-162699,abstraction:NextStepPathway,R-HSA-8932504
R-HSA-162699,abstraction:NextStepPathway,R-HSA-162710
R-HSA-162699,abstraction:NextStepPathway,R-HSA-8932505
R-HSA-446203,abstraction:NextStepPathway,R-HSA-532668
