pathwayID,interaction,nextPathwayID
R-HSA-433692,abstraction:NextStepPathway,R-HSA-561048
R-HSA-433692,abstraction:NextStepPathway,R-HSA-428643
R-HSA-8964041,abstraction:NextStepPathway,R-HSA-8964058
R-HSA-9958790,abstraction:NextStepPathway,R-HSA-427601
R-HSA-427601,abstraction:NextStepPathway,R-HSA-425381
R-HSA-8964011,abstraction:NextStepPathway,R-HSA-8963896
R-HSA-8949664,abstraction:NextStepPathway,R-HSA-8949215
R-HSA-425381,abstraction:NextStepPathway,R-HSA-427601
R-HSA-917937,abstraction:NextStepPathway,R-HSA-425410
R-HSA-917937,abstraction:NextStepPathway,R-HSA-917977
R-HSA-442380,abstraction:NextStepPathway,R-HSA-425410
R-HSA-442380,abstraction:NextStepPathway,R-HSA-435368
R-HSA-425410,abstraction:NextStepPathway,R-HSA-917937
R-HSA-8964038,abstraction:NextStepPathway,R-HSA-8963896
R-HSA-8964038,abstraction:NextStepPathway,R-HSA-8964026
R-HSA-8964058,abstraction:NextStepPathway,R-HSA-8964041
R-HSA-561048,abstraction:NextStepPathway,R-HSA-433692
R-HSA-561048,abstraction:NextStepPathway,R-HSA-428643
R-HSA-1369062,abstraction:NextStepPathway,R-HSA-8964058
R-HSA-8963901,abstraction:NextStepPathway,R-HSA-8964026
R-HSA-8963896,abstraction:NextStepPathway,R-HSA-8964058
R-HSA-8963888,abstraction:NextStepPathway,R-HSA-8963901
R-HSA-428643,abstraction:NextStepPathway,R-HSA-433692
R-HSA-428643,abstraction:NextStepPathway,R-HSA-561048
R-HSA-1237044,abstraction:NextStepPathway,R-HSA-1247673
R-HSA-8866423,abstraction:NextStepPathway,R-HSA-8964046
R-HSA-8964026,abstraction:NextStepPathway,R-HSA-8964038
R-HSA-352230,abstraction:NextStepPathway,R-HSA-442660
R-HSA-352230,abstraction:NextStepPathway,R-HSA-428559
R-HSA-8963889,abstraction:NextStepPathway,R-HSA-8963901
