pathway,score
R-HSA-2173795,0.4913616938342727
R-HSA-2173791,0.7643629658980103
R-HSA-2173788,0.5535096005831172
R-HSA-2173796,0.41218044778664786
R-HSA-170834,0.0
R-HSA-2173793,0.26091277245599875
R-HSA-2173789,0.30572511687236104
