pathwayID,nbID
R-HSA-9759476,182
R-HSA-9764562,11
R-HSA-9764265,165
R-HSA-9764560,72
R-HSA-373756,2
R-HSA-9764302,7
R-HSA-446388,8
R-HSA-9762293,9
R-HSA-9764260,32
R-HSA-420029,31
R-HSA-446728,288
R-HSA-421270,263
R-HSA-9759811,10
R-HSA-9958825,73
R-HSA-391160,13
R-HSA-9764725,62
R-HSA-9759475,29
R-HSA-373753,22
R-HSA-418990,230
R-HSA-9764561,54
R-HSA-9764274,165
R-HSA-446343,4
R-HSA-446353,16
R-HSA-9762292,12
R-HSA-446107,9
R-HSA-9833576,7
R-HSA-420597,7
R-HSA-9764790,11
R-HSA-9768727,32
R-HSA-9958810,23
R-HSA-1500931,322
R-HSA-9766229,53
