pathwayID,nbID
R-HSA-964975,3
R-HSA-211994,1
R-HSA-73621,12
R-HSA-193048,11
R-HSA-9858328,3
R-HSA-211897,66
R-HSA-5423646,19
R-HSA-209905,4
R-HSA-196108,12
R-HSA-1855231,1
R-HSA-77348,5
R-HSA-9758881,10
R-HSA-9634600,12
R-HSA-1483101,2
R-HSA-2022928,33
R-HSA-173599,5
R-HSA-556833,765
R-HSA-2142753,59
R-HSA-9840309,19
R-HSA-2160916,16
R-HSA-9037629,16
R-HSA-193144,6
R-HSA-189445,29
R-HSA-9020265,3
R-HSA-9027604,2
R-HSA-2142789,13
R-HSA-351200,3
R-HSA-8964539,15
R-HSA-1660514,18
R-HSA-77310,5
R-HSA-70635,12
R-HSA-8850843,8
R-HSA-2408550,4
R-HSA-428157,107
R-HSA-177128,8
R-HSA-390247,11
R-HSA-191273,28
R-HSA-9037628,2
R-HSA-71737,3
R-HSA-159418,18
R-HSA-2408508,8
R-HSA-211916,6
R-HSA-9026290,2
R-HSA-1430728,2216
R-HSA-73817,11
R-HSA-1483115,9
R-HSA-1483248,5
R-HSA-77108,4
R-HSA-1237112,6
R-HSA-6807062,8
R-HSA-350864,3
R-HSA-9640463,4
R-HSA-71291,364
R-HSA-70268,51
R-HSA-400206,120
R-HSA-381676,43
R-HSA-8937144,7
R-HSA-8848584,7
R-HSA-15869,101
R-HSA-1855167,10
R-HSA-196807,29
R-HSA-1474151,10
R-HSA-196819,5
R-HSA-2142816,9
R-HSA-5263617,1
R-HSA-2046106,13
R-HSA-2022854,29
R-HSA-1483249,82
R-HSA-156588,27
R-HSA-6814848,7
R-HSA-70221,15
R-HSA-1483213,13
R-HSA-389542,2
R-HSA-9861559,6
R-HSA-9025094,4
R-HSA-196741,22
R-HSA-2408552,1
R-HSA-167826,5
R-HSA-499943,30
R-HSA-71387,303
R-HSA-1614517,6
R-HSA-163359,34
R-HSA-611105,159
R-HSA-9840310,39
R-HSA-9018683,4
R-HSA-9864848,48
R-HSA-1855170,34
R-HSA-159424,9
R-HSA-9018682,8
R-HSA-1482925,18
R-HSA-77286,11
R-HSA-3322077,14
R-HSA-5662702,5
R-HSA-9969901,4
R-HSA-9969896,15
R-HSA-2142688,9
R-HSA-8964208,6
R-HSA-211999,11
R-HSA-2024096,19
R-HSA-2024101,20
R-HSA-156590,37
R-HSA-2393930,10
R-HSA-209776,22
R-HSA-880009,3
R-HSA-1483255,84
R-HSA-8978934,25
R-HSA-70263,26
R-HSA-202131,17
R-HSA-390918,28
R-HSA-77285,3
R-HSA-389887,9
R-HSA-1482788,27
R-HSA-217271,3
R-HSA-9861718,33
R-HSA-2142770,6
R-HSA-211976,26
R-HSA-77289,38
R-HSA-75876,24
R-HSA-204174,15
R-HSA-947581,8
R-HSA-1638074,37
R-HSA-77288,6
R-HSA-177135,6
R-HSA-203615,13
R-HSA-1614603,2
R-HSA-163358,5
R-HSA-163685,109
R-HSA-8877627,1
R-HSA-193368,23
R-HSA-434316,8
R-HSA-1483191,28
R-HSA-77305,3
R-HSA-196854,199
R-HSA-500753,3
R-HSA-1483148,8
R-HSA-1855191,4
R-HSA-9018681,4
R-HSA-70350,5
R-HSA-196757,18
R-HSA-9758890,8
R-HSA-6783984,7
R-HSA-1483257,212
R-HSA-9023661,4
R-HSA-2426168,43
R-HSA-1428517,263
R-HSA-9759218,7
