pathwayID,entityID
R-HSA-2214320,Q02388
R-HSA-2214320,Q13751
R-HSA-2214320,Q13753
R-HSA-2214320,Q16787
R-HSA-1592389,P45452
R-HSA-1592389,P01033
R-HSA-1592389,P14780
R-HSA-1592389,Q9NPA2
R-HSA-1592389,P51512
R-HSA-1592389,Q9ULZ9
R-HSA-1592389,Q9Y5R2
R-HSA-1592389,P50281
R-HSA-1592389,P51511
R-HSA-1592389,P09237
R-HSA-1592389,P03956
R-HSA-1592389,P08253
R-HSA-1592389,P16035
R-HSA-1592389,P08254
R-HSA-1592389,P22894
R-HSA-1592389,P24347
R-HSA-1592389,P09238
R-HSA-1474244,P05106
R-HSA-1474244,P06756
R-HSA-1474244,P05556
R-HSA-1474244,P08648
R-HSA-1474244,P18564
R-HSA-1474244,P55001
R-HSA-1474244,Q13361
R-HSA-1474244,Q9UBX5
R-HSA-1474244,P15502
R-HSA-1474244,P35555
R-HSA-1474244,P35556
R-HSA-1474244,Q75N90
R-HSA-1474244,P98095
R-HSA-1474244,P23142
R-HSA-1474244,Q12805
R-HSA-1474244,O95967
R-HSA-1474244,P55083
R-HSA-1474244,P04004
R-HSA-1474244,P55082
R-HSA-1474244,Q9NS15
R-HSA-1474244,Q14766
R-HSA-1474244,P61812
R-HSA-1474244,P01137
R-HSA-1474244,P10600
R-HSA-1474244,P26012
R-HSA-1474244,P18084
R-HSA-1474244,P53708
R-HSA-1474244,Q8N2S1
R-HSA-1474244,O95393
R-HSA-1474244,P18075
R-HSA-1474244,P12643
R-HSA-1474244,P12644
R-HSA-1474244,P43026
R-HSA-1474244,Q14767
R-HSA-1474244,O15230
R-HSA-1474244,P55268
R-HSA-1474244,P11047
R-HSA-1474244,Q16787
R-HSA-1474244,P07942
R-HSA-1474244,P25391
R-HSA-1474244,P24043
R-HSA-1474244,Q9Y6N6
R-HSA-1474244,Q16363
R-HSA-1474244,Q13751
R-HSA-1474244,Q13753
R-HSA-1474244,P11532
R-HSA-1474244,Q14118
R-HSA-1474244,Q13474
R-HSA-1474244,P46939
R-HSA-1474244,Q13424
R-HSA-1474244,Q9NY99
R-HSA-1474244,Q13884
R-HSA-1474244,Q13425
R-HSA-1474244,O60941
R-HSA-1474244,Q9Y4J8
R-HSA-1474244,Q14714
R-HSA-1474244,Q96LD1
R-HSA-1474244,Q13326
R-HSA-1474244,Q16585
R-HSA-1474244,Q92629
R-HSA-1474244,Q16586
R-HSA-1474244,O43556
R-HSA-1474244,P98160
R-HSA-1474244,O00468
R-HSA-1474244,P01127
R-HSA-1474244,P02766
R-HSA-1474244,P04085
R-HSA-1474244,P09038
R-HSA-1474244,P34741
R-HSA-1474244,Q9Y296
R-HSA-1474244,P18827
R-HSA-1474244,P23229
R-HSA-1474244,P16144
R-HSA-1474244,P17301
R-HSA-1474244,P12814
R-HSA-1474244,P31431
R-HSA-1474244,P07996
R-HSA-1474244,P17252
R-HSA-1474244,O14936
R-HSA-1474244,O75056
R-HSA-1474244,P24821
R-HSA-1474244,Q9HB63
R-HSA-1474244,Q9ULB1
R-HSA-1474244,Q08345
R-HSA-1474244,Q16832
R-HSA-1474244,P13591
R-HSA-1474244,Q13332
R-HSA-1474244,P09486
R-HSA-1474244,Q13316
R-HSA-1474244,P08514
R-HSA-1474244,P20702
R-HSA-1474244,Q13797
R-HSA-1474244,Q13683
R-HSA-1474244,Q9NZW4
R-HSA-1474244,P05121
R-HSA-1474244,P16112
R-HSA-1474244,P10915
R-HSA-1474244,Q92752
R-HSA-1474244,P22105
R-HSA-1474244,Q9UQP3
R-HSA-1474244,O15146
R-HSA-1474244,O75096
R-HSA-1474244,Q96GW7
