pathwayID,entityID
R-HSA-3214858,P24385
R-HSA-3214858,O14744
R-HSA-3214858,Q9BQA1
R-HSA-3214858,P11802
R-HSA-3214858,P68431
R-HSA-3214858,Q71DI3
R-HSA-3214858,P61964
R-HSA-3214858,P62805
R-HSA-3214858,Q9Y6K1
R-HSA-3214858,Q8TAQ2
R-HSA-3214858,Q12824
R-HSA-3214858,Q92922
R-HSA-3214858,P51531
R-HSA-3214858,P51532
R-HSA-3214858,Q969G3
R-HSA-3214858,Q92925
R-HSA-3214858,Q68CP9
R-HSA-3214858,O96019
R-HSA-3214858,Q86U86
R-HSA-3214858,O94805
R-HSA-3214858,Q96GM5
R-HSA-3214858,Q6STE5
R-HSA-3214858,O14497
R-HSA-3214858,Q8NFD5
R-HSA-3214858,P15880
R-HSA-3214858,Q8IUE6
R-HSA-3214858,Q6FI13
R-HSA-3214858,Q16777
R-HSA-3214858,Q96QV6
R-HSA-3214858,P20671
R-HSA-3214858,Q99878
R-HSA-3214858,P0C0S8
R-HSA-3214858,Q96KK5
R-HSA-3214858,P04908
R-HSA-3214858,Q93077
R-HSA-3214858,Q7L7L0
R-HSA-3214858,Q16576
R-HSA-3214858,Q9NQ92
R-HSA-3214858,P16104
R-HSA-3214858,P0C5Y9
R-HSA-3214858,Q9BTM1
R-HSA-3214858,Q71UI9
R-HSA-9937848,Q9P2D1
R-HSA-9937848,Q9HCK8
R-HSA-9937848,P49711
R-HSA-9937848,P03466
R-HSA-9937848,Q8N257
R-HSA-9937848,Q93079
R-HSA-9937848,P58876
R-HSA-9937848,Q16778
R-HSA-9937848,O60814
R-HSA-9937848,Q99880
R-HSA-9937848,P33778
R-HSA-9937848,Q99877
R-HSA-9937848,Q96A08
R-HSA-9937848,P23527
R-HSA-9937848,Q99879
R-HSA-9937848,P06899
R-HSA-9937848,P57053
R-HSA-9937848,P62807
R-HSA-9937848,Q71DI3
R-HSA-9937848,P84243
R-HSA-9937848,P68431
R-HSA-9937848,Q6FI13
R-HSA-9937848,P20671
R-HSA-9937848,Q16777
R-HSA-9937848,P04908
R-HSA-9937848,P16104
R-HSA-9937848,P0C5Y9
R-HSA-9937848,Q99878
R-HSA-9937848,Q93077
R-HSA-9937848,Q9BTM1
R-HSA-9937848,Q71UI9
R-HSA-9937848,P62805
R-HSA-9937848,Q8TD26
R-HSA-9937848,P03431
R-HSA-9937848,P03428
R-HSA-9937848,P03433
R-HSA-9937848,P61964
R-HSA-9937848,P35222
R-HSA-9937848,Q9H5Z6
R-HSA-9937848,O60675
R-HSA-9937848,Q16236
R-HSA-9937848,Q09472
R-HSA-9937848,Q92793
R-HSA-9937848,P15923
R-HSA-9937848,Q99081
R-HSA-9937848,P15884
R-HSA-9937848,P15172
R-HSA-9937848,O14647
R-HSA-9937848,Q8IWX8
R-HSA-9937848,O75940
R-HSA-9937848,P08579
R-HSA-9937848,Q7L014
R-HSA-9937848,O15042
R-HSA-9937848,Q9UHX1
R-HSA-9937848,Q96I25
R-HSA-9937848,Q13435
R-HSA-9937848,Q9Y3B4
R-HSA-9937848,Q9BWJ5
R-HSA-9937848,Q15427
R-HSA-9937848,Q15393
R-HSA-9937848,Q86XP3
R-HSA-9937848,O75533
R-HSA-9937848,Q7RTV0
R-HSA-9937848,O43143
R-HSA-9937848,P09661
R-HSA-9937848,P62314
R-HSA-9937848,P62304
R-HSA-9937848,P62318
R-HSA-9937848,P62306
R-HSA-9937848,P62316
R-HSA-9937848,P63162
R-HSA-9937848,P14678
R-HSA-9937848,P62308
R-HSA-9937848,Q12874
R-HSA-9937848,Q15428
R-HSA-9937848,Q15459
R-HSA-9937848,Q8WVC0
R-HSA-9937848,Q9GZS3
R-HSA-9937848,Q6PD62
R-HSA-9937848,Q6P1J9
R-HSA-9937848,Q8N7H5
R-HSA-9937848,Q92541
R-HSA-9937848,Q9Y5B9
R-HSA-9937848,Q08945
R-HSA-9937848,O14646
R-HSA-9937848,Q14839
R-HSA-9937848,P83916
R-HSA-9937848,Q6IQ32
R-HSA-9937848,Q9H2P0
R-HSA-9937848,Q13185
R-HSA-9937848,Q8WXI9
R-HSA-9937848,P63165
R-HSA-9937848,P63279
R-HSA-9937848,Q9UBB5
R-HSA-9937848,O95983
R-HSA-9937848,Q86YP4
R-HSA-9937848,Q09028
R-HSA-9937848,Q16576
R-HSA-9937848,Q9BTC8
R-HSA-9937848,O94776
R-HSA-9937848,Q13330
R-HSA-9937848,Q92769
R-HSA-9937848,Q13547
R-HSA-9937848,O14519
R-HSA-9937848,O75956
R-HSA-9937848,Q8TDI0
R-HSA-9937848,Q12873
R-HSA-9937848,Q17R98
R-HSA-9937848,P24468
R-HSA-9937848,P49116
R-HSA-9937848,Q9ULU4
R-HSA-9937848,Q9HCE3
R-HSA-9937848,Q8N1G0
R-HSA-9937848,Q92610
R-HSA-9937848,Q9Y242
R-HSA-9937848,Q13422
R-HSA-9937848,Q9UKS7
R-HSA-9937848,Q9UKT9
