pathwayID,entityID
R-HSA-5624958,O43924
R-HSA-5624958,Q9NRR6
R-HSA-5624958,Q3SXY8
R-HSA-1592230,Q9UBK2
R-HSA-1592230,Q16656
R-HSA-1592230,Q5VV67
R-HSA-1592230,Q06546
R-HSA-1592230,Q86YN6
R-HSA-1592230,P99999
R-HSA-1592230,P51610
R-HSA-1592230,Q9NR19
R-HSA-1592230,P04179
R-HSA-1592230,P00367
R-HSA-1592230,P49448
R-HSA-1592230,P48735
R-HSA-1592230,Q00059
R-HSA-1592230,P38646
R-HSA-1592230,Q5TGZ0
R-HSA-1592230,Q16891
R-HSA-1592230,Q9BRQ6
R-HSA-1592230,Q9NVH1
R-HSA-1592230,Q9BUR5
R-HSA-1592230,Q5XKP0
R-HSA-1592230,Q6UXV4
R-HSA-1592230,Q9NX63
R-HSA-1592230,Q13505
R-HSA-1592230,O75431
R-HSA-1592230,Q9Y512
R-HSA-1592230,P17152
R-HSA-1592230,Q99766
R-HSA-1592230,P48047
R-HSA-1592230,P25705
R-HSA-1592230,P06576
R-HSA-1592230,P56381
R-HSA-1592230,P36542
R-HSA-1592230,P30049
R-HSA-1592230,O75947
R-HSA-1592230,Q96IX5
R-HSA-1592230,P56134
R-HSA-1592230,P24539
R-HSA-1592230,P18859
R-HSA-1592230,P56385
R-HSA-1592230,P00846
R-HSA-1592230,O75964
R-HSA-1592230,P03928
R-HSA-1592230,P56378
R-HSA-1592230,Q06055
R-HSA-1592230,P05496
R-HSA-1592230,P48201
R-HSA-1852241,Q9UBK2
R-HSA-1852241,Q16656
R-HSA-1852241,Q5VV67
R-HSA-1852241,Q06546
R-HSA-1852241,Q86YN6
R-HSA-1852241,P99999
R-HSA-1852241,P51610
R-HSA-1852241,Q9NR19
R-HSA-1852241,P04179
R-HSA-1852241,P00367
R-HSA-1852241,P49448
R-HSA-1852241,P48735
R-HSA-1852241,Q00059
R-HSA-1852241,P38646
R-HSA-1852241,Q5TGZ0
R-HSA-1852241,Q16891
R-HSA-1852241,Q9BRQ6
R-HSA-1852241,Q9NVH1
R-HSA-1852241,Q9BUR5
R-HSA-1852241,Q5XKP0
R-HSA-1852241,Q6UXV4
R-HSA-1852241,Q9NX63
R-HSA-1852241,Q13505
R-HSA-1852241,O75431
R-HSA-1852241,Q9Y512
R-HSA-1852241,P17152
R-HSA-1852241,Q99766
R-HSA-1852241,P48047
R-HSA-1852241,P25705
R-HSA-1852241,P06576
R-HSA-1852241,P56381
R-HSA-1852241,P36542
R-HSA-1852241,P30049
R-HSA-1852241,O75947
R-HSA-1852241,Q96IX5
R-HSA-1852241,P56134
R-HSA-1852241,P24539
R-HSA-1852241,P18859
R-HSA-1852241,P56385
R-HSA-1852241,P00846
R-HSA-1852241,O75964
R-HSA-1852241,P03928
R-HSA-1852241,P56378
R-HSA-1852241,Q06055
R-HSA-1852241,P05496
R-HSA-1852241,P48201
R-HSA-1852241,Q96ST8
R-HSA-1852241,Q96NL6
R-HSA-1852241,Q4AC94
R-HSA-1852241,Q9HC77
R-HSA-1852241,Q66GS9
R-HSA-1852241,P43034
R-HSA-1852241,Q5TB80
R-HSA-1852241,O75935
R-HSA-1852241,Q5BJF6
R-HSA-1852241,P68371
R-HSA-1852241,P68366
R-HSA-1852241,Q9BV73
R-HSA-1852241,P30153
R-HSA-1852241,O43805
R-HSA-1852241,P51955
R-HSA-1852241,Q15154
R-HSA-1852241,Q14204
R-HSA-1852241,P41208
R-HSA-1852241,P31323
R-HSA-1852241,P61163
R-HSA-1852241,Q86XR8
R-HSA-1852241,Q15051
R-HSA-1852241,Q14008
R-HSA-1852241,Q86SQ7
R-HSA-1852241,P61981
R-HSA-1852241,Q8TEP8
R-HSA-1852241,Q9P209
R-HSA-1852241,Q8TCU4
R-HSA-1852241,Q7Z460
R-HSA-1852241,O75665
R-HSA-1852241,P48730
R-HSA-1852241,P17612
R-HSA-1852241,O43303
R-HSA-1852241,O95684
R-HSA-1852241,O15078
R-HSA-1852241,O00444
R-HSA-1852241,O94986
R-HSA-1852241,P04350
R-HSA-1852241,Q8IW35
R-HSA-1852241,Q5T7B8
R-HSA-1852241,Q71U36
R-HSA-1852241,Q96SN8
R-HSA-1852241,Q9UPN4
R-HSA-1852241,Q8NHQ1
R-HSA-1852241,Q99996
R-HSA-1852241,Q15691
R-HSA-1852241,Q9NXR1
R-HSA-1852241,Q8TAP6
R-HSA-1852241,Q5JTW2
R-HSA-1852241,P53350
R-HSA-1852241,P62258
R-HSA-1852241,P23258
R-HSA-1852241,Q13409
R-HSA-1852241,Q9Y2I6
R-HSA-1852241,Q7Z7A1
R-HSA-1852241,P63167
R-HSA-1852241,Q9NVX0
R-HSA-1852241,Q68CZ6
R-HSA-1852241,Q96CS2
R-HSA-1852241,O94927
R-HSA-1852241,Q9BT25
R-HSA-1852241,Q9H6D7
R-HSA-1852241,Q7Z4H7
R-HSA-1852241,Q99871
R-HSA-1852241,Q8NHV4
R-HSA-1852241,Q9BYV8
R-HSA-1852241,A8K8P3
R-HSA-1852241,Q13561
R-HSA-1852241,O95613
R-HSA-1852241,P07900
R-HSA-1852241,Q96MT8
R-HSA-1852241,P06493
R-HSA-1852241,P49674
R-HSA-1852241,P07437
R-HSA-1852241,Q9UPV0
R-HSA-1852241,Q8TES7
R-HSA-1852241,Q9Y592
R-HSA-1852241,Q6IQ55
R-HSA-1852241,P62491
R-HSA-1852241,Q96QF0
R-HSA-1852241,Q9P2K1
R-HSA-1852241,Q9P0N5
R-HSA-1852241,Q2MV58
R-HSA-1852241,Q96GX1
R-HSA-1852241,Q8N157
R-HSA-1852241,Q5HYA8
R-HSA-1852241,Q9BPU9
R-HSA-1852241,Q9NXB0
R-HSA-1852241,Q9UPM9
R-HSA-1852241,Q6NUS6
R-HSA-1852241,Q96L34
R-HSA-1852241,O15259
R-HSA-1852241,Q68CZ1
R-HSA-1852241,O75161
R-HSA-1852241,P61006
R-HSA-1852241,Q9HBG6
R-HSA-1852241,Q7Z4L5
R-HSA-1852241,Q8NEZ3
R-HSA-1852241,Q96FT9
R-HSA-1852241,Q96RY7
R-HSA-1852241,Q9P2L0
R-HSA-1852241,Q9P2E2
R-HSA-1852241,Q92973
R-HSA-1852241,Q13099
R-HSA-1852241,Q9BW83
R-HSA-1852241,Q9P2H3
R-HSA-1852241,Q9NWB7
R-HSA-1852241,Q8TDR0
R-HSA-1852241,Q96LB3
R-HSA-1852241,Q96AJ1
R-HSA-1852241,Q9Y366
R-HSA-1852241,A0AVF1
R-HSA-1852241,Q8WYA0
R-HSA-1852241,Q9Y547
R-HSA-1852241,Q9NQC8
R-HSA-1852241,Q9H7X7
R-HSA-1852241,Q9UG01
R-HSA-1852241,Q86WT1
R-HSA-1852241,Q8N4P2
R-HSA-1852241,Q8IY31
R-HSA-1852241,Q15643
R-HSA-1852241,Q96EX3
R-HSA-1852241,Q8NCM8
R-HSA-1852241,Q8WVS4
R-HSA-1852241,Q8TCX1
R-HSA-1852241,Q8TF09
R-HSA-1852241,Q96FJ2
R-HSA-1852241,Q8N7M0
R-HSA-1852241,Q9NP97
R-HSA-1852241,Q8IZS6
R-HSA-1852241,Q8WW35
R-HSA-1852241,Q92845
R-HSA-1852241,Q9Y496
R-HSA-1852241,O43924
R-HSA-1852241,Q9NRR6
R-HSA-1852241,Q3SXY8
R-HSA-1852241,O75154
R-HSA-1852241,Q9ULH1
R-HSA-1852241,P18085
R-HSA-1852241,P98161
R-HSA-1852241,Q13563
R-HSA-1852241,P08100
R-HSA-1852241,Q14028
R-HSA-1852241,Q8IV77
R-HSA-1852241,Q16280
R-HSA-1852241,O00471
R-HSA-1852241,Q8TAG9
R-HSA-1852241,Q96A65
R-HSA-1852241,Q9UPT5
R-HSA-1852241,Q96KP1
R-HSA-1852241,Q9NV70
R-HSA-1852241,O60645
R-HSA-1852241,Q8IYI6
R-HSA-1852241,Q9NQ48
R-HSA-1852241,Q8NFJ9
R-HSA-1852241,Q8TAM2
R-HSA-1852241,A8MTZ0
R-HSA-1852241,Q8N3I7
R-HSA-1852241,Q9BXC9
R-HSA-1852241,Q96RK4
R-HSA-1852241,Q8IWZ6
R-HSA-1852241,Q3SYG4
R-HSA-1852241,Q9H0F7
R-HSA-1852241,Q99705
R-HSA-1852241,Q99835
R-HSA-1852241,P32745
R-HSA-1852241,O75695
R-HSA-1852241,P36405
R-HSA-1852241,A6NIH7
R-HSA-1852241,Q7Z494
R-HSA-1852241,Q717R9
R-HSA-2151209,Q9UBK2
R-HSA-5620912,Q96ST8
R-HSA-5620912,Q96NL6
R-HSA-5620912,Q4AC94
R-HSA-5620912,Q9HC77
R-HSA-5620912,Q66GS9
R-HSA-5620912,P43034
R-HSA-5620912,Q5TB80
R-HSA-5620912,O75935
R-HSA-5620912,Q5BJF6
R-HSA-5620912,P68371
R-HSA-5620912,P68366
R-HSA-5620912,Q9BV73
R-HSA-5620912,P30153
R-HSA-5620912,O43805
R-HSA-5620912,P51955
R-HSA-5620912,Q15154
R-HSA-5620912,Q14204
R-HSA-5620912,P41208
R-HSA-5620912,P31323
R-HSA-5620912,P61163
R-HSA-5620912,Q86XR8
R-HSA-5620912,Q15051
