pathwayID,entityID
R-HSA-8964046,Q0VD83
R-HSA-8964046,P02654
R-HSA-8964046,P04114
R-HSA-8964046,P55056
R-HSA-8964046,P98155
R-HSA-8964046,Q86X29
R-HSA-382551,P41181
R-HSA-382551,P22612
R-HSA-382551,P17612
R-HSA-382551,P22694
R-HSA-382551,P31321
R-HSA-382551,P10644
R-HSA-382551,P31323
R-HSA-382551,P13861
R-HSA-382551,P01185
R-HSA-382551,P30518
R-HSA-382551,Q9UK08
R-HSA-382551,O60262
R-HSA-382551,P59768
R-HSA-382551,Q9UBI6
R-HSA-382551,P61952
R-HSA-382551,P63218
R-HSA-382551,Q9P2W3
R-HSA-382551,P50151
R-HSA-382551,O14610
R-HSA-382551,P50150
R-HSA-382551,P63211
R-HSA-382551,P63215
R-HSA-382551,P62873
R-HSA-382551,Q9HAV0
R-HSA-382551,O14775
R-HSA-382551,P16520
R-HSA-382551,P62879
R-HSA-382551,Q5JWF2
R-HSA-382551,P63092
R-HSA-382551,Q08828
R-HSA-382551,Q8NFM4
R-HSA-382551,O60503
R-HSA-382551,O60266
R-HSA-382551,P51828
R-HSA-382551,Q08462
R-HSA-382551,O43306
R-HSA-382551,P40145
R-HSA-382551,O95622
R-HSA-382551,Q86VP6
R-HSA-382551,Q13616
R-HSA-382551,P80188
R-HSA-382551,Q8WUG5
R-HSA-382551,P21399
R-HSA-382551,P48200
R-HSA-382551,P02787
R-HSA-382551,P0CG48
R-HSA-382551,P62979
R-HSA-382551,P0CG47
R-HSA-382551,P62987
R-HSA-382551,Q9UKA1
R-HSA-382551,P63208
R-HSA-382551,Q15843
R-HSA-382551,P02786
R-HSA-382551,P38606
R-HSA-382551,Q16864
R-HSA-382551,Q9Y5K8
R-HSA-382551,Q9UI12
R-HSA-382551,P27449
R-HSA-382551,Q99437
R-HSA-382551,Q96LB4
R-HSA-382551,O75348
R-HSA-382551,O95670
R-HSA-382551,P36543
R-HSA-382551,Q96A05
R-HSA-382551,P15313
R-HSA-382551,P21281
R-HSA-382551,Q8NEY4
R-HSA-382551,P21283
R-HSA-382551,O15342
R-HSA-382551,Q8NHE4
R-HSA-382551,P61421
R-HSA-382551,Q8N8Y2
R-HSA-382551,Q93050
R-HSA-382551,Q9HBG4
