pathwayID,entityID
R-HSA-139910,Q96LC9
R-HSA-139910,Q96FJ2
R-HSA-111452,Q16611
R-HSA-111452,P55957
R-HSA-111464,Q9NR28
R-HSA-111464,P42574
R-HSA-111464,P98170
R-HSA-111464,P99999
R-HSA-111464,O14727
R-HSA-111464,P55211
R-HSA-111464,P55210
R-HSA-3371378,Q14790
R-HSA-3371378,Q13158
R-HSA-3371378,Q12933
R-HSA-3371378,Q13546
R-HSA-3371378,Q15628
R-HSA-3371378,P50591
R-HSA-3371378,O14763
R-HSA-3371378,O00220
R-HSA-3371378,P25445
R-HSA-3371378,P48023
R-HSA-352238,P55212
R-HSA-352238,P20700
R-HSA-5218900,Q14790
R-HSA-5218900,P25445
R-HSA-5218900,P48023
R-HSA-5218900,Q13158
R-HSA-5218900,P50591
R-HSA-5218900,Q12933
R-HSA-5218900,Q13546
R-HSA-5218900,Q15628
R-HSA-5357801,P57764
R-HSA-5357801,P09429
R-HSA-5357801,P01584
R-HSA-5357801,Q14116
R-HSA-5357801,P01583
R-HSA-5357801,O60443
R-HSA-5357801,P10914
R-HSA-5357801,P14316
R-HSA-5357801,Q9H3D4
R-HSA-5357801,P04637
R-HSA-5357801,P99999
R-HSA-5357801,Q13546
R-HSA-5357801,Q9Y572
R-HSA-5357801,Q8NB16
R-HSA-5357801,P68036
R-HSA-5357801,P0CG48
R-HSA-5357801,P62979
R-HSA-5357801,P0CG47
R-HSA-5357801,P62987
R-HSA-5357801,Q96J02
R-HSA-5357801,Q13158
R-HSA-5357801,Q12933
R-HSA-5357801,Q15628
R-HSA-5357801,Q14790
R-HSA-5357801,P25445
R-HSA-5357801,P48023
R-HSA-5357801,P50591
R-HSA-5357801,Q8WUM4
R-HSA-5357801,O00560
R-HSA-5357801,Q16543
R-HSA-5357801,P07900
R-HSA-5357801,Q13489
R-HSA-5357801,Q13490
R-HSA-5357801,P98170
R-HSA-5357801,Q96FA3
R-HSA-5357801,O60260
R-HSA-5357801,Q9UNE7
R-HSA-5357801,Q14254
R-HSA-5357801,O75955
R-HSA-5357801,O60313
R-HSA-5357801,Q13177
R-HSA-5357801,A1A4S6
R-HSA-5357801,O00429
R-HSA-5357801,Q9Y6E0
R-HSA-5357801,Q9P289
R-HSA-5357801,Q13464
R-HSA-5357801,Q04759
R-HSA-5357801,Q05655
R-HSA-5357801,P55212
R-HSA-5357801,P20700
R-HSA-5357801,P49354
R-HSA-5357801,Q01826
R-HSA-5357801,Q9UKV3
R-HSA-5357801,P08670
R-HSA-5357801,P06396
R-HSA-5357801,Q15149
R-HSA-5357801,Q13813
R-HSA-5357801,Q9UJU6
R-HSA-5357801,P10636
R-HSA-5357801,O43903
R-HSA-5357801,P35611
R-HSA-5357801,Q9HAW4
R-HSA-5357801,P51572
R-HSA-5357801,P55210
R-HSA-5357801,Q05397
R-HSA-5357801,P25054
R-HSA-5357801,P51813
R-HSA-5357801,Q14126
R-HSA-5357801,Q13835
R-HSA-5357801,P12830
R-HSA-5357801,Q02413
R-HSA-5357801,P15924
R-HSA-5357801,Q16625
R-HSA-5357801,P35222
R-HSA-5357801,P32926
R-HSA-5357801,Q07157
R-HSA-5357801,Q9UDY2
R-HSA-5357801,P16402
R-HSA-5357801,P07305
R-HSA-5357801,Q02539
R-HSA-5357801,P10412
R-HSA-5357801,P16401
R-HSA-5357801,P16403
R-HSA-5357801,O76075
R-HSA-5357801,P42574
R-HSA-5357801,P26583
R-HSA-5357801,P52294
R-HSA-5357801,Q14974
R-HSA-5357801,O00273
R-HSA-5357801,O14763
R-HSA-5357801,O00220
R-HSA-5357801,Q86XR7
R-HSA-5357801,O00206
R-HSA-5357801,Q9Y6Y9
R-HSA-5357801,P08571
R-HSA-5357801,Q8IUC6
R-HSA-5357801,P53355
R-HSA-5357801,O43293
R-HSA-5357801,Q9UIK4
R-HSA-5357801,Q8IZJ1
R-HSA-5357801,P43146
R-HSA-5357801,Q6ZN44
R-HSA-5357801,Q9UKG1
R-HSA-5357801,P55211
R-HSA-5357801,Q9Y5V3
R-HSA-5357801,Q16611
R-HSA-5357801,P55957
R-HSA-5357801,Q96LC9
R-HSA-5357801,Q96FJ2
R-HSA-5357801,Q13625
R-HSA-5357801,Q96KQ4
R-HSA-5357801,O15350
R-HSA-5357801,Q01094
R-HSA-5357801,Q14188
R-HSA-5357801,Q14186
R-HSA-5357801,Q9BXH1
R-HSA-5357801,Q13794
R-HSA-5357801,O43521
R-HSA-5357801,P63167
R-HSA-5357801,P10415
R-HSA-5357801,Q92934
R-HSA-5357801,P63104
R-HSA-5357801,P61981
R-HSA-5357801,P27348
R-HSA-5357801,Q04917
R-HSA-5357801,P31946
R-HSA-5357801,P62258
R-HSA-5357801,P31947
R-HSA-5357801,Q07812
R-HSA-5357801,Q07817
R-HSA-5357801,Q9NR28
R-HSA-5357801,O14727
R-HSA-5357801,Q96GX9
R-HSA-5357801,Q9Y2G2
R-HSA-5357801,Q9NQS1
R-HSA-5357801,Q9BZF9
R-HSA-5357801,Q07021
R-HSA-5357801,Q8N726
R-HSA-211728,Q13177
R-HSA-211728,A1A4S6
R-HSA-169911,O60313
