pathwayID,entityID
R-HSA-975578,P01215
R-HSA-975578,P01229
R-HSA-389957,Q99471
R-HSA-389957,O60925
R-HSA-389957,Q9NQP4
R-HSA-389957,Q9UHV9
R-HSA-389957,P61758
R-HSA-389957,O15212
R-HSA-389957,Q13885
R-HSA-389957,Q71U36
R-HSA-389957,Q9BUF5
R-HSA-389957,P68371
R-HSA-389957,Q9BQE3
R-HSA-389957,P04350
R-HSA-389957,P60709
R-HSA-389957,Q9BVA1
R-HSA-389957,P0DPH7
R-HSA-389957,P0DPH8
R-HSA-389957,P68366
R-HSA-389957,Q13509
R-HSA-389957,Q9H4B7
R-HSA-389957,P49368
R-HSA-389957,P48643
R-HSA-389957,P50990
R-HSA-389957,P78371
R-HSA-389957,Q99832
R-HSA-389957,P50991
R-HSA-389957,P17987
R-HSA-389957,P40227
R-HSA-389957,Q92526
R-HSA-204626,P63241
R-HSA-204626,Q9GZV4
R-HSA-3108232,P49792
R-HSA-3108232,P63279
R-HSA-3108232,P63165
R-HSA-3108232,Q8N2W9
R-HSA-3108232,Q9NS56
R-HSA-3108232,P61956
R-HSA-3108232,Q92481
R-HSA-3108232,P58012
R-HSA-3108232,O75030
R-HSA-3108232,Q02447
R-HSA-3108232,Q12888
R-HSA-3108232,Q14526
R-HSA-3108232,P55854
R-HSA-3108232,Q13330
R-HSA-3108232,Q92754
R-HSA-3108232,P04637
R-HSA-3108232,P26358
R-HSA-3108232,Q9UBC3
R-HSA-3108232,Q9Y6K1
R-HSA-3108232,Q92841
R-HSA-3108232,Q92793
R-HSA-3108232,Q9UBK2
R-HSA-3108232,Q9GZX5
R-HSA-3108232,Q13263
R-HSA-3108232,P17844
R-HSA-3108232,Q9UKL3
R-HSA-3108232,Q15596
R-HSA-3108232,Q99497
R-HSA-3108232,Q9H160
R-HSA-3108232,Q9Y618
R-HSA-3108232,Q9UER7
R-HSA-3108232,Q96ST3
R-HSA-3108232,Q15788
R-HSA-3108232,Q9H2X6
R-HSA-3108232,P48552
R-HSA-3108232,Q969V6
R-HSA-3108232,Q15424
R-HSA-3108232,P06748
R-HSA-3108232,Q09472
R-HSA-3108232,Q13363
R-HSA-3108232,Q9UIS9
R-HSA-3108232,P52739
R-HSA-3108232,Q9Y2X3
R-HSA-3108232,P61978
R-HSA-3108232,P07910
R-HSA-3108232,Q14164
R-HSA-3108232,Q04206
R-HSA-3108232,P19525
R-HSA-3108232,P25963
R-HSA-3108232,Q9Y6K9
R-HSA-3108232,Q00653
R-HSA-3108232,P46060
R-HSA-3108232,Q00987
R-HSA-3108232,P40337
R-HSA-3108232,P09874
R-HSA-3108232,Q01831
R-HSA-3108232,P29590
R-HSA-3108232,Q13569
R-HSA-3108232,Q8WVM7
R-HSA-3108232,O60216
R-HSA-3108232,Q8N3U4
R-HSA-3108232,Q9UQE7
R-HSA-3108232,Q14683
R-HSA-3108232,P38398
R-HSA-3108232,Q14676
R-HSA-3108232,Q8IYW5
R-HSA-3108232,P23497
R-HSA-3108232,P54132
R-HSA-3108232,O95714
R-HSA-3108232,P43351
R-HSA-3108232,Q13426
R-HSA-3108232,P27694
R-HSA-3108232,Q14191
R-HSA-3108232,P41208
R-HSA-3108232,P11473
R-HSA-3108232,Q13285
R-HSA-3108232,Q07869
R-HSA-3108232,P43354
R-HSA-3108232,P35398
R-HSA-3108232,P10275
R-HSA-3108232,P37231
R-HSA-3108232,P06401
R-HSA-3108232,P19793
R-HSA-3108232,P10828
R-HSA-3108232,P13056
R-HSA-3108232,P55055
R-HSA-3108232,P04150
R-HSA-3108232,P03372
R-HSA-3108232,P10276
R-HSA-3108232,P08235
R-HSA-3108232,Q01826
R-HSA-3108232,P62805
R-HSA-3108232,P35226
R-HSA-3108232,P35227
R-HSA-3108232,P78364
R-HSA-3108232,Q8IXK0
