pathwayID,entityID
R-HSA-9909396,P35398
R-HSA-9909396,Q09472
R-HSA-9909396,O75376
R-HSA-9909396,O15379
R-HSA-9909396,P20393
R-HSA-9909396,P51449
R-HSA-9909396,P48552
R-HSA-9909396,Q9UBK2
R-HSA-9909396,O15516
R-HSA-9909396,O00327
R-HSA-9909396,Q03164
R-HSA-9909396,Q92793
R-HSA-9909396,Q99743
R-HSA-9909396,Q13616
R-HSA-9909396,P62877
R-HSA-9909396,Q9UKT6
R-HSA-9909396,P63208
R-HSA-9909396,Q16526
R-HSA-9909396,Q49AN0
R-HSA-9909396,P51668
R-HSA-9909396,P62987
R-HSA-9909396,P0CG48
R-HSA-9909396,P0CG47
R-HSA-9909396,P62979
R-HSA-9909396,P56645
R-HSA-9909396,O15534
R-HSA-9909396,O15055
R-HSA-9909396,Q9UKT7
R-HSA-9909396,Q9Y297
R-HSA-9909396,Q9UKB1
R-HSA-9909396,P48730
R-HSA-9909396,P49674
R-HSA-9909396,Q92753
R-HSA-9933387,P35398
R-HSA-9933387,Q09472
R-HSA-9933387,O75376
R-HSA-9933387,O15379
R-HSA-9933387,P20393
R-HSA-9933387,P51449
R-HSA-9933387,P48552
R-HSA-9933387,Q9UBK2
R-HSA-9931512,O15516
R-HSA-9931512,O00327
R-HSA-9931512,Q03164
R-HSA-9931512,Q92793
R-HSA-9931510,Q03164
R-HSA-9931510,O15516
R-HSA-9931510,Q99743
R-HSA-9931510,O00327
R-HSA-9931510,Q92793
R-HSA-9932298,Q13616
R-HSA-9932298,P62877
R-HSA-9932298,Q9UKT6
R-HSA-9932298,P63208
R-HSA-9932298,Q16526
R-HSA-9932298,Q49AN0
R-HSA-9932298,P51668
R-HSA-9932298,P62987
R-HSA-9932298,P0CG48
R-HSA-9932298,P0CG47
R-HSA-9932298,P62979
R-HSA-9932298,P56645
R-HSA-9932298,O15534
R-HSA-9932298,O15055
R-HSA-9932298,Q9UKT7
R-HSA-9932298,Q9Y297
R-HSA-9932298,Q9UKB1
R-HSA-1368108,O15516
R-HSA-1368108,O00327
R-HSA-1368108,Q99743
R-HSA-9931529,O00327
R-HSA-9931529,O15516
R-HSA-9931521,Q03164
R-HSA-9931521,O00327
R-HSA-9931521,O15516
R-HSA-9931521,Q92793
R-HSA-9931521,P48730
