pathwayID,entityID
R-HSA-450385,Q07352
R-HSA-450385,Q8IU60
R-HSA-450385,Q8IZH2
R-HSA-450385,Q9NPI6
R-HSA-450385,Q9Y3B2
R-HSA-450385,Q9NPD3
R-HSA-450385,Q06265
R-HSA-450385,Q96B26
R-HSA-450385,Q5RKV6
R-HSA-450385,Q15024
R-HSA-450385,Q9NQT4
R-HSA-450385,Q13868
R-HSA-450385,Q9NQT5
R-HSA-450385,Q9Y2L1
R-HSA-450385,P31946
R-HSA-75094,Q8WW27
R-HSA-75094,P41238
R-HSA-75094,P31941
R-HSA-75094,Q9NRW3
R-HSA-75094,Q9UH17
R-HSA-75094,Q6NTF7
R-HSA-75094,Q9Y235
R-HSA-75094,Q9NQ94
R-HSA-77595,O95639
R-HSA-77595,Q9P2I0
R-HSA-77595,Q6UN15
R-HSA-77595,Q10570
R-HSA-77595,Q9UKF6
R-HSA-77595,Q9C0J8
R-HSA-77595,Q92797
R-HSA-77595,Q09161
R-HSA-77595,P52298
R-HSA-77595,Q12996
R-HSA-77595,Q05048
R-HSA-77595,O43809
R-HSA-77595,Q8N684
R-HSA-77595,Q92989
R-HSA-77595,O94913
R-HSA-77595,P51003
R-HSA-77595,Q86U42
R-HSA-77595,Q9H0L4
R-HSA-77595,P33240
R-HSA-72187,Q9Y3Y2
R-HSA-72187,Q13242
R-HSA-72187,P84103
R-HSA-72187,Q13247
R-HSA-72187,Q16629
R-HSA-72187,Q13243
R-HSA-72187,Q05519
R-HSA-72187,O60508
R-HSA-72187,Q12996
R-HSA-72187,Q05048
R-HSA-72187,O95639
R-HSA-72187,Q9P2I0
R-HSA-72187,Q6UN15
R-HSA-72187,Q10570
R-HSA-72187,Q9UKF6
R-HSA-72187,Q9C0J8
R-HSA-72187,Q92797
R-HSA-72187,O43809
R-HSA-72187,Q8N684
R-HSA-72187,Q92989
R-HSA-72187,O94913
R-HSA-72187,P51003
R-HSA-72187,Q86U42
R-HSA-72187,O95391
R-HSA-72187,O15234
R-HSA-72187,Q9Y5S9
R-HSA-72187,P38919
R-HSA-72187,Q15287
R-HSA-72187,Q9BZI7
R-HSA-72187,Q8IYB3
R-HSA-72187,Q86V81
R-HSA-72187,Q07955
R-HSA-72187,Q09161
R-HSA-72187,P52298
R-HSA-72187,P26368
R-HSA-72187,Q08170
R-HSA-72187,Q92620
R-HSA-72187,Q01130
R-HSA-72187,Q8WU68
R-HSA-72187,Q01081
R-HSA-72187,Q9H0L4
R-HSA-72187,P33240
R-HSA-72187,P61326
R-HSA-72187,Q96A72
R-HSA-72187,O75152
R-HSA-72187,P82979
R-HSA-72187,Q13769
R-HSA-72187,Q6I9Y2
R-HSA-72187,Q8NI27
R-HSA-72187,Q96FV9
R-HSA-72187,Q86W42
R-HSA-72187,Q96J01
R-HSA-72187,Q13838
R-HSA-72187,O00148
R-HSA-72187,Q9P127
R-HSA-72187,Q96QD9
R-HSA-72187,Q9BY77
R-HSA-72187,P52756
R-HSA-72187,O43719
R-HSA-72187,Q12972
R-HSA-72187,Q8IWZ8
R-HSA-72187,Q14498
R-HSA-72187,P09012
R-HSA-72187,P14678
R-HSA-72187,P62306
R-HSA-72187,P62304
R-HSA-72187,P62316
R-HSA-72187,P62314
R-HSA-72187,P62308
R-HSA-72187,P62318
R-HSA-72187,P09234
R-HSA-72187,P08621
R-HSA-72187,Q08211
R-HSA-72187,P49756
R-HSA-72187,O14776
R-HSA-72187,O15514
R-HSA-72187,P53803
R-HSA-72187,P61218
R-HSA-72187,P30876
R-HSA-72187,P52435
R-HSA-72187,P36954
R-HSA-72187,P19387
R-HSA-72187,P19388
R-HSA-72187,P24928
R-HSA-72187,P62875
R-HSA-72187,P62487
R-HSA-72187,P52434
R-HSA-72187,P35269
R-HSA-72187,P13984
R-HSA-72187,Q9BXP5
R-HSA-72187,P17844
R-HSA-72187,O75400
R-HSA-72187,O75937
R-HSA-72187,Q15459
