pathwayID,nbID
R-HSA-2173789,46
R-HSA-112412,8
R-HSA-9013507,25
R-HSA-169893,15
R-HSA-170968,12
R-HSA-9911233,4
R-HSA-187042,3
R-HSA-9012999,452
R-HSA-388396,637
R-HSA-2428933,12
R-HSA-112411,10
R-HSA-5627123,21
R-HSA-5625900,20
R-HSA-3238698,26
R-HSA-5218920,29
R-HSA-397795,32
R-HSA-9013508,25
R-HSA-5654708,28
R-HSA-1250347,17
R-HSA-109704,50
R-HSA-375276,200
R-HSA-418597,49
R-HSA-111995,2
R-HSA-198745,3
R-HSA-5663220,122
R-HSA-8851907,6
R-HSA-9024909,2
R-HSA-195258,275
R-HSA-2979096,25
R-HSA-5218921,20
R-HSA-182971,31
R-HSA-111885,90
R-HSA-109703,2
R-HSA-5632681,8
R-HSA-390650,4
R-HSA-5675221,44
R-HSA-8964616,20
R-HSA-9851151,4
R-HSA-9839383,11
R-HSA-9031525,5
R-HSA-419771,9
R-HSA-5654706,22
R-HSA-418038,16
R-HSA-390651,5
R-HSA-114508,27
R-HSA-9009391,79
R-HSA-9706574,35
R-HSA-5658623,13
R-HSA-5365859,22
R-HSA-8857538,6
R-HSA-6803529,26
R-HSA-426048,5
R-HSA-8943723,9
R-HSA-8875791,3
R-HSA-205017,3
R-HSA-2473224,4
R-HSA-5654719,22
R-HSA-418594,317
R-HSA-75893,61
R-HSA-4608870,51
R-HSA-9839373,46
R-HSA-202040,24
R-HSA-9706019,10
R-HSA-9034864,10
R-HSA-9839397,3
R-HSA-8939211,194
R-HSA-5654716,29
R-HSA-193634,8
R-HSA-5654704,21
R-HSA-9839406,4
R-HSA-5626467,11
R-HSA-187037,117
R-HSA-73887,160
R-HSA-4641257,42
R-HSA-5673000,35
R-HSA-170984,7
R-HSA-8948747,9
R-HSA-9701898,11
R-HSA-8849468,5
R-HSA-5357956,29
R-HSA-3769402,44
R-HSA-1251932,4
R-HSA-9006335,26
R-HSA-6807004,21
R-HSA-416482,80
R-HSA-5610780,47
R-HSA-5674499,6
R-HSA-2586552,11
R-HSA-4641258,44
R-HSA-8875878,29
R-HSA-373076,335
R-HSA-9035034,42
R-HSA-187024,5
R-HSA-9648002,22
R-HSA-5368598,5
R-HSA-8849469,9
R-HSA-9026527,4
R-HSA-110056,11
R-HSA-9696264,42
R-HSA-444209,5
R-HSA-5654738,78
R-HSA-190239,14
R-HSA-5674135,39
R-HSA-5654726,35
R-HSA-196299,17
R-HSA-9032759,5
R-HSA-187015,7
R-HSA-165158,4
R-HSA-5684996,284
R-HSA-5635851,3
R-HSA-9634597,47
R-HSA-9696273,42
R-HSA-5654727,37
R-HSA-201451,31
R-HSA-201681,190
R-HSA-8875513,5
R-HSA-198693,10
R-HSA-390696,9
R-HSA-190322,14
R-HSA-205025,6
R-HSA-193648,59
R-HSA-389397,8
R-HSA-5658442,56
R-HSA-5654712,23
R-HSA-5654700,29
R-HSA-5654736,56
R-HSA-444821,8
R-HSA-8852405,5
R-HSA-190236,97
R-HSA-193639,17
R-HSA-9027284,15
R-HSA-1253288,11
R-HSA-9018519,119
R-HSA-418217,20
R-HSA-9716542,675
R-HSA-8875656,10
R-HSA-198203,9
R-HSA-420092,34
R-HSA-165159,52
R-HSA-177504,14
R-HSA-205043,16
R-HSA-9026519,11
R-HSA-9027283,7
R-HSA-5627117,19
R-HSA-9024446,48
R-HSA-1227986,56
R-HSA-198323,14
R-HSA-418555,161
R-HSA-1236394,62
R-HSA-5654710,19
R-HSA-8849474,4
R-HSA-74751,61
R-HSA-209543,14
R-HSA-9604323,45
R-HSA-881907,19
R-HSA-9006115,27
R-HSA-8964315,18
R-HSA-416476,220
R-HSA-4420097,98
R-HSA-8948751,56
R-HSA-5673001,277
R-HSA-1912408,65
R-HSA-74752,89
R-HSA-9032500,7
R-HSA-9734091,2
R-HSA-9013026,71
