pathwayID,nbID
R-HSA-9027277,7
R-HSA-187687,36
R-HSA-5654732,30
R-HSA-5654720,20
R-HSA-1358803,14
R-HSA-1295596,16
R-HSA-186797,55
R-HSA-162582,2586
R-HSA-5627083,3
R-HSA-77387,30
R-HSA-194315,659
R-HSA-5099900,15
R-HSA-1307965,3
R-HSA-9034013,2
R-HSA-166520,139
R-HSA-190377,11
R-HSA-8849472,3
R-HSA-9013148,155
R-HSA-8848021,58
R-HSA-9027276,12
R-HSA-391906,5
R-HSA-193697,9
R-HSA-419408,14
R-HSA-5654733,31
R-HSA-177929,55
R-HSA-9013694,73
R-HSA-8849473,5
R-HSA-373080,97
R-HSA-380095,5
R-HSA-354192,28
R-HSA-5357905,52
R-HSA-9013149,185
R-HSA-1963642,18
R-HSA-111957,4
R-HSA-111933,35
R-HSA-9013695,20
R-HSA-5358351,124
R-HSA-209563,4
R-HSA-4641262,31
R-HSA-9034015,19
R-HSA-190242,20
R-HSA-190375,14
R-HSA-201688,8
R-HSA-8849470,6
R-HSA-212718,9
R-HSA-195721,287
R-HSA-391908,9
R-HSA-111932,10
R-HSA-5654743,43
R-HSA-392451,25
R-HSA-1433557,45
R-HSA-2197563,12
R-HSA-4641263,21
R-HSA-190374,4
R-HSA-190241,23
R-HSA-4086400,79
R-HSA-112043,49
R-HSA-201556,31
R-HSA-354194,15
R-HSA-5610787,88
R-HSA-170660,10
R-HSA-8849471,15
R-HSA-9696270,43
R-HSA-1980143,75
R-HSA-5610783,47
R-HSA-1912420,18
R-HSA-157118,199
R-HSA-1963640,19
R-HSA-5358346,52
R-HSA-5654219,18
R-HSA-500792,472
R-HSA-9006925,317
R-HSA-190373,14
R-HSA-74713,5
R-HSA-417973,4
R-HSA-2179392,10
R-HSA-1250196,28
R-HSA-74749,10
R-HSA-1257604,277
R-HSA-9032845,6
R-HSA-5654741,43
R-HSA-8874081,18
R-HSA-1433559,16
R-HSA-5140745,13
R-HSA-166208,24
R-HSA-9013420,40
R-HSA-380972,29
R-HSA-4641265,12
R-HSA-194306,4
R-HSA-190372,13
R-HSA-9017802,8
R-HSA-5610785,47
R-HSA-419812,11
R-HSA-1980145,36
R-HSA-391903,15
R-HSA-9029569,38
R-HSA-8948700,8
R-HSA-6807070,126
R-HSA-1912422,81
R-HSA-180292,17
R-HSA-5654689,23
R-HSA-9632974,5
R-HSA-186763,31
R-HSA-8863795,32
R-HSA-9006927,58
R-HSA-190371,7
R-HSA-9028335,7
R-HSA-112399,55
R-HSA-5668599,24
R-HSA-9013106,75
R-HSA-3296197,3
R-HSA-5362517,41
R-HSA-9029558,9
R-HSA-5687128,76
R-HSA-204998,76
R-HSA-167060,4
R-HSA-190370,8
R-HSA-209560,13
R-HSA-9013422,23
R-HSA-1502540,17
R-HSA-2028269,20
R-HSA-5632684,72
R-HSA-5654699,28
R-HSA-5654687,35
R-HSA-198725,61
R-HSA-5654227,14
R-HSA-2173791,16
R-HSA-9031528,5
R-HSA-9603381,6
R-HSA-9013423,94
R-HSA-6785631,18
R-HSA-2428928,59
R-HSA-180336,15
R-HSA-1250342,11
R-HSA-5654688,25
R-HSA-388479,6
R-HSA-5654228,15
R-HSA-372790,714
R-HSA-9634635,7
R-HSA-380108,57
R-HSA-9006934,540
R-HSA-112409,24
R-HSA-1489509,41
R-HSA-6811558,126
R-HSA-8865999,5
R-HSA-9652282,4
R-HSA-9013424,37
R-HSA-193692,11
R-HSA-111997,35
R-HSA-2173793,51
R-HSA-9036866,4
R-HSA-1306955,6
R-HSA-9715370,8
R-HSA-9634638,24
R-HSA-3858494,131
R-HSA-9013425,5
R-HSA-5683057,323
R-HSA-111996,37
R-HSA-444473,9
R-HSA-9842663,14
R-HSA-199920,7
R-HSA-9006936,157
R-HSA-194138,108
R-HSA-202670,13
R-HSA-9839389,8
R-HSA-201722,61
R-HSA-5666185,9
R-HSA-1912399,6
R-HSA-417957,12
R-HSA-2122947,49
R-HSA-193670,6
R-HSA-111931,20
R-HSA-5635838,18
R-HSA-9623433,9
R-HSA-375280,43
R-HSA-5357786,26
R-HSA-2173795,30
R-HSA-171007,14
R-HSA-2428924,62
R-HSA-193681,3
R-HSA-5626978,6
R-HSA-5654696,35
R-HSA-9026357,2
R-HSA-6806942,6
R-HSA-9034793,3
R-HSA-5654695,26
R-HSA-2173796,36
R-HSA-9013404,88
R-HSA-170670,14
R-HSA-8847993,16
R-HSA-9025046,2
R-HSA-5625970,11
R-HSA-5625740,62
R-HSA-167021,3
R-HSA-75157,5
R-HSA-6806834,68
R-HSA-194313,8
R-HSA-390648,5
R-HSA-420499,40
R-HSA-9028731,12
R-HSA-9013405,53
R-HSA-9006931,269
R-HSA-4086398,60
R-HSA-9603505,3
R-HSA-112040,54
R-HSA-4411364,8
R-HSA-2122948,31
R-HSA-5625886,35
R-HSA-167044,21
R-HSA-75158,8
R-HSA-8851805,12
R-HSA-9031628,39
R-HSA-165181,5
R-HSA-375281,13
R-HSA-5654693,26
R-HSA-5654221,21
R-HSA-9013406,59
R-HSA-9013418,23
R-HSA-198753,22
R-HSA-198765,2
R-HSA-372708,15
R-HSA-3772470,15
R-HSA-9013419,7
R-HSA-180024,24
R-HSA-5362798,8
R-HSA-195253,70
R-HSA-5663213,36
R-HSA-165160,2
R-HSA-199418,133
R-HSA-9013407,37
R-HSA-193704,98
R-HSA-9013408,74
R-HSA-8875555,11
R-HSA-195399,8
R-HSA-390666,12
R-HSA-163615,18
R-HSA-9012852,49
R-HSA-1251985,34
R-HSA-8980692,150
R-HSA-8943724,60
R-HSA-2173788,26
R-HSA-2404192,63
R-HSA-179812,14
R-HSA-9013700,11
R-HSA-9013409,55
R-HSA-170834,93
R-HSA-187706,5
R-HSA-9839394,25
