pathwayID,nbID
R-HSA-8963888,10
R-HSA-4608870,51
R-HSA-446353,16
R-HSA-1170546,15
R-HSA-189483,16
R-HSA-73929,45
R-HSA-1834941,16
R-HSA-9617629,10
R-HSA-3928664,19
R-HSA-8864260,37
R-HSA-164843,13
R-HSA-6799198,68
R-HSA-68886,380
R-HSA-5655253,49
R-HSA-380287,81
R-HSA-264876,25
R-HSA-9956522,1
R-HSA-193634,8
R-HSA-9702600,1
R-HSA-5654716,18
R-HSA-3371598,1
R-HSA-168325,52
R-HSA-9673202,3
R-HSA-8939247,5
R-HSA-1222499,35
R-HSA-9020591,46
R-HSA-73621,12
R-HSA-211897,66
R-HSA-8853659,38
R-HSA-727802,9
R-HSA-5626467,11
R-HSA-9637679,1
R-HSA-73887,160
R-HSA-561048,5
R-HSA-5619113,2
R-HSA-9648025,98
R-HSA-5660686,1
R-HSA-2894862,59
R-HSA-425410,44
R-HSA-2474795,13
R-HSA-199991,586
R-HSA-8849468,5
R-HSA-72689,102
R-HSA-9006335,26
R-HSA-432142,17
R-HSA-421270,257
R-HSA-380284,69
R-HSA-5250992,5
R-HSA-5632968,2
R-HSA-9953097,1
R-HSA-5679001,1
R-HSA-5610780,47
R-HSA-5619114,1
R-HSA-76071,28
R-HSA-5674499,6
R-HSA-445989,43
R-HSA-9845622,1
R-HSA-73886,119
R-HSA-189445,29
R-HSA-433692,6
R-HSA-9931269,55
R-HSA-9035034,42
R-HSA-9673770,13
R-HSA-3371599,7
R-HSA-8955332,42
R-HSA-3595177,8
R-HSA-3928662,34
R-HSA-1266738,1388
R-HSA-8849469,9
R-HSA-110056,8
R-HSA-5603037,5
R-HSA-159854,11
R-HSA-9912633,19
R-HSA-674695,82
R-HSA-418890,10
R-HSA-2219530,23
R-HSA-9032759,5
R-HSA-3828062,2
R-HSA-2892247,13
R-HSA-159418,18
R-HSA-5619111,1
R-HSA-9944971,5
R-HSA-9026290,2
R-HSA-9927426,1
R-HSA-1237112,6
R-HSA-879518,11
R-HSA-2555396,225
R-HSA-9640148,139
R-HSA-72203,298
R-HSA-9824856,1
R-HSA-9696273,42
R-HSA-3214842,26
R-HSA-166016,135
R-HSA-4755510,12
R-HSA-73884,73
R-HSA-9700206,90
R-HSA-9656223,29
R-HSA-2142816,9
R-HSA-9702518,10
R-HSA-451308,10
R-HSA-3065676,5
R-HSA-2206308,1
R-HSA-5210891,16
R-HSA-72202,87
R-HSA-9636569,4
R-HSA-111471,20
R-HSA-9707587,5
R-HSA-9025094,4
R-HSA-9657688,3
R-HSA-3214841,46
R-HSA-499943,30
R-HSA-168898,166
R-HSA-9670615,2
R-HSA-9931929,1
R-HSA-159763,9
R-HSA-1566948,40
R-HSA-451307,2
R-HSA-2892245,3
R-HSA-5260271,34
R-HSA-5602498,14
R-HSA-937041,16
R-HSA-164938,22
R-HSA-5654712,12
R-HSA-381042,32
R-HSA-452723,24
R-HSA-5657560,1
R-HSA-1253288,11
R-HSA-193639,17
R-HSA-110362,8
R-HSA-844456,17
R-HSA-2995383,20
R-HSA-9716542,674
R-HSA-174430,13
R-HSA-9633012,102
R-HSA-6782315,45
R-HSA-937042,10
R-HSA-8964208,6
R-HSA-451306,10
R-HSA-9615933,28
R-HSA-164939,3
R-HSA-5683678,1
R-HSA-75094,8
R-HSA-9694271,3
R-HSA-264870,12
R-HSA-3323169,8
R-HSA-72200,8
R-HSA-177504,14
R-HSA-205043,16
R-HSA-9026519,11
R-HSA-9609690,189
R-HSA-5685942,55
R-HSA-1663150,13
R-HSA-1482788,27
R-HSA-5619115,167
R-HSA-844455,3
R-HSA-4043916,1
R-HSA-5688399,1
R-HSA-9845621,2
R-HSA-3371378,11
R-HSA-1236394,57
R-HSA-5654710,8
R-HSA-5656364,1
R-HSA-9836573,10
R-HSA-162710,18
R-HSA-203615,13
R-HSA-5657562,1
R-HSA-9006115,27
R-HSA-9672397,1
R-HSA-5693616,40
R-HSA-1300645,6
R-HSA-9702998,1
R-HSA-8877627,1
R-HSA-9845620,5
R-HSA-8878166,107
R-HSA-5339700,3
R-HSA-427413,74
R-HSA-1483191,28
R-HSA-3700989,356
R-HSA-9760173,35
R-HSA-9734767,21
R-HSA-418457,16
R-HSA-500753,3
R-HSA-5683329,2
R-HSA-9752946,413
R-HSA-9841922,101
R-HSA-429947,25
R-HSA-9937848,133
R-HSA-199992,74
R-HSA-156827,112
R-HSA-3247509,230
R-HSA-9023661,4
R-HSA-1368108,26
R-HSA-9672396,3
R-HSA-9013026,71
R-HSA-1428517,263
R-HSA-9769726,20
R-HSA-8931987,6
R-HSA-5654732,19
R-HSA-9007101,123
R-HSA-2142845,20
R-HSA-1660661,35
R-HSA-2142712,7
R-HSA-2206302,1
R-HSA-9735804,4
R-HSA-1660662,58
R-HSA-203754,2
R-HSA-166520,139
R-HSA-72649,59
R-HSA-166786,44
R-HSA-210745,23
R-HSA-8848021,49
R-HSA-187577,47
R-HSA-4570464,51
R-HSA-964827,3
R-HSA-8979227,38
R-HSA-5654733,20
R-HSA-1236978,42
R-HSA-210744,16
R-HSA-2408522,118
R-HSA-9686114,11
R-HSA-450321,14
R-HSA-8963684,5
R-HSA-5467333,1
R-HSA-354192,28
R-HSA-9614399,12
R-HSA-480985,2
R-HSA-140179,4
R-HSA-5660526,14
R-HSA-68949,58
R-HSA-1963642,8
R-HSA-74160,1528
R-HSA-73930,2
R-HSA-9764560,72
R-HSA-211859,218
R-HSA-9755088,11
R-HSA-418886,8
R-HSA-8985586,4
R-HSA-176187,37
R-HSA-4641262,31
R-HSA-1614635,28
R-HSA-210747,8
R-HSA-70688,3
R-HSA-195721,281
R-HSA-912526,24
R-HSA-211945,105
R-HSA-418885,14
R-HSA-202424,91
R-HSA-5621480,61
R-HSA-1474244,310
R-HSA-71403,34
R-HSA-159227,39
R-HSA-1433557,45
R-HSA-69481,139
R-HSA-9033807,3
R-HSA-9026286,2
R-HSA-4641263,21
R-HSA-72731,8
R-HSA-5696400,37
R-HSA-4086400,79
R-HSA-112043,49
R-HSA-354194,15
R-HSA-8878159,86
R-HSA-9694786,4
R-HSA-9859138,4
R-HSA-5687583,1
R-HSA-170660,10
R-HSA-210746,5
R-HSA-8876198,90
R-HSA-6802948,28
R-HSA-2564830,13
R-HSA-5658034,4
R-HSA-1963640,10
R-HSA-9764562,5
R-HSA-73843,3
R-HSA-9697154,11
R-HSA-1236974,80
R-HSA-5358346,52
R-HSA-211728,2
R-HSA-141333,2
R-HSA-3656237,14
R-HSA-1059683,15
R-HSA-9674404,1
R-HSA-1299308,3
R-HSA-69002,118
R-HSA-2206307,1
R-HSA-1236975,96
R-HSA-5083627,2
R-HSA-2565942,87
R-HSA-9772572,46
R-HSA-6804114,18
R-HSA-2046105,8
R-HSA-3785653,9
R-HSA-2179392,10
R-HSA-6802949,34
R-HSA-9918440,1
R-HSA-9660821,44
R-HSA-157579,92
R-HSA-5658471,1
R-HSA-5602566,2
R-HSA-9764561,54
R-HSA-200425,12
R-HSA-9704646,25
R-HSA-5358565,14
R-HSA-2206305,1
R-HSA-141334,2
R-HSA-1236973,8
R-HSA-9674403,1
R-HSA-1433559,16
R-HSA-9013420,40
R-HSA-139853,16
R-HSA-9649913,3
R-HSA-196836,8
R-HSA-9772573,81
R-HSA-4641265,12
R-HSA-9953080,1
R-HSA-5619081,1
R-HSA-5685938,38
R-HSA-194306,4
R-HSA-2682334,92
R-HSA-2046104,13
R-HSA-400685,24
R-HSA-432030,2
R-HSA-5467337,14
R-HSA-1839120,2
R-HSA-6802946,34
R-HSA-1362409,13
R-HSA-77588,11
R-HSA-977606,69
R-HSA-9699150,2
R-HSA-174403,13
R-HSA-5637815,20
R-HSA-2023837,2
R-HSA-5654689,9
R-HSA-9687139,34
R-HSA-9918443,1
R-HSA-9762293,9
R-HSA-1236977,12
R-HSA-6783783,45
R-HSA-5083629,3
R-HSA-6804116,14
R-HSA-5685939,12
R-HSA-9664565,22
R-HSA-9028335,7
R-HSA-8957322,157
R-HSA-112399,26
R-HSA-389977,23
R-HSA-9616222,58
R-HSA-2032785,16
R-HSA-5173214,39
R-HSA-2022857,15
R-HSA-8849175,3
R-HSA-190828,12
R-HSA-6798695,478
R-HSA-176409,63
R-HSA-5689896,36
R-HSA-9667769,5
R-HSA-177162,2
R-HSA-204998,76
R-HSA-2025928,9
R-HSA-9674401,1
R-HSA-3656234,1
R-HSA-418889,10
R-HSA-9918442,2
R-HSA-167060,4
R-HSA-9931530,14
R-HSA-166658,86
R-HSA-9683701,34
R-HSA-6804115,21
R-HSA-5083628,2
R-HSA-9664433,102
R-HSA-8964572,6
R-HSA-9013422,23
R-HSA-2534343,11
R-HSA-190827,3
R-HSA-9918485,45
R-HSA-9692912,2
R-HSA-6781827,76
R-HSA-9663891,70
R-HSA-5619084,65
R-HSA-4085377,39
R-HSA-5654687,21
R-HSA-1855231,1
R-HSA-9920588,33
R-HSA-8957275,107
R-HSA-9634600,12
R-HSA-164525,7
R-HSA-1483101,2
R-HSA-5607763,11
R-HSA-162699,3
R-HSA-2660826,7
R-HSA-9013423,94
R-HSA-9703009,1
R-HSA-1839122,12
R-HSA-5579002,1
R-HSA-2142753,59
R-HSA-9933937,18
R-HSA-1250342,4
R-HSA-9832991,10
R-HSA-9692913,4
R-HSA-193144,6
R-HSA-5619085,1
R-HSA-5654688,11
R-HSA-181438,110
R-HSA-622323,9
R-HSA-3229121,16
R-HSA-9762292,12
R-HSA-372790,713
R-HSA-9929356,44
R-HSA-72163,204
R-HSA-3781860,20
R-HSA-380108,57
R-HSA-4839743,15
R-HSA-173736,4
R-HSA-168176,96
R-HSA-1489509,41
R-HSA-8865999,5
R-HSA-428157,105
R-HSA-9912481,5
R-HSA-2454202,140
R-HSA-9652282,4
R-HSA-2660825,7
R-HSA-9013424,37
R-HSA-174490,15
R-HSA-177128,8
R-HSA-901042,26
R-HSA-6791055,1
R-HSA-5579005,1
R-HSA-191273,28
R-HSA-8854691,25
R-HSA-9934037,25
R-HSA-9692914,108
R-HSA-375165,54
R-HSA-5693554,27
R-HSA-9918487,81
R-HSA-991365,37
R-HSA-77108,4
R-HSA-3215018,10
R-HSA-5083625,19
R-HSA-9828721,13
R-HSA-2980766,58
R-HSA-9715370,8
R-HSA-4839744,14
R-HSA-9702596,1
R-HSA-1839124,33
R-HSA-3858494,125
R-HSA-5579004,1
R-HSA-389359,12
R-HSA-9013425,5
R-HSA-400206,120
R-HSA-9824585,42
R-HSA-8963901,10
R-HSA-5579006,1
R-HSA-5682910,14
R-HSA-9933939,18
R-HSA-5683057,211
R-HSA-3359478,2
R-HSA-1474151,10
R-HSA-9842663,14
R-HSA-75102,2
R-HSA-4085023,1
R-HSA-3295583,25
R-HSA-9664873,11
R-HSA-2046106,13
R-HSA-2022854,29
R-HSA-9914355,1
R-HSA-2173782,63
R-HSA-5607764,85
R-HSA-5682294,1
R-HSA-5619083,1
R-HSA-1296059,23
R-HSA-2980767,7
R-HSA-435368,5
R-HSA-196741,22
R-HSA-9692916,53
R-HSA-917729,31
R-HSA-9918481,260
R-HSA-417957,12
R-HSA-168179,109
R-HSA-9708296,3
R-HSA-2122947,49
R-HSA-9636383,18
R-HSA-167152,45
R-HSA-193670,6
R-HSA-5621481,161
R-HSA-5619040,1
R-HSA-1362277,19
R-HSA-9840310,39
R-HSA-9658195,186
R-HSA-5619088,1
R-HSA-8942233,3
R-HSA-9014843,4
R-HSA-912694,26
R-HSA-9854907,3
R-HSA-9816359,90
R-HSA-9623433,9
R-HSA-349425,39
R-HSA-3781865,147
R-HSA-168927,12
R-HSA-983695,32
R-HSA-8854214,45
R-HSA-5655799,2
R-HSA-6781823,51
R-HSA-400511,13
R-HSA-9702590,1
R-HSA-9694301,4
R-HSA-1839126,38
R-HSA-2467813,159
R-HSA-549127,15
R-HSA-9969896,15
R-HSA-8964046,6
R-HSA-9671555,21
R-HSA-5619041,1
R-HSA-5619089,1
R-HSA-180897,4
R-HSA-4551638,62
R-HSA-9652817,7
R-HSA-6809583,1
R-HSA-9709275,2
R-HSA-168928,86
R-HSA-9956508,1
R-HSA-9006821,2
R-HSA-389887,9
R-HSA-5694530,33
R-HSA-72737,120
R-HSA-9025046,2
R-HSA-3359475,2
R-HSA-5625970,11
R-HSA-141424,94
R-HSA-174184,60
R-HSA-9861718,33
R-HSA-964739,5
R-HSA-167021,3
R-HSA-9645460,11
R-HSA-9959399,4
R-HSA-5678895,48
R-HSA-390648,5
R-HSA-420499,40
R-HSA-167287,33
R-HSA-9028731,12
R-HSA-1839128,1
R-HSA-5607761,47
R-HSA-437239,28
R-HSA-975110,9
R-HSA-5579000,1
R-HSA-4086398,54
R-HSA-9660826,25
R-HSA-112040,54
R-HSA-5649702,7
R-HSA-8951664,235
R-HSA-430116,10
R-HSA-3359474,1
R-HSA-9678108,153
R-HSA-193368,23
R-HSA-2122948,31
R-HSA-5625886,35
R-HSA-2995410,78
R-HSA-5619087,1
R-HSA-4615885,50
R-HSA-73933,39
R-HSA-8851805,12
R-HSA-167590,10
R-HSA-1483148,8
R-HSA-9927353,5
R-HSA-3232118,20
R-HSA-9031628,39
R-HSA-5676590,46
R-HSA-8964043,37
R-HSA-380320,80
R-HSA-1222556,36
R-HSA-4793953,1
R-HSA-8940973,25
R-HSA-3772470,15
R-HSA-3359485,2
R-HSA-180024,24
R-HSA-168268,11
R-HSA-5218900,10
R-HSA-1296053,4
R-HSA-5624958,3
R-HSA-416700,19
R-HSA-5362798,8
R-HSA-9948001,6
R-HSA-9734207,3
R-HSA-5675482,31
R-HSA-381340,84
R-HSA-69306,151
R-HSA-9026762,2
R-HSA-9704331,25
R-HSA-8978868,176
R-HSA-199418,61
R-HSA-2142670,8
R-HSA-6796648,62
R-HSA-9614657,16
R-HSA-9648895,15
R-HSA-9824272,45
R-HSA-9909505,19
R-HSA-9637628,11
R-HSA-1296052,9
R-HSA-1299344,1
R-HSA-9018676,4
R-HSA-2206296,1
R-HSA-111469,8
R-HSA-4793954,1
R-HSA-171286,3
R-HSA-5250941,77
R-HSA-9820841,25
R-HSA-2485179,11
R-HSA-392170,22
R-HSA-8980692,150
R-HSA-5250989,4
R-HSA-3296469,14
R-HSA-74217,13
R-HSA-2173788,26
R-HSA-8964041,6
R-HSA-3906995,71
R-HSA-162658,14
R-HSA-112316,373
R-HSA-9958517,7
R-HSA-75109,14
R-HSA-5340588,8
R-HSA-6798163,8
R-HSA-170834,90
R-HSA-75896,3
R-HSA-427359,36
R-HSA-1855196,34
R-HSA-9609507,166
R-HSA-804914,8
R-HSA-5619078,1
R-HSA-442755,76
R-HSA-9758941,115
R-HSA-390522,34
R-HSA-9675126,36
R-HSA-9020933,9
R-HSA-447038,7
R-HSA-140534,19
R-HSA-167243,32
R-HSA-167158,33
R-HSA-9976102,75
R-HSA-196780,11
R-HSA-2173789,46
R-HSA-112315,225
R-HSA-9670095,47
R-HSA-9843940,76
R-HSA-9956553,1
R-HSA-168138,108
R-HSA-69656,74
R-HSA-9823739,11
R-HSA-9033500,7
R-HSA-167242,23
R-HSA-5669034,30
R-HSA-9027307,6
R-HSA-170968,12
R-HSA-5663202,434
R-HSA-5658208,1
R-HSA-189451,15
R-HSA-5676594,17
R-HSA-2219528,50
R-HSA-6807047,10
R-HSA-975155,101
R-HSA-110357,10
R-HSA-112314,165
R-HSA-3000157,23
R-HSA-5633231,2
R-HSA-69613,51
R-HSA-5579007,1
R-HSA-9754678,53
R-HSA-5218859,60
R-HSA-140180,1
R-HSA-174178,61
R-HSA-163767,7
R-HSA-9018679,6
R-HSA-111995,2
R-HSA-5619036,1
R-HSA-198745,3
R-HSA-425397,32
R-HSA-5621575,22
R-HSA-844623,5
R-HSA-389357,24
R-HSA-9820448,18
R-HSA-5638303,8
R-HSA-428643,6
R-HSA-9026766,1
R-HSA-381038,48
R-HSA-75108,4
R-HSA-8939256,6
R-HSA-2132295,102
R-HSA-5619037,1
R-HSA-192823,101
R-HSA-4793950,1
R-HSA-8856825,89
R-HSA-5358606,14
R-HSA-1474290,90
R-HSA-9013957,6
R-HSA-389661,19
R-HSA-399997,10
R-HSA-390650,4
R-HSA-5675221,44
R-HSA-8853884,39
R-HSA-8964616,20
R-HSA-9927432,3
R-HSA-190861,3
R-HSA-419771,9
R-HSA-196783,7
R-HSA-9932298,49
R-HSA-9005895,11
R-HSA-5579009,1
R-HSA-9702509,1
R-HSA-9018677,17
R-HSA-9673163,1
R-HSA-163765,8
R-HSA-390651,5
R-HSA-8963899,35
R-HSA-9937850,65
R-HSA-75105,37
R-HSA-75892,14
R-HSA-6803529,26
R-HSA-193807,14
R-HSA-110312,16
R-HSA-2672351,102
R-HSA-8949215,23
R-HSA-4839748,14
R-HSA-9670621,2
R-HSA-2243919,10
R-HSA-192869,4
R-HSA-4793952,1
R-HSA-205017,3
R-HSA-174048,24
R-HSA-9684325,2
R-HSA-8985947,9
R-HSA-428559,2
R-HSA-877300,94
R-HSA-9018896,5
R-HSA-1638091,40
R-HSA-9018678,19
R-HSA-75893,61
R-HSA-5619035,1
R-HSA-72165,50
R-HSA-3814836,2
R-HSA-9839373,40
R-HSA-167246,44
R-HSA-74259,20
R-HSA-110313,39
R-HSA-2162123,15
R-HSA-389356,45
R-HSA-450408,43
R-HSA-8939211,188
R-HSA-176408,68
R-HSA-418359,12
R-HSA-9821993,24
R-HSA-211994,1
R-HSA-3371453,75
R-HSA-9702636,1
R-HSA-8862803,20
R-HSA-3656532,6
R-HSA-9823730,15
R-HSA-1280218,792
R-HSA-8856828,130
R-HSA-888593,4
R-HSA-5673000,31
R-HSA-5578996,1
R-HSA-442660,21
R-HSA-1251932,4
R-HSA-2168880,34
R-HSA-9953170,15
R-HSA-8876725,17
R-HSA-6807004,21
R-HSA-173599,5
R-HSA-176407,20
R-HSA-416482,80
R-HSA-5693606,61
R-HSA-2160916,16
R-HSA-75944,4
R-HSA-69618,111
R-HSA-2586552,11
R-HSA-8875878,29
R-HSA-9680187,1
R-HSA-373076,335
R-HSA-202733,179
R-HSA-8963898,19
R-HSA-8854518,72
R-HSA-167200,44
R-HSA-9683610,12
R-HSA-111461,13
R-HSA-8868766,17
R-HSA-5578997,1
R-HSA-9696264,42
R-HSA-5250981,6
R-HSA-1500620,89
R-HSA-168799,22
R-HSA-5654726,21
R-HSA-196299,17
R-HSA-109581,169
R-HSA-9005891,11
R-HSA-5693607,80
R-HSA-168315,3
R-HSA-69615,67
R-HSA-187015,7
R-HSA-165158,4
R-HSA-9665230,4
R-HSA-9764302,7
R-HSA-5684996,178
R-HSA-5578998,1
R-HSA-5250982,2
R-HSA-5635851,3
R-HSA-9634597,47
R-HSA-977068,26
R-HSA-5637810,16
R-HSA-380270,81
R-HSA-9694614,25
R-HSA-9925563,13
R-HSA-168316,7
R-HSA-1566977,6
R-HSA-5654727,21
R-HSA-109582,652
R-HSA-9687136,20
R-HSA-5619039,1
R-HSA-176974,12
R-HSA-8848584,7
R-HSA-9956593,16
R-HSA-983705,99
R-HSA-198693,10
R-HSA-5688031,1
R-HSA-9706377,7
R-HSA-390696,9
R-HSA-5637812,16
R-HSA-9702506,1
R-HSA-8963896,8
R-HSA-9734735,1
R-HSA-9683612,1
R-HSA-381033,12
R-HSA-5578999,2
R-HSA-264642,17
R-HSA-8963678,1
R-HSA-2022377,17
R-HSA-9943411,71
R-HSA-9793242,3
R-HSA-9702632,1
R-HSA-73980,23
R-HSA-389397,8
R-HSA-3371497,38
R-HSA-73762,47
R-HSA-390471,39
R-HSA-2161541,4
R-HSA-9717207,41
R-HSA-9706374,6
R-HSA-5602571,3
R-HSA-9007892,4
R-HSA-202427,29
R-HSA-163282,3
R-HSA-77286,11
R-HSA-1592230,98
R-HSA-5662702,5
R-HSA-4719360,3
R-HSA-8949613,33
R-HSA-983170,30
R-HSA-112313,4
R-HSA-9956551,1
R-HSA-2500257,108
R-HSA-9659787,15
R-HSA-8875656,10
R-HSA-73894,314
R-HSA-5617472,91
R-HSA-9958863,38
R-HSA-211733,37
R-HSA-211999,11
R-HSA-1280215,779
R-HSA-111465,38
R-HSA-9918436,1
R-HSA-156590,37
R-HSA-2206292,1
R-HSA-9665233,4
R-HSA-165159,46
R-HSA-8963676,5
R-HSA-5578775,52
R-HSA-6788467,17
R-HSA-450531,75
R-HSA-113510,22
R-HSA-390918,28
R-HSA-77285,3
R-HSA-888590,19
R-HSA-156902,90
R-HSA-73893,46
R-HSA-5603029,7
R-HSA-168888,1
R-HSA-4419969,16
R-HSA-426117,7
R-HSA-76042,48
R-HSA-8951936,9
R-HSA-77289,38
R-HSA-111464,7
R-HSA-5682113,2
R-HSA-2206291,1
R-HSA-3656534,7
R-HSA-416572,20
R-HSA-8849474,4
R-HSA-3656535,4
R-HSA-5663020,1
R-HSA-9683439,2
R-HSA-72695,52
R-HSA-209543,14
R-HSA-77288,6
R-HSA-5357801,203
R-HSA-9638737,33
R-HSA-112311,10
R-HSA-3108214,81
R-HSA-166663,51
R-HSA-9614085,66
R-HSA-9851695,101
R-HSA-111463,7
R-HSA-9918438,2
R-HSA-174577,6
R-HSA-2206290,1
R-HSA-9734779,5
R-HSA-5673001,172
R-HSA-1855191,4
R-HSA-9770562,128
R-HSA-433137,2
R-HSA-1912408,59
R-HSA-1679131,13
R-HSA-427975,3
R-HSA-5578995,1
R-HSA-112310,51
R-HSA-166662,14
R-HSA-5603027,3
R-HSA-1268020,65
R-HSA-8876493,10
R-HSA-2142700,6
R-HSA-9759476,176
R-HSA-211736,2
R-HSA-1358803,11
R-HSA-1295596,16
R-HSA-936837,55
R-HSA-174417,34
R-HSA-2408557,94
R-HSA-5223345,27
R-HSA-9717323,1
R-HSA-429914,56
R-HSA-9960525,5
R-HSA-162594,22
R-HSA-196071,36
R-HSA-1307965,3
R-HSA-9824446,1188
R-HSA-72613,120
R-HSA-5579030,1
R-HSA-190377,11
R-HSA-9022538,4
R-HSA-9022537,6
R-HSA-162906,233
R-HSA-9665249,4
R-HSA-156582,2
R-HSA-73943,7
R-HSA-3656244,8
R-HSA-177929,55
R-HSA-9661069,15
R-HSA-9013694,71
R-HSA-399719,29
R-HSA-1606322,21
R-HSA-422356,77
R-HSA-69580,53
R-HSA-9709570,35
R-HSA-373080,97
R-HSA-380095,5
R-HSA-5357905,52
R-HSA-5579031,2
R-HSA-9930479,3
R-HSA-159782,10
R-HSA-9665686,16
R-HSA-111933,35
R-HSA-73942,8
R-HSA-9717326,1
R-HSA-73857,1332
R-HSA-77111,8
R-HSA-156581,14
R-HSA-3656243,8
R-HSA-9013695,18
R-HSA-9634285,12
R-HSA-176814,64
R-HSA-162592,15
R-HSA-77595,21
R-HSA-5358351,124
R-HSA-5689880,191
R-HSA-190242,20
R-HSA-5579032,1
R-HSA-190375,14
R-HSA-9711097,157
R-HSA-9649948,34
R-HSA-9865114,5
R-HSA-5467348,14
R-HSA-5660668,6
R-HSA-212718,9
R-HSA-9613829,11
R-HSA-9022535,5
R-HSA-9638771,4
R-HSA-111932,10
R-HSA-112382,58
R-HSA-156580,107
R-HSA-1247673,8
R-HSA-5654743,43
R-HSA-211957,1
R-HSA-73856,30
R-HSA-8963693,12
R-HSA-9014325,11
R-HSA-449836,24
R-HSA-68911,5
R-HSA-75153,52
R-HSA-69275,176
R-HSA-8964540,2
R-HSA-190374,4
R-HSA-190241,23
R-HSA-9929491,46
R-HSA-9865113,4
R-HSA-76046,36
R-HSA-9761174,8
R-HSA-1500931,316
R-HSA-9634815,29
R-HSA-9635486,82
R-HSA-9022534,2
R-HSA-1912420,18
R-HSA-901032,21
R-HSA-9830369,46
R-HSA-9754189,17
R-HSA-9970672,11
R-HSA-9673218,1
R-HSA-9855142,102
R-HSA-381070,50
R-HSA-211958,12
R-HSA-5654219,4
R-HSA-141430,21
R-HSA-5213460,33
R-HSA-9006925,241
R-HSA-1483226,5
R-HSA-9678110,10
R-HSA-5619092,1
R-HSA-156587,9
R-HSA-3560801,20
R-HSA-190373,14
R-HSA-5668541,89
R-HSA-72306,117
R-HSA-975871,96
R-HSA-171306,32
R-HSA-1250196,18
R-HSA-74749,10
R-HSA-8935690,23
R-HSA-9669914,1
R-HSA-9620244,25
R-HSA-112122,1
R-HSA-446193,80
R-HSA-9913143,32
R-HSA-75815,39
R-HSA-5654741,43
R-HSA-75067,30
R-HSA-73854,78
R-HSA-8963691,11
R-HSA-379397,3
R-HSA-174414,19
R-HSA-3656248,1
R-HSA-9674415,1
R-HSA-5140745,13
R-HSA-211163,4
R-HSA-166208,24
R-HSA-9758274,18
R-HSA-9946127,4
R-HSA-380972,29
R-HSA-444411,3
R-HSA-202430,26
R-HSA-190372,13
R-HSA-2465910,10
R-HSA-83936,12
R-HSA-447041,9
R-HSA-419812,11
R-HSA-9646304,1
R-HSA-5653890,3
R-HSA-9029569,32
R-HSA-9855719,9
R-HSA-202433,41
R-HSA-9909396,111
R-HSA-379398,2
R-HSA-1912422,75
R-HSA-180292,17
R-HSA-1227990,23
R-HSA-5576886,19
R-HSA-69278,528
R-HSA-9636467,2
R-HSA-9662001,7
R-HSA-9006927,49
R-HSA-190371,7
R-HSA-9636249,4
R-HSA-9954714,91
R-HSA-8941332,9
R-HSA-3296197,3
R-HSA-1614558,15
R-HSA-9865118,13
R-HSA-1855204,26
R-HSA-110381,4
R-HSA-9646303,1
R-HSA-9828806,25
R-HSA-9759475,23
R-HSA-9853846,1
R-HSA-351202,46
R-HSA-392023,3
R-HSA-9918454,1
R-HSA-6783310,38
R-HSA-1660499,53
R-HSA-9924644,5
R-HSA-190370,8
R-HSA-75064,2
R-HSA-69231,47
R-HSA-156584,19
R-HSA-164378,18
R-HSA-76002,263
R-HSA-432040,44
R-HSA-9830674,21
R-HSA-8941333,5
R-HSA-2468052,11
R-HSA-1502540,17
R-HSA-4655427,16
R-HSA-8941284,6
R-HSA-9669917,1
R-HSA-193048,11
R-HSA-2022090,33
R-HSA-399710,2
R-HSA-5632684,72
R-HSA-209905,4
R-HSA-5619096,1
R-HSA-5083635,38
R-HSA-9935598,9
R-HSA-427389,44
R-HSA-5654699,12
R-HSA-5620916,21
R-HSA-2161517,5
R-HSA-2173791,16
R-HSA-9693928,13
R-HSA-69236,47
R-HSA-9675132,4
R-HSA-9031528,5
R-HSA-76005,133
R-HSA-629587,4
R-HSA-72706,113
R-HSA-425381,10
R-HSA-8981373,4
R-HSA-180336,15
R-HSA-9830364,18
R-HSA-163316,1
R-HSA-9037629,16
R-HSA-5619097,1
R-HSA-392154,23
R-HSA-2142789,13
R-HSA-381771,21
R-HSA-9634635,7
R-HSA-1221632,59
R-HSA-5688426,266
R-HSA-6811558,54
R-HSA-2408550,4
R-HSA-168164,101
R-HSA-9657050,1
R-HSA-3229133,1
R-HSA-9707616,47
R-HSA-192905,6
R-HSA-9037628,2
R-HSA-69017,56
R-HSA-211916,6
R-HSA-8849932,19
R-HSA-73817,11
R-HSA-2173793,48
R-HSA-9036866,4
R-HSA-9694682,8
R-HSA-6807062,8
R-HSA-5619094,1
R-HSA-168298,9
R-HSA-9634638,24
R-HSA-917937,58
R-HSA-430039,15
R-HSA-9918450,1
R-HSA-180689,12
R-HSA-6807505,74
R-HSA-8951430,8
R-HSA-6809371,75
R-HSA-5619095,1
R-HSA-72172,212
R-HSA-156588,27
R-HSA-6814848,7
R-HSA-5083636,19
R-HSA-5638302,8
R-HSA-936440,32
R-HSA-162599,150
R-HSA-201722,61
R-HSA-8964011,5
R-HSA-2408552,1
R-HSA-9638334,21
R-HSA-9940951,59
R-HSA-5666185,9
R-HSA-1442490,40
R-HSA-163359,34
R-HSA-5619052,1
R-HSA-111931,20
R-HSA-5663205,1609
R-HSA-9018683,4
R-HSA-5620912,97
R-HSA-9717189,47
R-HSA-9018682,8
R-HSA-9768778,3
R-HSA-2173795,30
