pathwayID,nbID
R-HSA-9006821,2
R-HSA-3359475,2
R-HSA-1222538,13
R-HSA-2644606,59
R-HSA-9725371,34
R-HSA-5619062,1
R-HSA-176034,3
R-HSA-9717264,1
R-HSA-5678895,48
R-HSA-167287,33
R-HSA-5678520,1
R-HSA-1839128,1
R-HSA-5579000,1
R-HSA-9660826,25
R-HSA-5579024,1
R-HSA-9834752,7
R-HSA-9759774,2
R-HSA-3359474,1
R-HSA-9678108,153
R-HSA-2644605,6
R-HSA-9725370,93
R-HSA-5619063,1
R-HSA-5619087,1
R-HSA-9674519,3
R-HSA-176033,47
R-HSA-9820952,133
R-HSA-167590,10
R-HSA-3304351,8
R-HSA-9930449,3
R-HSA-9694322,6
R-HSA-9664417,149
R-HSA-4793953,1
R-HSA-3359485,2
R-HSA-9635644,3
R-HSA-168268,11
R-HSA-9845619,2
R-HSA-8853336,3
R-HSA-5619056,1
R-HSA-9665737,4
R-HSA-9734207,3
R-HSA-9704331,25
R-HSA-9672383,3
R-HSA-9637628,11
R-HSA-2206296,1
R-HSA-4793954,1
R-HSA-171286,3
R-HSA-5603041,20
R-HSA-5250989,4
R-HSA-3296469,14
R-HSA-168330,7
R-HSA-9839923,371
R-HSA-3906995,71
R-HSA-5655332,25
R-HSA-9664407,149
R-HSA-5668914,273
R-HSA-5659996,1
R-HSA-5339717,6
R-HSA-5340588,8
R-HSA-9705683,218
R-HSA-9035968,1
R-HSA-1222449,6
R-HSA-9679191,164
R-HSA-8853334,1
R-HSA-5619054,1
R-HSA-5619078,1
R-HSA-2453864,13
R-HSA-9675126,38
R-HSA-167243,32
R-HSA-167158,33
R-HSA-9679504,17
R-HSA-4549349,1
R-HSA-9956553,1
R-HSA-5339716,15
R-HSA-167242,23
R-HSA-8853333,1
R-HSA-5619055,1
R-HSA-5663202,477
R-HSA-5658208,1
R-HSA-2219528,124
R-HSA-164944,9
R-HSA-5633231,2
R-HSA-5579007,1
R-HSA-9754678,53
R-HSA-9953111,1
R-HSA-9701190,41
R-HSA-5687868,1
R-HSA-168333,42
R-HSA-3304349,7
R-HSA-5250968,9
R-HSA-9734009,25
R-HSA-5619036,1
R-HSA-9679506,513
R-HSA-5638303,8
R-HSA-5619037,1
R-HSA-192823,101
R-HSA-4793950,1
R-HSA-5659735,1
R-HSA-1226099,73
R-HSA-9694594,1
R-HSA-3560783,20
R-HSA-9709603,24
R-HSA-9005895,13
R-HSA-5579009,1
R-HSA-9702509,1
R-HSA-9701192,25
R-HSA-5619058,1
R-HSA-9683673,10
R-HSA-5688849,8
R-HSA-4839748,14
R-HSA-9670621,2
R-HSA-3560782,41
R-HSA-192869,4
R-HSA-4793952,1
R-HSA-9909438,2
R-HSA-168336,9
R-HSA-9684325,2
R-HSA-3282872,1
R-HSA-9701193,25
R-HSA-5619035,1
R-HSA-9679509,6
R-HSA-3814836,2
R-HSA-167246,44
R-HSA-3304347,3
R-HSA-164940,11
R-HSA-9665250,4
R-HSA-9702636,1
R-HSA-9723905,1
R-HSA-9660537,8
R-HSA-8862803,22
R-HSA-3656532,6
R-HSA-5619101,1
R-HSA-5578996,1
R-HSA-9665251,4
R-HSA-9635465,12
R-HSA-9680187,1
R-HSA-5619102,102
R-HSA-4687000,1
R-HSA-3315487,3
R-HSA-167200,44
R-HSA-9683610,12
R-HSA-5578997,1
R-HSA-5690338,1
R-HSA-5250981,6
R-HSA-168799,22
R-HSA-9005891,13
R-HSA-168315,3
R-HSA-9723907,1
R-HSA-9702614,1
R-HSA-9665230,4
R-HSA-5578998,1
R-HSA-5250982,2
R-HSA-5637810,16
R-HSA-9694614,25
R-HSA-168316,7
R-HSA-9687136,20
R-HSA-5619039,1
R-HSA-9956593,16
R-HSA-4720489,1
R-HSA-9605308,7
R-HSA-5688031,1
R-HSA-9706377,7
R-HSA-5637812,16
R-HSA-9702506,1
R-HSA-9734735,1
R-HSA-9683612,1
R-HSA-9735869,40
R-HSA-5578999,2
R-HSA-9661070,1
R-HSA-9702632,1
R-HSA-9630747,4
R-HSA-9717316,1
R-HSA-1643685,2533
R-HSA-5602680,3
R-HSA-5602571,3
R-HSA-9636667,3
R-HSA-9754560,14
R-HSA-4719360,3
R-HSA-5357609,2
R-HSA-9672387,1
R-HSA-9726842,8
R-HSA-9956551,1
R-HSA-9659787,17
R-HSA-9918436,1
R-HSA-9920951,17
R-HSA-2206292,1
R-HSA-9665233,4
R-HSA-168888,1
R-HSA-5603029,7
R-HSA-9608287,1
R-HSA-9656256,1
R-HSA-1236382,20
R-HSA-5682113,2
R-HSA-2206291,1
R-HSA-3656534,7
R-HSA-3656535,4
R-HSA-5663020,1
R-HSA-9683439,2
R-HSA-177539,9
R-HSA-9638737,33
R-HSA-9726840,8
R-HSA-5619104,1
R-HSA-3296482,22
R-HSA-3645790,3
R-HSA-5387390,46
R-HSA-9918438,2
R-HSA-9656255,1
R-HSA-2206290,1
R-HSA-9717319,1
R-HSA-9673013,2
R-HSA-5578995,1
R-HSA-5603027,3
R-HSA-8876384,23
R-HSA-8876493,10
R-HSA-5674400,26
R-HSA-9673767,13
R-HSA-9669933,1
R-HSA-9717323,1
R-HSA-162594,22
R-HSA-5602358,35
R-HSA-9824446,1262
R-HSA-5579030,1
R-HSA-9022538,4
R-HSA-9673766,3
R-HSA-9022537,8
R-HSA-162906,233
R-HSA-9665249,4
R-HSA-4341670,3
R-HSA-3656244,8
R-HSA-9661069,17
R-HSA-9918432,53
R-HSA-9669934,1
R-HSA-9709570,35
R-HSA-5579031,2
R-HSA-9930479,3
R-HSA-9632700,3
R-HSA-9702569,1
R-HSA-9665686,26
R-HSA-9717326,1
R-HSA-3656243,8
R-HSA-9634285,12
R-HSA-162592,15
R-HSA-5660862,2
R-HSA-1643713,26
R-HSA-9717301,1
R-HSA-5579032,1
R-HSA-9649948,45
R-HSA-9865114,5
R-HSA-5467348,14
R-HSA-9022535,5
R-HSA-9638771,4
R-HSA-5688354,1
R-HSA-9639775,4
R-HSA-9914274,1
R-HSA-9865113,4
R-HSA-1839130,14
R-HSA-9635486,82
R-HSA-9022534,2
R-HSA-9669937,1
R-HSA-9673218,1
R-HSA-5674404,1
R-HSA-9682385,30
R-HSA-9637687,23
R-HSA-3656225,8
R-HSA-9678110,10
R-HSA-5619092,1
R-HSA-3560801,20
R-HSA-173107,12
R-HSA-9669914,1
R-HSA-9669938,22
R-HSA-9913143,32
R-HSA-3595172,8
R-HSA-2033514,14
R-HSA-3656248,1
R-HSA-9918476,9
R-HSA-9674415,1
R-HSA-5679096,2
R-HSA-9946127,4
R-HSA-9669935,1
R-HSA-9646304,1
R-HSA-1227990,30
R-HSA-9636467,2
R-HSA-9734195,1
R-HSA-9662001,7
R-HSA-9664420,12
R-HSA-4755609,2
R-HSA-9636249,4
R-HSA-168270,9
R-HSA-9865118,13
R-HSA-9669936,1
R-HSA-9828806,25
R-HSA-9646303,1
R-HSA-9673324,12
R-HSA-9936900,1
R-HSA-9853846,1
R-HSA-167290,33
R-HSA-3595174,8
R-HSA-9918454,1
R-HSA-9734281,1
R-HSA-168271,40
R-HSA-9669917,1
R-HSA-5619096,1
R-HSA-5083635,38
R-HSA-167160,27
R-HSA-5609976,1
R-HSA-9693928,13
R-HSA-9675132,4
R-HSA-5619072,1
R-HSA-9664422,149
R-HSA-5684045,1
R-HSA-5579014,1
R-HSA-9668250,9
R-HSA-5579016,1
R-HSA-5619073,1
R-HSA-5619097,1
R-HSA-5609977,1
R-HSA-9936686,3
R-HSA-3359469,2
R-HSA-168273,152
R-HSA-9657050,1
R-HSA-5579015,1
R-HSA-3229133,1
R-HSA-2033515,1
R-HSA-5579017,1
R-HSA-5655302,41
R-HSA-3359467,2
R-HSA-192905,6
R-HSA-167162,48
R-HSA-9694682,8
R-HSA-8863678,22
R-HSA-5619070,2
R-HSA-5619094,1
R-HSA-5609978,1
R-HSA-168298,9
R-HSA-9664424,25
R-HSA-168274,43
R-HSA-9918450,1
R-HSA-180689,12
R-HSA-9036092,2
R-HSA-5619095,1
R-HSA-4085011,1
R-HSA-167161,48
R-HSA-5083636,19
R-HSA-5619071,1
R-HSA-5638302,8
R-HSA-168275,11
R-HSA-9956514,1
R-HSA-162599,150
R-HSA-9638334,21
R-HSA-9686347,10
R-HSA-5683371,1
R-HSA-9675151,18
R-HSA-5619052,1
R-HSA-5663205,1685
R-HSA-5619076,1
R-HSA-9763198,2
R-HSA-168276,48
R-HSA-5579010,1
R-HSA-9664535,6
R-HSA-9833109,37
R-HSA-9629232,1
R-HSA-9820965,30
R-HSA-180534,40
R-HSA-5467340,14
R-HSA-168277,4
R-HSA-5619053,1
R-HSA-2466712,1
R-HSA-5083630,5
R-HSA-5619077,1
R-HSA-5340573,1
R-HSA-9609646,243
R-HSA-9753512,3
R-HSA-5678771,1
R-HSA-5678420,2
R-HSA-9916722,1
R-HSA-5683177,2
R-HSA-6791461,1
R-HSA-5579011,1
R-HSA-3311021,3
R-HSA-8875360,17
R-HSA-9759785,2
R-HSA-3359463,3
R-HSA-5358752,15
R-HSA-4755583,1
R-HSA-162909,131
R-HSA-2033519,19
R-HSA-9824443,251
R-HSA-5619098,1
R-HSA-5083633,3
R-HSA-5609974,1
R-HSA-4420332,20
R-HSA-5619050,1
R-HSA-4724289,1
R-HSA-9694686,7
R-HSA-5339562,48
R-HSA-5358751,15
R-HSA-5579012,1
R-HSA-3359462,3
R-HSA-9673768,5
R-HSA-168255,174
R-HSA-5083632,20
R-HSA-5619099,3
R-HSA-9753510,3
R-HSA-5609975,16
R-HSA-8851708,23
R-HSA-9916720,1
R-HSA-5679090,2
R-HSA-9705677,6
R-HSA-9702581,1
R-HSA-177243,42
R-HSA-5579013,1
R-HSA-3359473,2
R-HSA-192814,5
R-HSA-9956520,2
R-HSA-9735871,18
R-HSA-2206285,1
R-HSA-9700649,1
R-HSA-5619044,1
R-HSA-9632697,2
R-HSA-5619068,1
R-HSA-9828642,6
R-HSA-5632928,3
R-HSA-9679514,7
R-HSA-9735763,1
R-HSA-9672395,1
R-HSA-5659898,2
R-HSA-5358747,15
R-HSA-4719377,3
R-HSA-5619045,1
R-HSA-9846298,5
R-HSA-9694493,5
R-HSA-9820962,10
R-HSA-5545619,2
R-HSA-9683686,6
R-HSA-1839117,18
R-HSA-9733458,19
R-HSA-9735786,1
R-HSA-6791465,2
R-HSA-9705671,140
R-HSA-9652169,4
R-HSA-9694719,10
R-HSA-9673240,2
R-HSA-5619042,1
R-HSA-5619066,1
R-HSA-5336415,7
R-HSA-3359471,1
R-HSA-9672393,2
R-HSA-9670613,2
R-HSA-9605310,2
R-HSA-6791462,1
R-HSA-3274531,1
R-HSA-5687613,10
R-HSA-5619043,1
R-HSA-5619067,1
R-HSA-9955698,8
R-HSA-2206282,1
R-HSA-9610379,173
R-HSA-9820960,31
R-HSA-167169,44
R-HSA-5250955,6
R-HSA-5632927,2
R-HSA-9700645,12
R-HSA-5579019,1
R-HSA-5619048,1
R-HSA-9662851,167
R-HSA-180585,43
R-HSA-9953038,1
R-HSA-9632693,3
R-HSA-9955542,1
R-HSA-9675136,41
R-HSA-9672391,3
R-HSA-3560796,1
R-HSA-9683683,5
R-HSA-4551295,1
R-HSA-9657689,3
R-HSA-5619049,2
R-HSA-9638482,52
R-HSA-165054,40
R-HSA-9702605,1
R-HSA-9656249,2
R-HSA-5619110,1
R-HSA-9608290,2
R-HSA-175474,24
R-HSA-2978092,1
R-HSA-9755779,15
R-HSA-4043911,1
R-HSA-4720454,1
R-HSA-4549356,1
R-HSA-4839735,14
R-HSA-174495,15
R-HSA-5250958,8
R-HSA-9833110,108
R-HSA-9670439,22
R-HSA-5619046,1
R-HSA-1222541,9
R-HSA-182218,8
R-HSA-9674396,1
R-HSA-5358749,15
R-HSA-5619047,1
R-HSA-164516,7
R-HSA-9675135,53
R-HSA-164952,29
R-HSA-164843,13
R-HSA-5655253,49
R-HSA-4755579,1
R-HSA-9956522,1
R-HSA-9702600,1
R-HSA-3371598,1
R-HSA-9930483,3
R-HSA-168325,52
R-HSA-9673202,3
R-HSA-1222499,35
R-HSA-5545483,2
R-HSA-9702624,1
R-HSA-9637679,1
R-HSA-9944997,5
R-HSA-5619113,2
R-HSA-180910,44
R-HSA-5660686,1
R-HSA-2894862,59
R-HSA-2474795,13
R-HSA-4720475,1
R-HSA-5632968,2
R-HSA-5250992,5
R-HSA-9953097,1
R-HSA-5679001,1
R-HSA-5619114,1
R-HSA-6802957,82
R-HSA-9845622,1
R-HSA-168302,9
R-HSA-9673770,13
R-HSA-3371599,7
R-HSA-3878781,3
R-HSA-3595177,8
R-HSA-5603037,5
R-HSA-168303,9
R-HSA-2219530,97
R-HSA-3828062,2
R-HSA-5619111,1
R-HSA-9944971,5
R-HSA-5362768,43
R-HSA-9640148,139
R-HSA-9824856,1
R-HSA-9907570,4
R-HSA-6802955,45
R-HSA-9700206,93
R-HSA-9656223,40
R-HSA-9710421,41
R-HSA-9702518,10
R-HSA-9645723,79
R-HSA-5250971,4
R-HSA-2206308,1
R-HSA-167238,32
R-HSA-5210891,16
R-HSA-9636569,4
R-HSA-9694516,320
R-HSA-9657688,3
R-HSA-168305,1
R-HSA-9702620,1
R-HSA-9670615,2
R-HSA-9931929,1
R-HSA-9953078,1
R-HSA-168874,3
R-HSA-9918449,3
R-HSA-5602498,19
R-HSA-5260271,39
R-HSA-164938,22
R-HSA-2691232,15
R-HSA-9645722,2
R-HSA-2206281,11
R-HSA-9665244,4
R-HSA-5657560,1
R-HSA-9663199,2
R-HSA-9662834,9
R-HSA-6802953,8
R-HSA-9665245,4
R-HSA-9717329,1
R-HSA-164939,3
R-HSA-2206280,1
R-HSA-9673221,6
R-HSA-5683678,1
R-HSA-9694271,3
R-HSA-3323169,8
R-HSA-6802952,64
R-HSA-9609690,189
R-HSA-175567,9
R-HSA-5619115,167
R-HSA-4043916,1
R-HSA-5688399,1
R-HSA-9845621,2
R-HSA-9665246,4
R-HSA-5656364,1
R-HSA-2691230,15
R-HSA-5657562,1
R-HSA-1222387,11
R-HSA-9672397,1
R-HSA-9702998,1
R-HSA-9845620,5
R-HSA-5339700,3
R-HSA-9665247,4
R-HSA-9912529,5
R-HSA-9760173,35
R-HSA-3858516,2
R-HSA-5660883,2
R-HSA-9955693,1
R-HSA-5683329,2
R-HSA-9703648,17
R-HSA-9672396,3
