pathwayID,entityID
R-HSA-1187000,Q6ZRH7
R-HSA-1187000,Q9H7T0
R-HSA-1187000,Q86XM0
R-HSA-1187000,Q96P56
R-HSA-1187000,Q86XQ3
R-HSA-1187000,Q8NEC5
R-HSA-1187000,Q7RTX7
R-HSA-1187000,P15291
R-HSA-1187000,Q12836
R-HSA-1187000,Q12889
R-HSA-1187000,P21754
R-HSA-1187000,Q05996
R-HSA-1187000,P60852
R-HSA-1187000,Q9UKF2
R-HSA-1187000,Q9UKJ8
R-HSA-1187000,O43506
R-HSA-1187000,Q99965
R-HSA-1187000,P38567
R-HSA-1187000,P10323
R-HSA-1187000,P21926
R-HSA-1187000,Q5VZ72
R-HSA-1187000,Q6UXV1
R-HSA-1187000,Q8IYV9
R-HSA-1187000,Q1ZYL8
R-HSA-9827857,Q9H6I2
R-HSA-9827857,Q92754
R-HSA-9827857,O75626
R-HSA-1300642,Q6ZRH7
R-HSA-1300642,Q9H7T0
R-HSA-1300642,Q86XM0
R-HSA-1300642,Q96P56
R-HSA-1300642,Q86XQ3
R-HSA-1300642,Q8NEC5
R-HSA-1300642,Q7RTX7
R-HSA-1500620,Q9Y5K1
R-HSA-1500620,Q9NQV7
R-HSA-1500620,P16104
R-HSA-1500620,P62805
R-HSA-1500620,Q16695
R-HSA-1500620,Q16778
R-HSA-1500620,Q96A08
R-HSA-1500620,P58876
R-HSA-1500620,Q93079
R-HSA-1500620,P23527
R-HSA-1500620,Q99879
R-HSA-1500620,Q8N257
R-HSA-1500620,P33778
R-HSA-1500620,P57053
R-HSA-1500620,O60814
R-HSA-1500620,Q99877
R-HSA-1500620,P06899
R-HSA-1500620,P62807
R-HSA-1500620,Q99880
R-HSA-1500620,P11802
R-HSA-1500620,P51587
R-HSA-1500620,Q14565
R-HSA-1500620,Q13315
R-HSA-1500620,P38398
R-HSA-1500620,P35244
R-HSA-1500620,P27694
R-HSA-1500620,P15927
R-HSA-1500620,Q06609
R-HSA-1500620,Q9NSG2
R-HSA-1500620,Q6PIW4
R-HSA-1500620,P40692
R-HSA-1500620,P54132
R-HSA-1500620,O15457
R-HSA-1500620,O43196
R-HSA-1500620,Q13472
R-HSA-1500620,Q9UHC1
R-HSA-1500620,P24941
R-HSA-1500620,Q93077
R-HSA-1500620,P0C5Y9
R-HSA-1500620,Q16777
R-HSA-1500620,P20671
R-HSA-1500620,Q6FI13
R-HSA-1500620,Q99878
R-HSA-1500620,Q71UI9
R-HSA-1500620,Q9BTM1
R-HSA-1500620,P04908
R-HSA-1500620,Q71DI3
R-HSA-1500620,P68431
R-HSA-1500620,P84243
R-HSA-1500620,Q13535
R-HSA-1500620,Q14683
R-HSA-1500620,Q8WVM7
R-HSA-1500620,Q9UJ98
R-HSA-1500620,O95072
R-HSA-1500620,O60216
R-HSA-1500620,Q8N3U4
R-HSA-1500620,Q9UQE7
R-HSA-1500620,Q8NDV3
R-HSA-1500620,Q9BX26
R-HSA-1500620,Q8IZU3
R-HSA-1500620,Q15431
R-HSA-1500620,A1L190
R-HSA-1500620,O75344
R-HSA-1500620,P54652
R-HSA-1500620,P63279
R-HSA-1500620,Q9BXU0
R-HSA-1500620,Q6PIF2
R-HSA-1500620,Q8N0S2
R-HSA-1500620,P20700
R-HSA-1500620,Q9NUX5
R-HSA-1500620,Q9NYB0
R-HSA-1500620,P54274
R-HSA-1500620,Q9BSI4
R-HSA-1500620,Q96AP0
R-HSA-1500620,Q15554
R-HSA-1500620,O94901
R-HSA-1500620,Q8NF91
R-HSA-1500620,Q8WXH0
R-HSA-1500620,Q9UH99
R-HSA-2534343,P15291
R-HSA-2534343,Q12836
R-HSA-2534343,Q12889
R-HSA-2534343,P21754
R-HSA-2534343,Q05996
R-HSA-2534343,P60852
R-HSA-2534343,Q9UKF2
R-HSA-2534343,Q9UKJ8
R-HSA-2534343,O43506
R-HSA-2534343,Q99965
R-HSA-2534343,P38567
R-HSA-912446,Q9Y5K1
R-HSA-912446,Q9NQV7
R-HSA-912446,P16104
R-HSA-912446,P62805
R-HSA-912446,Q16695
R-HSA-912446,Q16778
R-HSA-912446,Q96A08
R-HSA-912446,P58876
R-HSA-912446,Q93079
R-HSA-912446,P23527
R-HSA-912446,Q99879
R-HSA-912446,Q8N257
R-HSA-912446,P33778
R-HSA-912446,P57053
R-HSA-912446,O60814
R-HSA-912446,Q99877
R-HSA-912446,P06899
R-HSA-912446,P62807
R-HSA-912446,Q99880
R-HSA-912446,P11802
R-HSA-912446,P51587
R-HSA-912446,Q14565
R-HSA-912446,Q13315
R-HSA-912446,P38398
R-HSA-912446,P35244
R-HSA-912446,P27694
R-HSA-912446,P15927
R-HSA-912446,Q06609
R-HSA-912446,Q9NSG2
R-HSA-912446,Q6PIW4
R-HSA-912446,P40692
R-HSA-912446,P54132
R-HSA-912446,O15457
R-HSA-912446,O43196
R-HSA-912446,Q13472
R-HSA-912446,Q9UHC1
R-HSA-912446,P24941
R-HSA-912446,Q93077
R-HSA-912446,P0C5Y9
R-HSA-912446,Q16777
R-HSA-912446,P20671
R-HSA-912446,Q6FI13
R-HSA-912446,Q99878
R-HSA-912446,Q71UI9
R-HSA-912446,Q9BTM1
R-HSA-912446,P04908
R-HSA-912446,Q71DI3
R-HSA-912446,P68431
R-HSA-912446,P84243
R-HSA-1300645,P10323
R-HSA-1300645,P21926
R-HSA-1300645,Q5VZ72
R-HSA-1300645,Q6UXV1
R-HSA-1300645,Q8IYV9
R-HSA-1300645,Q1ZYL8
R-HSA-1221632,Q13535
R-HSA-1221632,Q14683
R-HSA-1221632,Q8WVM7
R-HSA-1221632,Q9UJ98
R-HSA-1221632,O95072
R-HSA-1221632,O60216
R-HSA-1221632,Q8N3U4
R-HSA-1221632,Q9UQE7
R-HSA-1221632,Q8NDV3
R-HSA-1221632,Q9BX26
R-HSA-1221632,Q8IZU3
R-HSA-1221632,P16104
R-HSA-1221632,P62805
R-HSA-1221632,Q16695
R-HSA-1221632,P38398
R-HSA-1221632,Q16778
R-HSA-1221632,Q96A08
R-HSA-1221632,P58876
R-HSA-1221632,Q93079
R-HSA-1221632,P23527
R-HSA-1221632,Q99879
R-HSA-1221632,Q8N257
R-HSA-1221632,P33778
R-HSA-1221632,P57053
R-HSA-1221632,O60814
R-HSA-1221632,Q99877
R-HSA-1221632,P06899
R-HSA-1221632,P62807
R-HSA-1221632,Q99880
R-HSA-1221632,Q15431
R-HSA-1221632,A1L190
R-HSA-1221632,O75344
R-HSA-1221632,P54652
R-HSA-1221632,P63279
R-HSA-1221632,Q9BXU0
R-HSA-1221632,Q6PIF2
R-HSA-1221632,Q8N0S2
R-HSA-1221632,P20700
R-HSA-1221632,Q9NUX5
R-HSA-1221632,Q9NYB0
R-HSA-1221632,P54274
R-HSA-1221632,Q9BSI4
R-HSA-1221632,Q96AP0
R-HSA-1221632,Q15554
R-HSA-1221632,Q93077
R-HSA-1221632,P0C5Y9
R-HSA-1221632,Q16777
R-HSA-1221632,P20671
R-HSA-1221632,Q6FI13
R-HSA-1221632,Q99878
R-HSA-1221632,Q71UI9
R-HSA-1221632,Q9BTM1
R-HSA-1221632,P04908
R-HSA-1221632,O94901
R-HSA-1221632,Q8NF91
