pathwayID,nbID
R-HSA-5693568,35
R-HSA-6781827,76
R-HSA-5696395,43
R-HSA-5358508,15
R-HSA-5693548,6
R-HSA-5693532,143
R-HSA-73928,41
R-HSA-110314,28
R-HSA-6781823,51
R-HSA-110330,38
R-HSA-110362,8
R-HSA-112126,4
R-HSA-6782210,54
R-HSA-5693606,61
R-HSA-5358606,14
R-HSA-112122,1
R-HSA-73894,314
R-HSA-5693537,36
R-HSA-73943,7
R-HSA-5693565,60
R-HSA-5358565,14
R-HSA-73927,38
R-HSA-5685938,38
R-HSA-5651801,21
R-HSA-5696397,13
R-HSA-110331,37
R-HSA-5685942,55
R-HSA-5693538,113
R-HSA-73893,46
R-HSA-5693607,80
R-HSA-73930,2
R-HSA-73942,8
R-HSA-5693554,27
R-HSA-110328,41
R-HSA-5685939,12
R-HSA-5655862,17
R-HSA-110312,16
R-HSA-5696398,108
R-HSA-110320,19
R-HSA-9636003,1
R-HSA-5649702,7
R-HSA-5693616,40
R-HSA-110381,4
R-HSA-73884,73
R-HSA-5693567,107
R-HSA-5693579,43
R-HSA-5696394,38
R-HSA-6782135,63
R-HSA-5657655,1
R-HSA-5656169,32
R-HSA-73933,39
R-HSA-5656121,17
R-HSA-5693571,51
R-HSA-73929,45
R-HSA-6783310,38
R-HSA-110329,41
R-HSA-5696400,37
R-HSA-5696399,84
R-HSA-110313,39
R-HSA-110357,10
R-HSA-110373,25
