pathwayID,entityID
R-HSA-3906995,O95450
R-HSA-3906995,Q76LX8
R-HSA-3906995,Q8TE56
R-HSA-3906995,Q9NS62
R-HSA-3906995,Q6UY14
R-HSA-3906995,Q13591
R-HSA-3906995,Q8TE60
R-HSA-3906995,P27918
R-HSA-3906995,Q9UNA0
R-HSA-3906995,Q8WXS8
R-HSA-3906995,Q9UHI8
R-HSA-3906995,Q8N6G6
R-HSA-3906995,P82987
R-HSA-3906995,Q9P2N4
R-HSA-3906995,A2VEC9
R-HSA-3906995,Q86TH1
R-HSA-3906995,Q9C0I4
R-HSA-3906995,Q9UKP4
R-HSA-3906995,Q8TE58
R-HSA-3906995,P07996
R-HSA-3906995,Q9HCB6
R-HSA-3906995,Q9UP79
R-HSA-3906995,Q9UPZ6
R-HSA-3906995,Q8TE57
R-HSA-3906995,P58397
R-HSA-3906995,Q8TE59
R-HSA-3906995,Q9UKP5
R-HSA-3906995,P35442
R-HSA-3906995,O15072
R-HSA-3906995,O75173
R-HSA-3906995,Q9P283
R-HSA-3906995,Q9H324
R-HSA-3906995,Q6ZMP0
R-HSA-3906995,Q9BUD6
R-HSA-3906995,Q8IVN8
R-HSA-3906995,Q6ZMM2
R-HSA-3906995,P59510
R-HSA-3906995,Q9UKN1
R-HSA-3906995,Q8N387
R-HSA-3906995,Q8WXI7
R-HSA-3906995,Q99102
R-HSA-3906995,Q96DR8
R-HSA-3906995,Q8TAX7
R-HSA-3906995,Q8N307
R-HSA-3906995,Q9H195
R-HSA-3906995,Q02505
R-HSA-3906995,Q5SSG8
R-HSA-3906995,Q9HC84
R-HSA-3906995,Q02817
R-HSA-3906995,Q9H3R2
R-HSA-3906995,Q6W4X9
R-HSA-3906995,P98088
R-HSA-3906995,Q685J3
R-HSA-3906995,Q7Z5P9
R-HSA-3906995,P15941
R-HSA-3906995,Q14118
R-HSA-3906995,Q9UM47
R-HSA-3906995,P46531
R-HSA-3906995,Q99466
R-HSA-3906995,Q04721
R-HSA-9672395,P00451
R-HSA-5619107,P35557
R-HSA-5619107,Q14397
R-HSA-9918432,P29990
R-HSA-9918432,P52292
R-HSA-9918432,P52294
R-HSA-9918432,A9QM74
R-HSA-9918432,O00505
R-HSA-9918432,O00629
R-HSA-9918432,O15131
R-HSA-9918432,Q14974
R-HSA-9918432,P63165
R-HSA-9918432,P02647
R-HSA-9918432,P0CG48
R-HSA-9918432,P62979
R-HSA-9918432,P0CG47
R-HSA-9918432,P62987
R-HSA-164952,P63000
R-HSA-164952,Q92608
R-HSA-164952,P04601
R-HSA-164952,Q92556
R-HSA-164952,P06239
R-HSA-164952,Q13177
R-HSA-164952,P08631
R-HSA-164952,P06241
R-HSA-164952,Q96PC3
R-HSA-164952,P61966
R-HSA-164952,P56377
R-HSA-164952,O43747
R-HSA-164952,Q9Y6Q5
R-HSA-164952,Q9BXS5
R-HSA-164952,Q10567
R-HSA-164952,P61769
R-HSA-164952,P04439
R-HSA-164952,Q6VY07
R-HSA-164952,P10747
R-HSA-164952,Q96CW1
R-HSA-164952,P01730
R-HSA-164952,P84077
R-HSA-164952,P53680
R-HSA-164952,O94973
R-HSA-164952,O95782
R-HSA-164952,P63010
R-HSA-164952,Q9UI12
R-HSA-164952,P10966
R-HSA-3828062,P13807
R-HSA-3828062,P46976
R-HSA-3785653,P13807
R-HSA-3785653,Q9UQK1
R-HSA-3785653,O95278
R-HSA-3785653,P46976
R-HSA-3785653,P0CG47
R-HSA-3785653,P0CG48
R-HSA-3785653,P62979
R-HSA-3785653,P62987
R-HSA-9702509,P36888
R-HSA-9769726,P02671
R-HSA-9769726,P02679
R-HSA-9769726,P02675
R-HSA-9769726,P12259
R-HSA-9769726,P00740
R-HSA-9769726,P00742
R-HSA-9769726,P00451
R-HSA-9769726,P04275
R-HSA-5083635,O95450
R-HSA-5083635,Q76LX8
R-HSA-5083635,Q8TE56
R-HSA-5083635,Q9NS62
R-HSA-5083635,Q6UY14
R-HSA-5083635,Q13591
R-HSA-5083635,Q8TE60
R-HSA-5083635,P27918
R-HSA-5083635,Q9UNA0
R-HSA-5083635,Q8WXS8
R-HSA-5083635,Q9UHI8
R-HSA-5083635,Q8N6G6
R-HSA-5083635,P82987
R-HSA-5083635,Q9P2N4
R-HSA-5083635,A2VEC9
R-HSA-5083635,Q86TH1
R-HSA-5083635,Q9C0I4
R-HSA-5083635,Q9UKP4
R-HSA-5083635,Q8TE58
R-HSA-5083635,P07996
R-HSA-5083635,Q9HCB6
R-HSA-5083635,Q9UP79
R-HSA-5083635,Q9UPZ6
R-HSA-5083635,Q8TE57
R-HSA-5083635,P58397
R-HSA-5083635,Q8TE59
R-HSA-5083635,Q9UKP5
R-HSA-5083635,P35442
R-HSA-5083635,O15072
R-HSA-5083635,O75173
R-HSA-5083635,Q9P283
R-HSA-5083635,Q9H324
R-HSA-5083635,Q6ZMP0
R-HSA-5083635,Q9BUD6
R-HSA-5083635,Q8IVN8
R-HSA-5083635,Q6ZMM2
R-HSA-5083635,P59510
R-HSA-9636249,P9WI47
R-HSA-9636249,P52294
R-HSA-9636249,Q14974
R-HSA-9669914,P10721
R-HSA-5602636,Q9Y6K9
R-HSA-5602636,O15111
R-HSA-5602636,O14920
R-HSA-9918436,P04001
R-HSA-9842640,O00459
R-HSA-9842640,P27986
R-HSA-9842640,P42338
R-HSA-9842640,P42336
R-HSA-9842640,P30622
R-HSA-9842640,P27361
R-HSA-9842640,P28482
R-HSA-3642278,P37173
R-HSA-3642278,P01137
R-HSA-3642278,P36897
R-HSA-9665247,Q96RT1
R-HSA-9665247,P04626
R-HSA-9665247,Q16543
R-HSA-9665247,P07900
R-HSA-9669937,P10721
R-HSA-168275,P03508
R-HSA-168275,P06821
R-HSA-168275,P03452
R-HSA-168275,P03468
R-HSA-168275,P03485
R-HSA-168275,P03433
R-HSA-168275,P03428
R-HSA-168275,P03431
R-HSA-168275,P03466
R-HSA-5357609,P46976
R-HSA-3371599,Q13085
R-HSA-3371599,P05166
R-HSA-3371599,P05165
R-HSA-3371599,P11498
R-HSA-3371599,Q9HCC0
R-HSA-3371599,Q96RQ3
R-HSA-9912481,P12694
R-HSA-9912481,P21953
R-HSA-9912481,P09622
R-HSA-9912481,P11182
R-HSA-8876384,P0DQD3
R-HSA-8876384,P0DQD2
R-HSA-8876384,P08581
R-HSA-8876384,P22681
R-HSA-8876384,O75886
R-HSA-8876384,Q92783
R-HSA-8876384,O14964
R-HSA-8876384,P42566
