pathway,score
R-HSA-2132295,1.318852653983962
R-HSA-6788467,2.1337267113923453
R-HSA-9960519,2.6652056284346006
R-HSA-168188,1.3034777924170078
R-HSA-9968551,2.762115641442657
R-HSA-9828211,2.3227829476123945
R-HSA-975138,1.3555754610087019
R-HSA-5621481,1.1573497567387696
R-HSA-9855719,2.4099331233312946
R-HSA-936964,2.1089031276673134
R-HSA-166166,1.3227829476123945
R-HSA-450282,1.8728139389363467
R-HSA-9014325,2.3227829476123945
R-HSA-1236978,1.7409263423727188
R-HSA-5686938,2.0854220318177905
R-HSA-389357,1.9017776348716633
R-HSA-6785807,1.3227829476123945
R-HSA-982772,1.9839643910590135
R-HSA-9953170,2.188084373714938
R-HSA-1222556,1.807873132003332
R-HSA-9020958,2.3641756327706194
R-HSA-168164,1.3388697675058492
R-HSA-389948,1.083142265522892
R-HSA-9674555,1.887054378050957
R-HSA-1461957,1.7731110257441203
R-HSA-983170,1.887054378050957
R-HSA-877300,1.3729495570781245
R-HSA-389356,1.6652056284346006
R-HSA-389359,2.2849943867229947
R-HSA-844455,2.8870543780509568
R-HSA-933541,1.9017776348716633
R-HSA-168138,1.3227829476123945
R-HSA-447115,1.615987605764419
R-HSA-933542,1.9662356240985819
R-HSA-5607763,2.3227829476123945
R-HSA-3270619,2.2502322804637824
R-HSA-1606341,2.6652056284346006
R-HSA-912694,1.9492022847998014
R-HSA-975110,2.4099331233312946
R-HSA-936440,1.8201075884203437
R-HSA-2029480,1.121137584084325
R-HSA-8985947,2.4099331233312946
R-HSA-173623,1.3864520274817718
R-HSA-202424,1.405134240449526
R-HSA-202403,1.3110971892871996
R-HSA-912631,2.1089031276673134
R-HSA-450341,2.3641756327706194
R-HSA-5621480,1.5788457977598525
R-HSA-389513,2.0419563380367003
R-HSA-9020702,1.3555754610087019
R-HSA-5690714,1.5190775927563627
R-HSA-166058,1.3034777924170078
R-HSA-449836,1.9839643910590135
R-HSA-9758274,2.1089031276673134
