pathway,score
R-HSA-975634,1.7021170795702047
R-HSA-1971475,1.883171758157436
R-HSA-77289,1.765786159439582
R-HSA-428157,1.3161859783711825
R-HSA-2142845,2.044539760392411
R-HSA-8956320,2.199441720378154
R-HSA-140179,2.74350976472843
R-HSA-203615,2.2316264037495555
R-HSA-196849,1.2383597864085238
R-HSA-15869,1.3412483822737495
R-HSA-1660661,1.7773680319893972
R-HSA-6799198,1.5130608433501558
R-HSA-2024096,2.066816155103563
R-HSA-8957322,1.1496701036471584
R-HSA-204174,2.169478497000711
R-HSA-3322077,2.199441720378154
R-HSA-2564830,2.2316264037495555
R-HSA-2408557,1.3724419024566934
R-HSA-1428517,0.9256140075666343
R-HSA-9758881,2.345569756056392
R-HSA-6806664,2.86844850133673
R-HSA-194068,1.7021170795702047
R-HSA-71403,1.814090839014137
R-HSA-71291,0.7844683724073361
R-HSA-70268,1.6379995799584557
R-HSA-194002,2.345569756056392
R-HSA-2142753,1.574717744414248
R-HSA-1362409,2.2316264037495555
R-HSA-163680,2.4424797690644486
R-HSA-163767,2.5004717160421355
R-HSA-71064,2.2663885100087673
R-HSA-156582,3.044539760392411
R-HSA-196757,2.090297250953086
R-HSA-70171,1.4479426647659508
R-HSA-2408522,1.2736877487502667
R-HSA-1483248,2.646599751720373
R-HSA-389661,2.066816155103563
R-HSA-199220,2.044539760392411
R-HSA-191273,1.898411724714173
R-HSA-189445,1.883171758157436
R-HSA-1660516,2.1414497734004674
R-HSA-400206,1.2663885100087673
R-HSA-1430728,0.0
R-HSA-350562,1.765786159439582
R-HSA-2022870,2.023350461322473
R-HSA-193048,2.304177070898167
R-HSA-8978868,1.1000570882422422
R-HSA-1638091,1.7435097647284297
R-HSA-70635,2.2663885100087673
R-HSA-8964572,2.5674185056727485
R-HSA-1660662,1.5821417624934548
R-HSA-196854,1.0467166796466856
R-HSA-2160916,2.1414497734004674
R-HSA-163560,1.965358514344786
R-HSA-500753,2.86844850133673
R-HSA-211945,1.3243804569864541
R-HSA-556833,0.4619083209027745
R-HSA-156581,2.199441720378154
R-HSA-167826,2.646599751720373
R-HSA-189483,2.1414497734004674
R-HSA-9858328,2.86844850133673
R-HSA-400042,1.898411724714173
R-HSA-163765,2.4424797690644486
R-HSA-499943,1.8684485013367298
R-HSA-70221,2.169478497000711
R-HSA-200425,2.2663885100087673
R-HSA-9969896,2.169478497000711
R-HSA-9758890,2.4424797690644486
R-HSA-8937144,2.5004717160421355
R-HSA-211897,1.5260258205145234
R-HSA-1630316,1.215235987561386
R-HSA-1483255,1.4212904699945106
R-HSA-166187,2.5004717160421355
R-HSA-381676,1.7121013004768055
R-HSA-8979227,1.765786159439582
R-HSA-141333,3.044539760392411
R-HSA-1483257,1.0192338951276407
R-HSA-9853506,2.74350976472843
R-HSA-947581,2.4424797690644486
R-HSA-1660514,2.090297250953086
R-HSA-1614635,1.898411724714173
R-HSA-1660517,2.304177070898167
R-HSA-189451,2.169478497000711
R-HSA-202131,2.1151208346781183
R-HSA-203641,2.646599751720373
R-HSA-2395516,2.86844850133673
R-HSA-2024101,2.044539760392411
R-HSA-1855183,2.199441720378154
R-HSA-156584,2.066816155103563
R-HSA-163359,1.814090839014137
R-HSA-196108,2.2663885100087673
R-HSA-8847453,2.74350976472843
R-HSA-211976,1.9305964080855742
R-HSA-163685,1.3081432581157686
R-HSA-70326,1.3913272466170672
R-HSA-390918,1.898411724714173
R-HSA-193144,2.5674185056727485
R-HSA-70895,1.9838419200387993
R-HSA-9861559,2.5674185056727485
R-HSA-9861718,1.8270558161785047
R-HSA-8978934,1.9476297473843545
R-HSA-211859,1.0071132624517873
R-HSA-9864848,1.664328518680805
R-HSA-6806667,1.664328518680805
R-HSA-9759218,2.5004717160421355
R-HSA-1483206,1.2349800457571432
R-HSA-2142691,2.044539760392411
R-HSA-434316,2.4424797690644486
R-HSA-2022854,1.883171758157436
R-HSA-1483249,1.4317559036726755
R-HSA-9634600,2.2663885100087673
R-HSA-611105,1.1441726317359406
R-HSA-2022928,1.8270558161785047
R-HSA-71387,0.8641271275540872
R-HSA-422356,1.4479426647659508
R-HSA-1483191,1.898411724714173
R-HSA-1638074,1.7773680319893972
R-HSA-163210,2.044539760392411
R-HSA-351202,1.682811924374818
R-HSA-9854311,2.044539760392411
R-HSA-9840310,1.7545051490298929
R-HSA-399997,2.345569756056392
R-HSA-73817,2.304177070898167
R-HSA-164378,2.090297250953086
R-HSA-196071,1.789267255289105
R-HSA-156580,1.3161859783711825
R-HSA-1793185,1.7773680319893972
R-HSA-2022857,2.169478497000711
R-HSA-196741,2.003147075234186
R-HSA-8982491,1.9305964080855742
R-HSA-1614558,2.169478497000711
R-HSA-75105,1.7773680319893972
R-HSA-9865881,1.9305964080855742
R-HSA-9859138,2.74350976472843
R-HSA-196791,2.2663885100087673
R-HSA-6783984,2.5004717160421355
R-HSA-1474151,2.345569756056392
R-HSA-2426168,1.7121013004768055
R-HSA-2022923,2.2663885100087673
R-HSA-400451,2.304177070898167
R-HSA-1614517,2.5674185056727485
R-HSA-163358,2.646599751720373
R-HSA-159418,2.090297250953086
R-HSA-196836,2.4424797690644486
R-HSA-1660499,1.621293886455603
R-HSA-1655829,1.5973817290501917
R-HSA-1483196,3.345569756056392
R-HSA-196780,2.304177070898167
R-HSA-5653890,2.86844850133673
R-HSA-2162123,2.169478497000711
R-HSA-203754,3.044539760392411
R-HSA-170822,1.789267255289105
R-HSA-9033658,2.044539760392411
R-HSA-9037628,3.044539760392411
R-HSA-1989781,1.2736877487502667
R-HSA-174362,2.5004717160421355
R-HSA-9037629,2.1414497734004674
R-HSA-389542,3.044539760392411
R-HSA-2408508,2.4424797690644486
R-HSA-74182,2.345569756056392
R-HSA-1483152,3.044539760392411
R-HSA-77285,2.86844850133673
R-HSA-77346,2.5674185056727485
R-HSA-71336,2.169478497000711
R-HSA-2142696,3.345569756056392
R-HSA-9027307,2.5674185056727485
R-HSA-196843,2.5004717160421355
R-HSA-156587,2.391327246617067
R-HSA-9018896,2.646599751720373
R-HSA-163754,3.044539760392411
R-HSA-351200,2.86844850133673
R-HSA-77288,2.5674185056727485
R-HSA-1855231,3.345569756056392
R-HSA-71262,2.74350976472843
R-HSA-1855170,1.814090839014137
R-HSA-2142770,2.5674185056727485
R-HSA-9026762,3.044539760392411
R-HSA-77352,2.646599751720373
R-HSA-1482801,2.003147075234186
R-HSA-211916,2.5674185056727485
R-HSA-209905,2.74350976472843
R-HSA-9026290,3.044539760392411
R-HSA-9025106,3.044539760392411
R-HSA-1482788,1.9142059918974048
R-HSA-6807062,2.4424797690644486
R-HSA-2046104,2.2316264037495555
R-HSA-977347,2.304177070898167
R-HSA-1482883,2.5004717160421355
