pathway,score
R-HSA-3906995,1.5525482618283473
R-HSA-9672395,3.4038066105474227
R-HSA-5619107,1.8475041097801352
R-HSA-9918432,1.6795307409466336
R-HSA-164952,1.9414086126484664
R-HSA-3828062,3.1027766148834415
R-HSA-3785653,2.4495641011080975
R-HSA-9702509,3.4038066105474227
R-HSA-9769726,2.1027766148834415
R-HSA-5083635,1.8240230139306124
R-HSA-9636249,2.80174661921946
R-HSA-9669914,3.4038066105474227
R-HSA-5602636,2.92668535582776
R-HSA-9918436,3.4038066105474227
R-HSA-9842640,2.558708570533166
R-HSA-3642278,2.92668535582776
R-HSA-9665247,2.80174661921946
R-HSA-9669937,3.4038066105474227
R-HSA-168275,2.3624139253891974
R-HSA-5357609,3.1027766148834415
R-HSA-3371599,2.558708570533166
R-HSA-9912481,2.7048366062114035
R-HSA-8876384,2.0420787745298297
R-HSA-9669935,3.4038066105474227
R-HSA-9610379,1.165760507418627
R-HSA-168330,2.558708570533166
R-HSA-9638482,1.6878032669126233
R-HSA-5083625,2.1250530095945934
R-HSA-5602358,1.8597385661971468
R-HSA-5467333,3.4038066105474227
R-HSA-5637812,2.1996866278914977
R-HSA-9638334,2.081587315813503
R-HSA-9672396,2.92668535582776
R-HSA-9683701,1.8723276935051674
R-HSA-9944971,2.7048366062114035
R-HSA-9673766,2.92668535582776
R-HSA-5339562,1.7225653731718353
R-HSA-9694548,1.7805573201495222
R-HSA-9694786,2.80174661921946
R-HSA-9674396,3.4038066105474227
R-HSA-1839130,2.2576785748691846
R-HSA-5579031,3.1027766148834415
R-HSA-5683177,3.1027766148834415
R-HSA-3656253,2.2576785748691846
R-HSA-5358749,2.2277153514917414
R-HSA-9665233,2.80174661921946
R-HSA-9683673,2.4038066105474227
R-HSA-3560783,2.1027766148834415
R-HSA-9699150,3.1027766148834415
R-HSA-9845621,3.1027766148834415
R-HSA-9645722,3.1027766148834415
R-HSA-9936686,2.92668535582776
R-HSA-9662851,1.1810901393998394
R-HSA-9673770,2.289863258240586
R-HSA-9828642,2.625655360163779
R-HSA-5339716,2.2277153514917414
R-HSA-9675132,2.80174661921946
R-HSA-8862803,2.061383929725216
R-HSA-9692914,1.3703828550604729
R-HSA-9694301,2.80174661921946
R-HSA-9763198,3.1027766148834415
R-HSA-9717323,3.4038066105474227
R-HSA-9673240,3.1027766148834415
