pathway,score
R-HSA-418592,1.4575791469957626
R-HSA-76009,1.27573555905099
R-HSA-75205,1.7415758033609634
R-HSA-114608,0.7483091860199318
R-HSA-372708,1.6794278966121188
R-HSA-9769743,1.600246650564494
R-HSA-428930,1.4405458076969822
R-HSA-210993,1.5767655547149713
R-HSA-114604,1.3370052157899126
R-HSA-392170,1.513096474845594
R-HSA-109582,0.0
R-HSA-9769735,1.4937913196502073
R-HSA-983231,0.7093911199895621
R-HSA-354194,1.6794278966121188
R-HSA-139853,1.6513991730118753
R-HSA-114516,2.1565491513317814
R-HSA-210991,1.4575791469957626
R-HSA-114508,1.4241553915088128
R-HSA-76002,0.4355634071780422
R-HSA-76005,0.7316675147007143
R-HSA-9769739,1.1395158120330011
R-HSA-202733,0.4681293293290707
R-HSA-210990,1.7763379096201755
R-HSA-9935598,1.9012766462284754
R-HSA-418360,1.408361124325581
R-HSA-418346,0.9110364835176314
R-HSA-392851,1.5544891600038189
R-HSA-430116,1.8555191556678001
R-HSA-983189,1.2023066418924566
R-HSA-354192,1.408361124325581
R-HSA-75892,1.7093911199895622
R-HSA-392154,1.4937913196502073
R-HSA-418457,1.6513991730118753
R-HSA-9769740,1.084667144025656
R-HSA-432142,1.6250702342895262
R-HSA-392023,2.378397900948138
R-HSA-392518,1.3114511113175245
R-HSA-456926,1.350369177347894
R-HSA-9769733,1.7415758033609634
R-HSA-418359,1.7763379096201755
R-HSA-426048,2.1565491513317814
