pathway,score
R-HSA-450385,1.6428716804371248
R-HSA-75094,1.9702306148234552
R-HSA-77595,1.5511013070814794
R-HSA-72187,0.6886291709978
R-HSA-8953854,0.0
R-HSA-450408,1.2398521462358123
R-HSA-159230,1.2712606104874364
R-HSA-9930044,1.3292525574651233
R-HSA-6784531,1.0809289123171448
R-HSA-72165,1.17435059747938
R-HSA-428359,2.3961993470957363
R-HSA-430039,1.6972293427597176
R-HSA-72163,0.5636904343895
R-HSA-72172,0.5469847408866474
R-HSA-975956,0.8910493687758303
R-HSA-194441,1.1098926082524616
R-HSA-75064,2.5722906061514177
R-HSA-450531,0.9982593384236987
R-HSA-450520,1.9702306148234552
R-HSA-450513,1.6428716804371248
R-HSA-6782315,1.220108088040055
R-HSA-159227,1.2822559947888996
R-HSA-75072,1.8733206018153987
R-HSA-75067,1.3961993470957363
R-HSA-9836573,1.8733206018153987
R-HSA-159236,0.9812259991249184
R-HSA-72086,1.4109226039164426
R-HSA-72202,0.9338013491967803
R-HSA-72312,0.5511013070814794
R-HSA-975957,0.8051347400692371
R-HSA-450604,1.6428716804371248
R-HSA-191859,1.1098926082524616
R-HSA-429914,1.1251325748091983
R-HSA-77588,1.8319279166571738
R-HSA-72306,0.8051347400692371
R-HSA-77042,2.5722906061514177
R-HSA-72200,1.9702306148234552
R-HSA-9770562,0.7661106321675304
R-HSA-75102,2.5722906061514177
R-HSA-159231,1.2105627701338246
R-HSA-72203,0.39910433773914356
R-HSA-6791226,0.6108695120849693
R-HSA-8868773,0.5877632928076251
R-HSA-159234,1.2012227438796814
R-HSA-429947,1.4753805931433612
R-HSA-927802,0.8051347400692371
R-HSA-9837092,2.2712606104874364
R-HSA-111367,1.8733206018153987
R-HSA-9937008,1.8319279166571738
R-HSA-6787450,1.8319279166571738
R-HSA-8868766,1.6428716804371248
R-HSA-429958,1.669200619159474
R-HSA-6790901,1.095169351431755
R-HSA-6782861,2.095169351431755
R-HSA-6793080,1.759377249508562
R-HSA-6785470,2.17435059747938
