pathway,score
R-HSA-975578,2.3248994970523134
R-HSA-389957,1.8777414657100941
R-HSA-204626,2.722839505724351
R-HSA-3108232,1.081861448366019
R-HSA-381771,2.002680202318394
R-HSA-5689880,1.043866129804586
R-HSA-597592,0.15493132305542093
R-HSA-4085377,1.7338348900258143
R-HSA-3232118,2.023869501388332
R-HSA-901032,2.002680202318394
R-HSA-156842,1.3471758917634655
R-HSA-1799339,1.2718210535688936
R-HSA-72662,1.5467482466686697
R-HSA-8866652,1.847778242332651
R-HSA-163125,1.3564165484983781
R-HSA-8932506,2.722839505724351
R-HSA-390471,1.7338348900258143
R-HSA-389958,1.8063855571744258
R-HSA-8957275,1.2955157193671036
R-HSA-72764,1.3517716434526148
R-HSA-8876725,2.0944505756740392
R-HSA-3215018,2.3248994970523134
R-HSA-9857492,2.3248994970523134
R-HSA-5419276,1.3162993252903958
R-HSA-8932504,2.6259294927162946
R-HSA-264876,1.9269594883802756
R-HSA-9907900,1.6088961534175141
R-HSA-5689901,1.8335378032180407
R-HSA-5683826,1.847778242332651
R-HSA-5676934,2.54674824666867
R-HSA-9948299,1.1635314948173385
R-HSA-72613,1.2457182510046885
R-HSA-4655427,2.120779514396389
R-HSA-3899300,1.681446820566126
R-HSA-5173105,1.2210957760963566
R-HSA-390450,2.3248994970523134
R-HSA-159782,2.3248994970523134
R-HSA-5688426,0.8951472170499053
R-HSA-4570464,1.617329320954377
R-HSA-9837999,1.3336734213598185
R-HSA-72706,1.2718210535688936
R-HSA-72731,2.4218095100603696
R-HSA-4755510,2.2457182510046887
R-HSA-8931838,2.0696269919490073
R-HSA-5689603,1.4110856446685967
R-HSA-8951664,0.9538316347805771
R-HSA-162791,2.4798014570380564
R-HSA-9954716,1.3381277627860686
R-HSA-977068,1.9099261490814954
R-HSA-5389840,1.3804168249021447
R-HSA-9629569,2.023869501388332
R-HSA-163841,1.5395696620415464
R-HSA-5173214,1.7338348900258143
R-HSA-9793242,2.8477782423326508
R-HSA-2990846,1.0672209221831288
R-HSA-977225,1.4164144781736636
R-HSA-5368286,1.3804168249021447
R-HSA-8873719,1.511986140409458
R-HSA-159763,2.3706569876129886
R-HSA-156902,1.3706569876129886
R-HSA-3232142,1.691431041472727
R-HSA-3108214,1.4164144781736636
R-HSA-4090294,1.8335378032180407
R-HSA-913709,1.511986140409458
R-HSA-1663150,2.2109561447454764
R-HSA-400511,2.2109561447454764
R-HSA-9937383,1.3706569876129886
R-HSA-72702,1.5540474854101691
R-HSA-5368287,1.2718210535688936
R-HSA-72766,0.7566977729853184
R-HSA-72737,1.2457182510046885
R-HSA-159740,2.3248994970523134
R-HSA-381426,1.2314778118900782
R-HSA-901042,1.9099261490814954
R-HSA-389960,1.9099261490814954
R-HSA-389977,1.9631716610347205
R-HSA-975576,1.9099261490814954
R-HSA-9954714,1.3658581047312197
R-HSA-5689877,2.2457182510046887
R-HSA-3065676,2.6259294927162946
R-HSA-400508,1.9446882553407074
R-HSA-6814122,1.7451159004355032
R-HSA-392499,0.0
R-HSA-5694530,1.8063855571744258
R-HSA-948021,1.0995902153264505
R-HSA-159854,2.2835068118940884
R-HSA-2980736,1.385380244433695
R-HSA-2022377,2.0944505756740392
R-HSA-390466,1.361111669706758
R-HSA-4551638,1.5325078075540595
R-HSA-9939291,2.2457182510046887
R-HSA-4615885,1.6259294927162946
R-HSA-3065679,2.54674824666867
R-HSA-391251,1.3336734213598185
R-HSA-532668,1.7808314527020377
R-HSA-72695,1.6088961534175141
R-HSA-5358493,2.4218095100603696
R-HSA-6807878,1.4058214046762394
R-HSA-156827,1.2756814743821319
R-HSA-8852135,1.427272405761872
R-HSA-72649,1.5540474854101691
R-HSA-209822,2.3248994970523134
R-HSA-9954709,1.3120622723471411
R-HSA-3065678,2.4798014570380564
R-HSA-209952,2.2457182510046887
R-HSA-8955332,1.7016502066544128
R-HSA-8932505,2.54674824666867
R-HSA-204005,1.4860504063150581
R-HSA-5689896,1.7338348900258143
R-HSA-72689,1.3162993252903958
R-HSA-8866654,1.5540474854101691
R-HSA-199977,1.1881789298959067
R-HSA-446203,0.8580318766982039
R-HSA-379724,1.7016502066544128
R-HSA-446205,2.54674824666867
R-HSA-379716,1.9446882553407074
R-HSA-975574,3.3248994970523134
R-HSA-446210,2.4218095100603696
R-HSA-6787639,2.54674824666867
R-HSA-422085,2.023869501388332
R-HSA-446219,1.511986140409458
R-HSA-4085001,1.8063855571744258
R-HSA-964739,2.6259294927162946
R-HSA-162710,2.0696269919490073
R-HSA-379726,2.002680202318394
R-HSA-446199,2.4798014570380564
R-HSA-446193,1.4218095100603698
R-HSA-964827,2.8477782423326508
R-HSA-480985,3.023869501388332
R-HSA-975577,2.148808237996632
R-HSA-162699,2.8477782423326508
