pathway,score
R-HSA-2214320,1.646263653820016
R-HSA-1592389,0.9728477539563852
R-HSA-1474244,0.0
R-HSA-1566948,0.8893017025063104
R-HSA-9913351,1.0142404391146103
R-HSA-2022090,0.7354868381617813
R-HSA-1442490,0.8893017025063104
R-HSA-3000171,0.7354868381617813
R-HSA-2129379,1.0289636959353166
R-HSA-3000178,0.7431736668280723
R-HSA-8948216,0.8479090173480852
R-HSA-2243919,1.4913616938342726
R-HSA-3000170,1.1903316981702914
R-HSA-216083,0.6718177582924041
R-HSA-8941237,1.8893017025063104
R-HSA-1650814,0.6652868911334463
R-HSA-3000157,1.1296338578166798
R-HSA-1474228,0.4460387150476152
R-HSA-1474290,0.5371191843949478
R-HSA-1566977,1.713210443450629
