pathway,score
R-HSA-9839373,1.749870688862801
R-HSA-1433559,2.2085085378884504
R-HSA-190373,2.266500484866137
R-HSA-5362798,2.5095385335524316
R-HSA-8943724,1.6344772701607315
R-HSA-1306955,2.6344772701607315
R-HSA-193704,1.4214024448518803
R-HSA-9696273,1.7893792301464748
R-HSA-9009391,1.5150014292539338
R-HSA-9025046,3.111598524880394
R-HSA-9634597,1.7405306626086579
R-HSA-416482,1.5095385335524316
R-HSA-8857538,2.6344772701607315
R-HSA-111933,1.8685604761940995
R-HSA-390696,2.45838601110505
R-HSA-5218921,2.111598524880394
R-HSA-1502540,2.1821795991661013
R-HSA-177504,2.266500484866137
R-HSA-380972,1.950230522645419
R-HSA-372790,0.5589303087682009
R-HSA-187024,2.7136585162083566
R-HSA-8964616,2.111598524880394
R-HSA-4641262,1.9212668267101025
R-HSA-5683057,0.9034259982132723
R-HSA-2173788,1.9976551725735572
R-HSA-171007,2.266500484866137
R-HSA-9623433,2.45838601110505
R-HSA-9911233,2.810568529216413
R-HSA-190236,1.4258567862781304
R-HSA-4641265,2.3334472744967503
R-HSA-179812,2.266500484866137
R-HSA-9842663,2.266500484866137
R-HSA-9013406,1.6417765089022311
R-HSA-5675221,1.7691758440581877
R-HSA-9006925,0.9115692583266237
R-HSA-186763,1.9212668267101025
R-HSA-5362517,1.7998446638246397
R-HSA-9013408,1.5433968008133991
R-HSA-8863795,1.9074785422244693
R-HSA-111932,2.4126285205443754
R-HSA-1251985,1.88114960350212
R-HSA-5610785,1.7405306626086579
R-HSA-2122947,1.7224324405158615
R-HSA-5654228,2.236537261488694
R-HSA-9012999,0.7574900857329931
R-HSA-205043,2.2085085378884504
R-HSA-5654736,1.6644404935381747
R-HSA-4608870,1.705058344446439
R-HSA-9604323,1.7594160067690316
R-HSA-1963642,2.1573560154410694
R-HSA-9013694,1.5493056604239193
R-HSA-5654706,2.0702058397221688
R-HSA-180024,2.032417278832769
R-HSA-6806942,2.6344772701607315
R-HSA-112043,1.7224324405158615
R-HSA-9716542,0.5833247477133503
R-HSA-5654732,1.9355072658247128
R-HSA-9013700,2.37123583538615
R-HSA-193692,2.37123583538615
R-HSA-180336,2.236537261488694
R-HSA-109704,1.7136585162083564
R-HSA-5684996,0.9593101804973375
R-HSA-9024446,1.731387283168788
R-HSA-201722,1.6272986855336082
R-HSA-9036866,2.810568529216413
R-HSA-190372,2.2986851682375384
R-HSA-5654221,2.090409225810456
R-HSA-1307965,2.9355072658247128
R-HSA-110056,2.37123583538615
R-HSA-165160,3.111598524880394
R-HSA-193681,2.9355072658247128
R-HSA-9031628,1.821563913517876
R-HSA-5358346,1.696625176909576
R-HSA-162582,0.0
R-HSA-2173789,1.749870688862801
R-HSA-416476,1.070205839722169
R-HSA-198203,2.45838601110505
R-HSA-193648,1.6417765089022311
R-HSA-5654693,1.9976551725735572
R-HSA-5632684,1.5552960241131069
R-HSA-190374,2.810568529216413
R-HSA-8849471,2.236537261488694
R-HSA-9027283,2.5675304805301185
R-HSA-170670,2.266500484866137
R-HSA-5625970,2.37123583538615
R-HSA-205017,2.9355072658247128
R-HSA-9034013,3.111598524880394
R-HSA-9026519,2.37123583538615
R-HSA-6785631,2.1573560154410694
R-HSA-9032500,2.5675304805301185
R-HSA-193697,2.45838601110505
R-HSA-9706019,2.4126285205443754
R-HSA-9034793,2.9355072658247128
R-HSA-74752,1.4632385138994624
R-HSA-5654733,1.9212668267101025
R-HSA-5654695,1.9976551725735572
R-HSA-8875513,2.7136585162083566
R-HSA-187706,2.7136585162083566
R-HSA-2979096,2.0146885118723374
R-HSA-212718,2.45838601110505
R-HSA-112412,2.5095385335524316
R-HSA-380108,1.656753664871884
R-HSA-193639,2.1821795991661013
R-HSA-9013405,1.6883526509435862
R-HSA-419771,2.45838601110505
R-HSA-5654738,1.5205339178538948
R-HSA-198753,2.0702058397221688
R-HSA-9034864,2.4126285205443754
R-HSA-1250347,2.1821795991661013
R-HSA-9013419,2.5675304805301185
R-HSA-5654741,1.7791600649647887
R-HSA-8849472,2.9355072658247128
R-HSA-5663213,1.8563260197770879
R-HSA-170834,1.4441455719904401
R-HSA-1251932,2.810568529216413
R-HSA-1257604,0.9701487514799267
R-HSA-2473224,2.810568529216413
R-HSA-2173793,1.705058344446439
R-HSA-190371,2.5675304805301185
R-HSA-5625900,2.111598524880394
R-HSA-111995,3.111598524880394
R-HSA-1295596,2.2085085378884504
R-HSA-9013149,1.1454567921413614
R-HSA-201681,1.1338749195915463
R-HSA-199920,2.5675304805301185
R-HSA-5663220,1.326268689869627
R-HSA-177929,1.6722658310501313
R-HSA-111957,2.810568529216413
R-HSA-9028335,2.5675304805301185
R-HSA-444209,2.7136585162083566
R-HSA-444821,2.5095385335524316
R-HSA-9013508,2.0146885118723374
R-HSA-9634635,2.5675304805301185
R-HSA-500792,0.7386865219102875
R-HSA-195253,1.5675304805301185
R-HSA-2173791,2.2085085378884504
R-HSA-209543,2.266500484866137
R-HSA-9632974,2.7136585162083566
R-HSA-8849468,2.7136585162083566
R-HSA-8848021,1.6492005269814378
R-HSA-2179392,2.4126285205443754
R-HSA-1236394,1.6202368310461213
R-HSA-5674499,2.6344772701607315
R-HSA-5357956,1.950230522645419
R-HSA-1963640,2.133874919591546
R-HSA-1912408,1.5997151639015197
R-HSA-5654719,2.0702058397221688
R-HSA-1980143,1.5375672571526753
R-HSA-5654227,2.266500484866137
R-HSA-4420097,1.4214024448518803
R-HSA-2122948,1.9212668267101025
R-HSA-190241,2.0509006845267823
R-HSA-9029569,1.832844923927565
R-HSA-5099900,2.236537261488694
R-HSA-9013148,1.2222968223740838
R-HSA-111931,2.111598524880394
R-HSA-417957,2.3334472744967503
R-HSA-8964315,2.1573560154410694
R-HSA-373080,1.4258567862781304
R-HSA-9851151,2.810568529216413
R-HSA-4641258,1.7691758440581877
R-HSA-190370,2.5095385335524316
R-HSA-6806834,1.580119607838139
R-HSA-9734091,3.111598524880394
R-HSA-389397,2.5095385335524316
R-HSA-2428933,2.3334472744967503
R-HSA-9012852,1.7224324405158615
R-HSA-8851907,2.6344772701607315
R-HSA-198693,2.4126285205443754
R-HSA-9696264,1.7893792301464748
R-HSA-5673000,1.8685604761940995
R-HSA-187037,1.3444426587982137
R-HSA-3769402,1.7691758440581877
