pathway,score
R-HSA-8964046,2.076761771924212
R-HSA-382551,0.0
R-HSA-8964041,2.076761771924212
R-HSA-936837,1.1145503328136117
R-HSA-1247673,1.951823035315912
R-HSA-8963899,1.31084497795758
R-HSA-9958790,1.31084497795758
R-HSA-3295583,1.4569730136358179
R-HSA-189200,1.5326937275739363
R-HSA-83936,1.7757317762602307
R-HSA-8964011,2.1559430179718366
R-HSA-445717,1.1306371527070664
R-HSA-8949664,1.6507930396519308
R-HSA-9955298,1.2751294256910455
R-HSA-8866427,1.6507930396519308
R-HSA-917937,1.0914850287449183
R-HSA-5223345,1.4235492581488682
R-HSA-2672351,0.8463128505459381
R-HSA-174824,0.9740994300270642
R-HSA-1480926,1.7757317762602307
R-HSA-8964038,1.5761594213550265
R-HSA-8964058,1.8135203371496305
R-HSA-983712,0.6020599913279624
R-HSA-425397,1.3497630439879496
R-HSA-8963898,1.5761594213550265
R-HSA-1369062,1.5996405172045494
R-HSA-8963901,1.8549130223078556
R-HSA-8963896,1.951823035315912
R-HSA-8963888,1.8549130223078556
R-HSA-8964043,1.2867112982408606
R-HSA-1237044,1.7757317762602307
R-HSA-8981607,2.377791767588193
R-HSA-8866423,2.1559430179718366
R-HSA-917977,1.363551328473583
R-HSA-8964026,2.1559430179718366
R-HSA-8949215,1.4931851862902628
R-HSA-879518,1.8135203371496305
R-HSA-382556,0.9006705128685306
R-HSA-425407,0.46752319596912617
R-HSA-8963889,1.5761594213550265
R-HSA-426117,2.009814982293599
R-HSA-432040,1.2114603458216682
R-HSA-804914,1.951823035315912
R-HSA-433692,2.076761771924212
R-HSA-427652,2.076761771924212
R-HSA-9845576,1.951823035315912
R-HSA-432030,2.5538830266438746
R-HSA-427601,1.951823035315912
R-HSA-9958517,2.009814982293599
R-HSA-425381,1.8549130223078556
R-HSA-1369007,2.2528530309798933
R-HSA-435354,1.6788217632521742
R-HSA-432047,1.7409696700010187
R-HSA-429593,2.377791767588193
R-HSA-442380,1.8549130223078556
R-HSA-425410,1.2114603458216682
R-HSA-427589,2.377791767588193
R-HSA-442660,1.5326937275739363
R-HSA-561048,2.1559430179718366
R-HSA-444411,2.377791767588193
R-HSA-435368,2.1559430179718366
R-HSA-9959399,2.2528530309798933
R-HSA-727802,1.9006705128685306
R-HSA-428643,2.076761771924212
R-HSA-9958863,1.2751294256910455
R-HSA-433137,2.5538830266438746
R-HSA-425561,1.8135203371496305
R-HSA-427975,2.377791767588193
R-HSA-352230,1.336399082429968
R-HSA-549127,1.6788217632521742
R-HSA-425986,1.9006705128685306
R-HSA-428559,2.5538830266438746
